index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'none', 'none', 'the smaller part', 'none']"
15,data/images/quantifier/test_15.png,"['none', 'almost none', 'none', 'none', 'none']"
30,data/images/quantifier/test_30.png,"['none', 'most', 'none', 'none', 'some']"
158,data/images/quantifier/test_158.png,"['none', 'none', 'few', 'some', 'some']"
128,data/images/quantifier/test_128.png,"['some', 'none', 'almost none', 'the smaller part', 'some']"
115,data/images/quantifier/test_115.png,"['almost none', 'none', 'almost none', 'none', 'none']"
1776,data/images/quantifier/test_1776.png,"['almost all', 'many', 'almost all', 'almost all', 'some']"
1633,data/images/quantifier/test_1633.png,"['the smaller part', 'the smaller part', 'some', 'few', 'none']"
1721,data/images/quantifier/test_1721.png,"['almost all', 'few', 'almost all', 'almost all', 'all']"
1780,data/images/quantifier/test_1780.png,"['most', 'all', 'some', 'most', 'many']"
1702,data/images/quantifier/test_1702.png,"['most', 'almost none', 'the smaller part', 'almost none', 'many']"
1735,data/images/quantifier/test_1735.png,"['the smaller part', 'the smaller part', 'some', 'few', 'few']"
1160,data/images/quantifier/test_1160.png,"['almost none', 'all', 'almost none', 'the smaller part', 'some']"
1014,data/images/quantifier/test_1014.png,"['some', 'almost none', 'almost none', 'none', 'the smaller part']"
1109,data/images/quantifier/test_1109.png,"['almost all', 'all', 'few', 'some', 'most']"
1019,data/images/quantifier/test_1019.png,"['almost all', 'some', 'few', 'all', 'many']"
1122,data/images/quantifier/test_1122.png,"['many', 'most', 'almost none', 'few', 'few']"
1166,data/images/quantifier/test_1166.png,"['some', 'the smaller part', 'the smaller part', 'some', 'some']"
938,data/images/quantifier/test_938.png,"['many', 'almost none', 'none', 'some', 'almost all']"
870,data/images/quantifier/test_870.png,"['some', 'some', 'few', 'none', 'some']"
863,data/images/quantifier/test_863.png,"['few', 'few', 'some', 'almost all', 'most']"
934,data/images/quantifier/test_934.png,"['almost none', 'few', 'almost all', 'some', 'most']"
866,data/images/quantifier/test_866.png,"['some', 'almost all', 'almost all', 'few', 'the smaller part']"
932,data/images/quantifier/test_932.png,"['some', 'some', 'almost none', 'none', 'some']"
711,data/images/quantifier/test_711.png,"['the smaller part', 'almost all', 'the smaller part', 'few', 'the smaller part']"
780,data/images/quantifier/test_780.png,"['all', 'many', 'many', 'some', 'many']"
793,data/images/quantifier/test_793.png,"['almost none', 'almost all', 'few', 'many', 'most']"
615,data/images/quantifier/test_615.png,"['none', 'almost none', 'none', 'some', 'many']"
737,data/images/quantifier/test_737.png,"['some', 'none', 'many', 'almost none', 'all']"
758,data/images/quantifier/test_758.png,"['all', 'most', 'many', 'some', 'many']"
474,data/images/quantifier/test_474.png,"['almost none', 'none', 'most', 'none', 'none']"
558,data/images/quantifier/test_558.png,"['almost none', 'some', 'some', 'almost all', 'some']"
512,data/images/quantifier/test_512.png,"['many', 'the smaller part', 'none', 'none', 'the smaller part']"
487,data/images/quantifier/test_487.png,"['almost none', 'none', 'few', 'some', 'almost all']"
507,data/images/quantifier/test_507.png,"['some', 'the smaller part', 'none', 'almost all', 'none']"
492,data/images/quantifier/test_492.png,"['none', 'almost none', 'some', 'all', 'many']"
212,data/images/quantifier/test_212.png,"['almost none', 'none', 'the smaller part', 'almost none', 'almost none']"
260,data/images/quantifier/test_260.png,"['some', 'all', 'some', 'the smaller part', 'some']"
326,data/images/quantifier/test_326.png,"['many', 'almost all', 'none', 'some', 'most']"
384,data/images/quantifier/test_384.png,"['few', 'none', 'none', 'the smaller part', 'few']"
303,data/images/quantifier/test_303.png,"['none', 'some', 'most', 'some', 'all']"
394,data/images/quantifier/test_394.png,"['few', 'almost none', 'almost none', 'none', 'some']"
2211,data/images/quantifier/test_2211.png,"['many', 'almost none', 'almost all', 'many', 'many']"
2229,data/images/quantifier/test_2229.png,"['some', 'many', 'many', 'most', 'many']"
2301,data/images/quantifier/test_2301.png,"['some', 'some', 'almost all', 'all', 'some']"
2243,data/images/quantifier/test_2243.png,"['many', 'most', 'many', 'some', 'all']"
2290,data/images/quantifier/test_2290.png,"['many', 'many', 'the smaller part', 'almost all', 'many']"
