index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['almost none', 'none', 'almost none', 'the smaller part', 'all']"
15,data/images/quantifier/test_15.png,"['none', 'none', 'none', 'none', 'none']"
30,data/images/quantifier/test_30.png,"['almost none', 'none', 'none', 'none', 'the smaller part']"
158,data/images/quantifier/test_158.png,"['some', 'some', 'none', 'none', 'the smaller part']"
128,data/images/quantifier/test_128.png,"['none', 'none', 'none', 'none', 'none']"
115,data/images/quantifier/test_115.png,"['almost none', 'none', 'none', 'none', 'few']"
1776,data/images/quantifier/test_1776.png,"['almost all', 'few', 'many', 'many', 'almost all']"
1633,data/images/quantifier/test_1633.png,"['some', 'some', 'none', 'some', 'none']"
1721,data/images/quantifier/test_1721.png,"['the smaller part', 'most', 'the smaller part', 'many', 'the smaller part']"
1780,data/images/quantifier/test_1780.png,"['few', 'most', 'almost all', 'almost all', 'many']"
1702,data/images/quantifier/test_1702.png,"['some', 'most', 'almost all', 'many', 'almost all']"
1735,data/images/quantifier/test_1735.png,"['all', 'almost none', 'few', 'none', 'some']"
1160,data/images/quantifier/test_1160.png,"['some', 'all', 'almost all', 'many', 'some']"
1014,data/images/quantifier/test_1014.png,"['some', 'many', 'many', 'all', 'almost all']"
1109,data/images/quantifier/test_1109.png,"['all', 'few', 'some', 'the smaller part', 'most']"
1019,data/images/quantifier/test_1019.png,"['most', 'most', 'some', 'the smaller part', 'all']"
1122,data/images/quantifier/test_1122.png,"['almost none', 'almost none', 'almost all', 'many', 'none']"
1166,data/images/quantifier/test_1166.png,"['almost none', 'almost none', 'none', 'the smaller part', 'none']"
938,data/images/quantifier/test_938.png,"['the smaller part', 'almost all', 'some', 'almost all', 'many']"
870,data/images/quantifier/test_870.png,"['the smaller part', 'some', 'none', 'almost all', 'some']"
863,data/images/quantifier/test_863.png,"['all', 'some', 'none', 'some', 'the smaller part']"
934,data/images/quantifier/test_934.png,"['most', 'almost all', 'none', 'some', 'some']"
866,data/images/quantifier/test_866.png,"['many', 'the smaller part', 'almost none', 'some', 'the smaller part']"
932,data/images/quantifier/test_932.png,"['some', 'the smaller part', 'some', 'none', 'none']"
711,data/images/quantifier/test_711.png,"['most', 'none', 'some', 'many', 'some']"
780,data/images/quantifier/test_780.png,"['few', 'some', 'almost none', 'none', 'almost none']"
793,data/images/quantifier/test_793.png,"['almost all', 'some', 'all', 'few', 'some']"
615,data/images/quantifier/test_615.png,"['some', 'most', 'some', 'almost all', 'some']"
737,data/images/quantifier/test_737.png,"['none', 'none', 'almost none', 'none', 'none']"
758,data/images/quantifier/test_758.png,"['none', 'none', 'none', 'some', 'the smaller part']"
474,data/images/quantifier/test_474.png,"['almost none', 'the smaller part', 'all', 'some', 'few']"
558,data/images/quantifier/test_558.png,"['some', 'the smaller part', 'few', 'few', 'the smaller part']"
512,data/images/quantifier/test_512.png,"['almost none', 'few', 'most', 'none', 'some']"
487,data/images/quantifier/test_487.png,"['few', 'all', 'most', 'none', 'some']"
507,data/images/quantifier/test_507.png,"['many', 'some', 'all', 'none', 'none']"
492,data/images/quantifier/test_492.png,"['almost all', 'some', 'many', 'all', 'almost all']"
212,data/images/quantifier/test_212.png,"['most', 'some', 'some', 'almost all', 'none']"
260,data/images/quantifier/test_260.png,"['almost none', 'some', 'many', 'almost all', 'all']"
326,data/images/quantifier/test_326.png,"['some', 'almost none', 'the smaller part', 'almost all', 'almost all']"
384,data/images/quantifier/test_384.png,"['none', 'none', 'none', 'none', 'some']"
303,data/images/quantifier/test_303.png,"['almost all', 'almost all', 'some', 'most', 'many']"
394,data/images/quantifier/test_394.png,"['none', 'almost none', 'almost none', 'almost none', 'none']"
2211,data/images/quantifier/test_2211.png,"['almost none', 'many', 'the smaller part', 'almost none', 'almost all']"
2229,data/images/quantifier/test_2229.png,"['almost all', 'almost all', 'some', 'the smaller part', 'the smaller part']"
2301,data/images/quantifier/test_2301.png,"['few', 'some', 'some', 'all', 'the smaller part']"
2243,data/images/quantifier/test_2243.png,"['many', 'almost none', 'most', 'the smaller part', 'almost all']"
2290,data/images/quantifier/test_2290.png,"['some', 'some', 'almost all', 'few', 'some']"
2201,data/images/quantifier/test_2201.png,"['most', 'most', 'the smaller part', 'many', 'almost all']"
1255,data/images/quantifier/test_1255.png,"['almost all', 'most', 'few', 'the smaller part', 'the smaller part']"
1341,data/images/quantifier/test_1341.png,"['none', 'most', 'some', 'few', 'the smaller part']"
1294,data/images/quantifier/test_1294.png,"['most', 'all', 'none', 'none', 'few']"
1204,data/images/quantifier/test_1204.png,"['some', 'few', 'almost none', 'most', 'the smaller part']"
1272,data/images/quantifier/test_1272.png,"['all', 'some', 'almost all', 'some', 'almost all']"
1302,data/images/quantifier/test_1302.png,"['none', 'almost none', 'none', 'few', 'almost none']"
2515,data/images/quantifier/test_2515.png,"['many', 'the smaller part', 'most', 'many', 'many']"
2557,data/images/quantifier/test_2557.png,"['all', 'many', 'the smaller part', 'almost all', 'none']"
2592,data/images/quantifier/test_2592.png,"['all', 'almost all', 'all', 'some', 'some']"
2567,data/images/quantifier/test_2567.png,"['almost all', 'some', 'almost none', 'none', 'many']"
2487,data/images/quantifier/test_2487.png,"['all', 'some', 'most', 'many', 'many']"
2472,data/images/quantifier/test_2472.png,"['many', 'almost all', 'almost all', 'almost none', 'almost all']"
2054,data/images/quantifier/test_2054.png,"['many', 'many', 'almost all', 'almost all', 'many']"
2111,data/images/quantifier/test_2111.png,"['all', 'some', 'some', 'almost all', 'almost all']"
2019,data/images/quantifier/test_2019.png,"['almost all', 'many', 'all', 'almost all', 'almost all']"
2031,data/images/quantifier/test_2031.png,"['some', 'many', 'many', 'some', 'few']"
2137,data/images/quantifier/test_2137.png,"['almost all', 'most', 'many', 'almost all', 'all']"
2135,data/images/quantifier/test_2135.png,"['the smaller part', 'most', 'many', 'almost all', 'few']"
1486,data/images/quantifier/test_1486.png,"['some', 'none', 'none', 'none', 'few']"
1499,data/images/quantifier/test_1499.png,"['all', 'some', 'all', 'few', 'some']"
1502,data/images/quantifier/test_1502.png,"['some', 'none', 'many', 'some', 'the smaller part']"
1554,data/images/quantifier/test_1554.png,"['some', 'almost all', 'almost all', 'almost all', 'many']"
1493,data/images/quantifier/test_1493.png,"['almost all', 'some', 'none', 'almost all', 'some']"
1534,data/images/quantifier/test_1534.png,"['the smaller part', 'almost none', 'few', 'the smaller part', 'none']"
2658,data/images/quantifier/test_2658.png,"['almost all', 'some', 'all', 'almost all', 'some']"
2632,data/images/quantifier/test_2632.png,"['many', 'many', 'some', 'many', 'many']"
2789,data/images/quantifier/test_2789.png,"['almost all', 'almost all', 'almost all', 'many', 'many']"
2655,data/images/quantifier/test_2655.png,"['many', 'many', 'many', 'the smaller part', 'almost all']"
2603,data/images/quantifier/test_2603.png,"['many', 'all', 'many', 'all', 'many']"
2731,data/images/quantifier/test_2731.png,"['some', 'most', 'all', 'all', 'all']"
1982,data/images/quantifier/test_1982.png,"['the smaller part', 'the smaller part', 'some', 'many', 'few']"
1878,data/images/quantifier/test_1878.png,"['many', 'most', 'most', 'most', 'some']"
1912,data/images/quantifier/test_1912.png,"['almost all', 'almost all', 'none', 'the smaller part', 'all']"
1947,data/images/quantifier/test_1947.png,"['all', 'almost all', 'the smaller part', 'all', 'the smaller part']"
1858,data/images/quantifier/test_1858.png,"['some', 'almost all', 'the smaller part', 'some', 'almost all']"
1965,data/images/quantifier/test_1965.png,"['some', 'all', 'few', 'all', 'some']"
2893,data/images/quantifier/test_2893.png,"['many', 'all', 'many', 'many', 'almost all']"
2892,data/images/quantifier/test_2892.png,"['most', 'almost all', 'many', 'many', 'many']"
2945,data/images/quantifier/test_2945.png,"['all', 'all', 'most', 'some', 'all']"
2883,data/images/quantifier/test_2883.png,"['few', 'few', 'almost all', 'many', 'almost all']"
2985,data/images/quantifier/test_2985.png,"['some', 'some', 'most', 'some', 'almost all']"
2817,data/images/quantifier/test_2817.png,"['almost all', 'almost all', 'many', 'many', 'almost all']"
3139,data/images/quantifier/test_3139.png,"['many', 'many', 'almost all', 'almost all', 'almost all']"
3145,data/images/quantifier/test_3145.png,"['all', 'many', 'many', 'all', 'all']"
3157,data/images/quantifier/test_3157.png,"['many', 'all', 'almost all', 'most', 'all']"
3184,data/images/quantifier/test_3184.png,"['many', 'some', 'many', 'some', 'some']"
3110,data/images/quantifier/test_3110.png,"['many', 'most', 'most', 'all', 'many']"
3004,data/images/quantifier/test_3004.png,"['all', 'the smaller part', 'almost all', 'almost all', 'almost all']"
3310,data/images/quantifier/test_3310.png,"['many', 'all', 'all', 'almost all', 'all']"
3327,data/images/quantifier/test_3327.png,"['all', 'many', 'almost all', 'the smaller part', 'all']"
3249,data/images/quantifier/test_3249.png,"['many', 'almost all', 'many', 'many', 'all']"
3348,data/images/quantifier/test_3348.png,"['most', 'the smaller part', 'many', 'most', 'most']"
3353,data/images/quantifier/test_3353.png,"['many', 'many', 'almost all', 'many', 'many']"
3268,data/images/quantifier/test_3268.png,"['many', 'some', 'many', 'almost all', 'almost all']"
