index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'almost none', 'all', 'none', 'all']"
15,data/images/quantifier/test_15.png,"['almost none', 'none', 'none', 'none', 'none']"
30,data/images/quantifier/test_30.png,"['none', 'none', 'almost none', 'the smaller part', 'almost none']"
158,data/images/quantifier/test_158.png,"['none', 'none', 'almost none', 'almost none', 'none']"
128,data/images/quantifier/test_128.png,"['almost none', 'almost none', 'almost all', 'almost none', 'almost none']"
115,data/images/quantifier/test_115.png,"['none', 'none', 'almost none', 'none', 'all']"
1776,data/images/quantifier/test_1776.png,"['most', 'many', 'many', 'many', 'many']"
1633,data/images/quantifier/test_1633.png,"['none', 'the smaller part', 'few', 'the smaller part', 'the smaller part']"
1721,data/images/quantifier/test_1721.png,"['the smaller part', 'many', 'all', 'almost all', 'some']"
1780,data/images/quantifier/test_1780.png,"['all', 'none', 'almost all', 'few', 'some']"
1702,data/images/quantifier/test_1702.png,"['some', 'almost all', 'almost all', 'all', 'many']"
1735,data/images/quantifier/test_1735.png,"['few', 'almost none', 'almost none', 'all', 'all']"
1160,data/images/quantifier/test_1160.png,"['many', 'most', 'few', 'some', 'many']"
1014,data/images/quantifier/test_1014.png,"['none', 'almost all', 'almost all', 'many', 'many']"
1109,data/images/quantifier/test_1109.png,"['some', 'most', 'the smaller part', 'the smaller part', 'most']"
1019,data/images/quantifier/test_1019.png,"['all', 'most', 'almost none', 'some', 'many']"
1122,data/images/quantifier/test_1122.png,"['all', 'almost all', 'none', 'many', 'almost all']"
1166,data/images/quantifier/test_1166.png,"['almost all', 'some', 'some', 'none', 'some']"
938,data/images/quantifier/test_938.png,"['most', 'most', 'many', 'some', 'the smaller part']"
870,data/images/quantifier/test_870.png,"['many', 'some', 'none', 'all', 'some']"
863,data/images/quantifier/test_863.png,"['many', 'none', 'almost none', 'almost all', 'some']"
934,data/images/quantifier/test_934.png,"['almost all', 'most', 'none', 'the smaller part', 'almost all']"
866,data/images/quantifier/test_866.png,"['none', 'none', 'some', 'the smaller part', 'almost all']"
932,data/images/quantifier/test_932.png,"['some', 'most', 'some', 'almost all', 'all']"
711,data/images/quantifier/test_711.png,"['almost all', 'none', 'almost all', 'none', 'few']"
780,data/images/quantifier/test_780.png,"['all', 'none', 'the smaller part', 'almost none', 'none']"
793,data/images/quantifier/test_793.png,"['few', 'few', 'almost none', 'some', 'almost all']"
615,data/images/quantifier/test_615.png,"['the smaller part', 'many', 'the smaller part', 'some', 'almost none']"
737,data/images/quantifier/test_737.png,"['almost all', 'some', 'none', 'some', 'none']"
758,data/images/quantifier/test_758.png,"['some', 'most', 'almost all', 'many', 'many']"
474,data/images/quantifier/test_474.png,"['none', 'the smaller part', 'most', 'few', 'almost none']"
558,data/images/quantifier/test_558.png,"['almost none', 'none', 'some', 'few', 'few']"
512,data/images/quantifier/test_512.png,"['some', 'some', 'few', 'none', 'none']"
487,data/images/quantifier/test_487.png,"['almost none', 'all', 'almost none', 'almost none', 'almost none']"
507,data/images/quantifier/test_507.png,"['almost none', 'almost none', 'some', 'none', 'some']"
492,data/images/quantifier/test_492.png,"['some', 'almost none', 'some', 'some', 'many']"
212,data/images/quantifier/test_212.png,"['all', 'almost none', 'almost none', 'none', 'all']"
260,data/images/quantifier/test_260.png,"['many', 'most', 'the smaller part', 'many', 'most']"
326,data/images/quantifier/test_326.png,"['some', 'some', 'some', 'almost all', 'most']"
384,data/images/quantifier/test_384.png,"['none', 'none', 'almost none', 'none', 'none']"
303,data/images/quantifier/test_303.png,"['few', 'almost all', 'many', 'almost none', 'many']"
394,data/images/quantifier/test_394.png,"['some', 'almost none', 'none', 'none', 'few']"
2211,data/images/quantifier/test_2211.png,"['the smaller part', 'almost all', 'all', 'some', 'almost all']"
2229,data/images/quantifier/test_2229.png,"['some', 'almost all', 'almost all', 'some', 'some']"
2301,data/images/quantifier/test_2301.png,"['the smaller part', 'all', 'most', 'almost all', 'all']"
2243,data/images/quantifier/test_2243.png,"['almost all', 'almost all', 'many', 'many', 'almost all']"
2290,data/images/quantifier/test_2290.png,"['many', 'some', 'almost all', 'most', 'almost all']"
2201,data/images/quantifier/test_2201.png,"['some', 'all', 'almost all', 'almost all', 'many']"
1255,data/images/quantifier/test_1255.png,"['some', 'the smaller part', 'some', 'almost all', 'most']"
1341,data/images/quantifier/test_1341.png,"['some', 'some', 'the smaller part', 'almost none', 'none']"
1294,data/images/quantifier/test_1294.png,"['most', 'few', 'almost all', 'all', 'almost all']"
1204,data/images/quantifier/test_1204.png,"['almost all', 'many', 'most', 'almost all', 'few']"
1272,data/images/quantifier/test_1272.png,"['the smaller part', 'almost all', 'some', 'few', 'almost all']"
1302,data/images/quantifier/test_1302.png,"['few', 'none', 'none', 'most', 'the smaller part']"
2515,data/images/quantifier/test_2515.png,"['almost all', 'some', 'almost all', 'many', 'many']"
2557,data/images/quantifier/test_2557.png,"['the smaller part', 'few', 'few', 'some', 'some']"
2592,data/images/quantifier/test_2592.png,"['almost all', 'most', 'almost all', 'almost all', 'all']"
2567,data/images/quantifier/test_2567.png,"['almost all', 'almost all', 'all', 'none', 'all']"
2487,data/images/quantifier/test_2487.png,"['most', 'almost all', 'the smaller part', 'some', 'many']"
2472,data/images/quantifier/test_2472.png,"['some', 'almost all', 'many', 'the smaller part', 'the smaller part']"
2054,data/images/quantifier/test_2054.png,"['almost all', 'many', 'many', 'all', 'most']"
2111,data/images/quantifier/test_2111.png,"['almost all', 'the smaller part', 'all', 'many', 'the smaller part']"
2019,data/images/quantifier/test_2019.png,"['almost all', 'many', 'many', 'some', 'many']"
2031,data/images/quantifier/test_2031.png,"['the smaller part', 'some', 'all', 'few', 'few']"
2137,data/images/quantifier/test_2137.png,"['almost none', 'almost all', 'almost none', 'all', 'some']"
2135,data/images/quantifier/test_2135.png,"['many', 'many', 'almost all', 'almost all', 'most']"
1486,data/images/quantifier/test_1486.png,"['most', 'some', 'almost all', 'few', 'few']"
1499,data/images/quantifier/test_1499.png,"['many', 'many', 'some', 'none', 'the smaller part']"
1502,data/images/quantifier/test_1502.png,"['almost none', 'many', 'the smaller part', 'most', 'some']"
1554,data/images/quantifier/test_1554.png,"['the smaller part', 'all', 'some', 'almost all', 'most']"
1493,data/images/quantifier/test_1493.png,"['some', 'almost all', 'few', 'almost none', 'many']"
1534,data/images/quantifier/test_1534.png,"['all', 'most', 'many', 'most', 'almost all']"
2658,data/images/quantifier/test_2658.png,"['some', 'many', 'some', 'almost all', 'most']"
2632,data/images/quantifier/test_2632.png,"['few', 'many', 'almost all', 'many', 'almost all']"
2789,data/images/quantifier/test_2789.png,"['almost all', 'most', 'many', 'most', 'many']"
2655,data/images/quantifier/test_2655.png,"['all', 'almost all', 'many', 'all', 'almost all']"
2603,data/images/quantifier/test_2603.png,"['few', 'almost all', 'the smaller part', 'most', 'many']"
2731,data/images/quantifier/test_2731.png,"['almost all', 'many', 'most', 'many', 'many']"
1982,data/images/quantifier/test_1982.png,"['almost none', 'some', 'almost all', 'some', 'many']"
1878,data/images/quantifier/test_1878.png,"['almost all', 'almost none', 'most', 'many', 'many']"
1912,data/images/quantifier/test_1912.png,"['some', 'some', 'some', 'none', 'some']"
1947,data/images/quantifier/test_1947.png,"['almost all', 'most', 'some', 'some', 'many']"
1858,data/images/quantifier/test_1858.png,"['some', 'some', 'all', 'none', 'few']"
1965,data/images/quantifier/test_1965.png,"['few', 'some', 'many', 'almost all', 'almost all']"
2893,data/images/quantifier/test_2893.png,"['most', 'some', 'many', 'some', 'many']"
2892,data/images/quantifier/test_2892.png,"['many', 'all', 'many', 'almost none', 'all']"
2945,data/images/quantifier/test_2945.png,"['almost all', 'many', 'many', 'many', 'all']"
2883,data/images/quantifier/test_2883.png,"['all', 'almost all', 'almost all', 'all', 'almost all']"
2985,data/images/quantifier/test_2985.png,"['some', 'some', 'all', 'none', 'some']"
2817,data/images/quantifier/test_2817.png,"['many', 'all', 'many', 'many', 'many']"
3139,data/images/quantifier/test_3139.png,"['many', 'many', 'many', 'almost all', 'almost all']"
3145,data/images/quantifier/test_3145.png,"['many', 'almost all', 'many', 'many', 'most']"
3157,data/images/quantifier/test_3157.png,"['many', 'almost all', 'almost all', 'almost all', 'some']"
3184,data/images/quantifier/test_3184.png,"['many', 'many', 'many', 'almost all', 'almost all']"
3110,data/images/quantifier/test_3110.png,"['many', 'most', 'almost all', 'many', 'all']"
3004,data/images/quantifier/test_3004.png,"['few', 'many', 'many', 'many', 'many']"
3310,data/images/quantifier/test_3310.png,"['almost all', 'the smaller part', 'many', 'almost all', 'almost all']"
3327,data/images/quantifier/test_3327.png,"['many', 'many', 'some', 'many', 'some']"
3249,data/images/quantifier/test_3249.png,"['most', 'almost all', 'almost all', 'most', 'many']"
3348,data/images/quantifier/test_3348.png,"['almost all', 'some', 'almost none', 'most', 'the smaller part']"
3353,data/images/quantifier/test_3353.png,"['many', 'almost all', 'many', 'all', 'all']"
3268,data/images/quantifier/test_3268.png,"['many', 'most', 'most', 'almost all', 'all']"
