index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['almost all', 'none', 'none', 'almost none', 'almost none']"
15,data/images/quantifier/test_15.png,"['almost none', 'none', 'almost none', 'almost none', 'none']"
30,data/images/quantifier/test_30.png,"['none', 'none', 'none', 'most', 'none']"
158,data/images/quantifier/test_158.png,"['none', 'some', 'none', 'none', 'none']"
128,data/images/quantifier/test_128.png,"['none', 'none', 'almost none', 'none', 'none']"
115,data/images/quantifier/test_115.png,"['none', 'none', 'almost none', 'none', 'most']"
1776,data/images/quantifier/test_1776.png,"['most', 'many', 'many', 'almost all', 'almost all']"
1633,data/images/quantifier/test_1633.png,"['the smaller part', 'some', 'the smaller part', 'almost all', 'the smaller part']"
1721,data/images/quantifier/test_1721.png,"['many', 'all', 'some', 'all', 'some']"
1780,data/images/quantifier/test_1780.png,"['some', 'many', 'many', 'almost all', 'many']"
1702,data/images/quantifier/test_1702.png,"['many', 'almost all', 'all', 'some', 'all']"
1735,data/images/quantifier/test_1735.png,"['all', 'the smaller part', 'most', 'almost none', 'the smaller part']"
1160,data/images/quantifier/test_1160.png,"['most', 'many', 'none', 'some', 'almost none']"
1014,data/images/quantifier/test_1014.png,"['almost all', 'almost all', 'almost all', 'some', 'the smaller part']"
1109,data/images/quantifier/test_1109.png,"['all', 'many', 'many', 'some', 'most']"
1019,data/images/quantifier/test_1019.png,"['many', 'many', 'almost all', 'all', 'almost none']"
1122,data/images/quantifier/test_1122.png,"['all', 'many', 'many', 'all', 'some']"
1166,data/images/quantifier/test_1166.png,"['some', 'none', 'few', 'none', 'none']"
938,data/images/quantifier/test_938.png,"['the smaller part', 'some', 'some', 'some', 'some']"
870,data/images/quantifier/test_870.png,"['all', 'most', 'most', 'none', 'none']"
863,data/images/quantifier/test_863.png,"['some', 'almost none', 'the smaller part', 'some', 'all']"
934,data/images/quantifier/test_934.png,"['the smaller part', 'the smaller part', 'almost none', 'none', 'most']"
866,data/images/quantifier/test_866.png,"['few', 'almost all', 'some', 'many', 'some']"
932,data/images/quantifier/test_932.png,"['almost none', 'almost all', 'almost none', 'some', 'some']"
711,data/images/quantifier/test_711.png,"['some', 'few', 'all', 'none', 'the smaller part']"
780,data/images/quantifier/test_780.png,"['many', 'most', 'some', 'almost none', 'almost none']"
793,data/images/quantifier/test_793.png,"['some', 'many', 'some', 'almost none', 'none']"
615,data/images/quantifier/test_615.png,"['almost none', 'many', 'some', 'most', 'almost none']"
737,data/images/quantifier/test_737.png,"['none', 'most', 'many', 'the smaller part', 'few']"
758,data/images/quantifier/test_758.png,"['many', 'few', 'many', 'few', 'almost all']"
474,data/images/quantifier/test_474.png,"['some', 'some', 'few', 'few', 'most']"
558,data/images/quantifier/test_558.png,"['none', 'few', 'none', 'some', 'none']"
512,data/images/quantifier/test_512.png,"['almost none', 'the smaller part', 'the smaller part', 'none', 'some']"
487,data/images/quantifier/test_487.png,"['all', 'few', 'all', 'few', 'few']"
507,data/images/quantifier/test_507.png,"['some', 'almost all', 'few', 'almost all', 'none']"
492,data/images/quantifier/test_492.png,"['many', 'many', 'some', 'all', 'most']"
212,data/images/quantifier/test_212.png,"['few', 'almost none', 'none', 'none', 'few']"
