index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'some', 'none', 'almost none', 'none']"
15,data/images/quantifier/test_15.png,"['none', 'none', 'almost none', 'some', 'almost none']"
30,data/images/quantifier/test_30.png,"['none', 'few', 'almost none', 'none', 'almost none']"
158,data/images/quantifier/test_158.png,"['none', 'almost none', 'none', 'none', 'none']"
128,data/images/quantifier/test_128.png,"['none', 'none', 'none', 'almost none', 'none']"
115,data/images/quantifier/test_115.png,"['some', 'none', 'none', 'none', 'none']"
1776,data/images/quantifier/test_1776.png,"['many', 'almost all', 'many', 'few', 'many']"
1633,data/images/quantifier/test_1633.png,"['few', 'the smaller part', 'few', 'some', 'all']"
1721,data/images/quantifier/test_1721.png,"['few', 'almost all', 'many', 'almost none', 'many']"
1780,data/images/quantifier/test_1780.png,"['most', 'all', 'many', 'many', 'all']"
1702,data/images/quantifier/test_1702.png,"['all', 'some', 'many', 'some', 'all']"
1735,data/images/quantifier/test_1735.png,"['most', 'some', 'the smaller part', 'almost all', 'the smaller part']"
1160,data/images/quantifier/test_1160.png,"['almost all', 'many', 'some', 'few', 'the smaller part']"
1014,data/images/quantifier/test_1014.png,"['the smaller part', 'almost none', 'all', 'many', 'almost all']"
1109,data/images/quantifier/test_1109.png,"['some', 'many', 'many', 'none', 'some']"
1019,data/images/quantifier/test_1019.png,"['few', 'some', 'many', 'none', 'some']"
1122,data/images/quantifier/test_1122.png,"['almost none', 'some', 'none', 'some', 'almost none']"
1166,data/images/quantifier/test_1166.png,"['almost none', 'none', 'none', 'almost all', 'almost none']"
938,data/images/quantifier/test_938.png,"['almost all', 'many', 'some', 'many', 'the smaller part']"
870,data/images/quantifier/test_870.png,"['few', 'almost all', 'some', 'all', 'some']"
863,data/images/quantifier/test_863.png,"['few', 'all', 'almost all', 'many', 'few']"
934,data/images/quantifier/test_934.png,"['most', 'the smaller part', 'almost all', 'almost all', 'none']"
866,data/images/quantifier/test_866.png,"['almost none', 'some', 'some', 'almost all', 'almost all']"
932,data/images/quantifier/test_932.png,"['some', 'almost all', 'none', 'some', 'almost none']"
711,data/images/quantifier/test_711.png,"['most', 'the smaller part', 'almost all', 'many', 'almost none']"
780,data/images/quantifier/test_780.png,"['the smaller part', 'some', 'some', 'almost all', 'almost all']"
793,data/images/quantifier/test_793.png,"['most', 'many', 'almost none', 'almost all', 'all']"
615,data/images/quantifier/test_615.png,"['most', 'almost none', 'few', 'some', 'almost none']"
737,data/images/quantifier/test_737.png,"['some', 'few', 'almost none', 'almost all', 'few']"
758,data/images/quantifier/test_758.png,"['none', 'some', 'all', 'few', 'some']"
474,data/images/quantifier/test_474.png,"['none', 'almost none', 'almost none', 'some', 'the smaller part']"
558,data/images/quantifier/test_558.png,"['none', 'almost none', 'none', 'the smaller part', 'the smaller part']"
512,data/images/quantifier/test_512.png,"['almost none', 'almost none', 'few', 'none', 'almost none']"
487,data/images/quantifier/test_487.png,"['almost all', 'the smaller part', 'none', 'some', 'most']"
