index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['the smaller part', 'none', 'almost none', 'none', 'few']"
15,data/images/quantifier/test_15.png,"['none', 'none', 'almost all', 'none', 'almost none']"
30,data/images/quantifier/test_30.png,"['the smaller part', 'some', 'some', 'none', 'almost all']"
158,data/images/quantifier/test_158.png,"['none', 'almost none', 'some', 'almost none', 'some']"
128,data/images/quantifier/test_128.png,"['almost none', 'none', 'none', 'almost all', 'none']"
115,data/images/quantifier/test_115.png,"['none', 'none', 'some', 'almost none', 'none']"
1776,data/images/quantifier/test_1776.png,"['almost all', 'many', 'almost all', 'many', 'many']"
1633,data/images/quantifier/test_1633.png,"['the smaller part', 'the smaller part', 'the smaller part', 'all', 'some']"
1721,data/images/quantifier/test_1721.png,"['few', 'all', 'almost all', 'many', 'none']"
1780,data/images/quantifier/test_1780.png,"['many', 'many', 'almost none', 'few', 'almost all']"
1702,data/images/quantifier/test_1702.png,"['almost all', 'many', 'many', 'some', 'almost none']"
1735,data/images/quantifier/test_1735.png,"['some', 'almost all', 'some', 'almost all', 'few']"
1160,data/images/quantifier/test_1160.png,"['almost all', 'almost all', 'all', 'many', 'few']"
1014,data/images/quantifier/test_1014.png,"['some', 'many', 'almost all', 'few', 'some']"
1109,data/images/quantifier/test_1109.png,"['none', 'none', 'some', 'some', 'some']"
1019,data/images/quantifier/test_1019.png,"['some', 'none', 'some', 'most', 'many']"
1122,data/images/quantifier/test_1122.png,"['almost all', 'few', 'none', 'almost all', 'almost all']"
1166,data/images/quantifier/test_1166.png,"['many', 'the smaller part', 'some', 'almost all', 'none']"
938,data/images/quantifier/test_938.png,"['almost none', 'none', 'few', 'most', 'many']"
870,data/images/quantifier/test_870.png,"['almost none', 'few', 'some', 'almost none', 'the smaller part']"
863,data/images/quantifier/test_863.png,"['some', 'many', 'few', 'almost all', 'all']"
934,data/images/quantifier/test_934.png,"['none', 'almost all', 'almost all', 'almost all', 'all']"
866,data/images/quantifier/test_866.png,"['some', 'many', 'most', 'many', 'some']"
932,data/images/quantifier/test_932.png,"['some', 'some', 'all', 'few', 'some']"
711,data/images/quantifier/test_711.png,"['all', 'almost all', 'none', 'most', 'none']"
780,data/images/quantifier/test_780.png,"['some', 'few', 'almost all', 'the smaller part', 'none']"
793,data/images/quantifier/test_793.png,"['none', 'the smaller part', 'almost none', 'none', 'some']"
615,data/images/quantifier/test_615.png,"['some', 'most', 'some', 'few', 'some']"
737,data/images/quantifier/test_737.png,"['the smaller part', 'none', 'most', 'none', 'some']"
758,data/images/quantifier/test_758.png,"['almost none', 'the smaller part', 'all', 'almost none', 'the smaller part']"
474,data/images/quantifier/test_474.png,"['none', 'the smaller part', 'all', 'none', 'some']"
558,data/images/quantifier/test_558.png,"['none', 'none', 'some', 'some', 'the smaller part']"
512,data/images/quantifier/test_512.png,"['some', 'some', 'the smaller part', 'all', 'most']"
487,data/images/quantifier/test_487.png,"['some', 'some', 'almost all', 'almost none', 'many']"
507,data/images/quantifier/test_507.png,"['almost all', 'many', 'none', 'almost none', 'the smaller part']"
492,data/images/quantifier/test_492.png,"['almost all', 'many', 'almost all', 'the smaller part', 'some']"
212,data/images/quantifier/test_212.png,"['some', 'almost none', 'some', 'almost none', 'almost all']"
260,data/images/quantifier/test_260.png,"['some', 'many', 'almost all', 'almost all', 'none']"
326,data/images/quantifier/test_326.png,"['some', 'the smaller part', 'almost none', 'almost none', 'none']"
384,data/images/quantifier/test_384.png,"['none', 'none', 'some', 'none', 'almost none']"
303,data/images/quantifier/test_303.png,"['few', 'none', 'almost all', 'most', 'the smaller part']"
394,data/images/quantifier/test_394.png,"['none', 'almost none', 'none', 'many', 'almost none']"
2211,data/images/quantifier/test_2211.png,"['most', 'almost all', 'some', 'some', 'the smaller part']"
2229,data/images/quantifier/test_2229.png,"['many', 'almost all', 'all', 'almost all', 'most']"
2301,data/images/quantifier/test_2301.png,"['none', 'all', 'almost none', 'the smaller part', 'some']"
2243,data/images/quantifier/test_2243.png,"['all', 'almost all', 'many', 'many', 'many']"
2290,data/images/quantifier/test_2290.png,"['almost all', 'almost all', 'almost all', 'many', 'many']"
2201,data/images/quantifier/test_2201.png,"['some', 'many', 'some', 'all', 'almost all']"
1255,data/images/quantifier/test_1255.png,"['almost all', 'many', 'most', 'some', 'few']"
1341,data/images/quantifier/test_1341.png,"['few', 'few', 'almost none', 'few', 'almost all']"
1294,data/images/quantifier/test_1294.png,"['none', 'few', 'most', 'few', 'few']"
1204,data/images/quantifier/test_1204.png,"['all', 'some', 'some', 'almost all', 'almost all']"
1272,data/images/quantifier/test_1272.png,"['some', 'all', 'many', 'almost none', 'many']"
1302,data/images/quantifier/test_1302.png,"['the smaller part', 'the smaller part', 'none', 'the smaller part', 'almost all']"
2515,data/images/quantifier/test_2515.png,"['many', 'almost none', 'all', 'many', 'almost all']"
2557,data/images/quantifier/test_2557.png,"['the smaller part', 'some', 'few', 'some', 'some']"
2592,data/images/quantifier/test_2592.png,"['some', 'none', 'none', 'all', 'all']"
2567,data/images/quantifier/test_2567.png,"['almost all', 'almost all', 'many', 'some', 'all']"
2487,data/images/quantifier/test_2487.png,"['almost all', 'most', 'some', 'some', 'some']"
2472,data/images/quantifier/test_2472.png,"['almost none', 'almost all', 'some', 'all', 'most']"
2054,data/images/quantifier/test_2054.png,"['almost all', 'almost all', 'many', 'many', 'many']"
2111,data/images/quantifier/test_2111.png,"['many', 'the smaller part', 'almost all', 'almost all', 'many']"
2019,data/images/quantifier/test_2019.png,"['almost all', 'many', 'many', 'many', 'all']"
2031,data/images/quantifier/test_2031.png,"['almost all', 'almost all', 'almost none', 'many', 'some']"
2137,data/images/quantifier/test_2137.png,"['most', 'almost all', 'almost all', 'all', 'almost all']"
2135,data/images/quantifier/test_2135.png,"['many', 'almost all', 'the smaller part', 'many', 'almost all']"
1486,data/images/quantifier/test_1486.png,"['all', 'the smaller part', 'some', 'some', 'the smaller part']"
1499,data/images/quantifier/test_1499.png,"['the smaller part', 'none', 'some', 'most', 'some']"
1502,data/images/quantifier/test_1502.png,"['some', 'almost all', 'some', 'all', 'almost all']"
1554,data/images/quantifier/test_1554.png,"['none', 'many', 'almost none', 'few', 'few']"
1493,data/images/quantifier/test_1493.png,"['almost none', 'almost all', 'almost all', 'none', 'none']"
1534,data/images/quantifier/test_1534.png,"['almost all', 'almost none', 'almost none', 'almost none', 'the smaller part']"
2658,data/images/quantifier/test_2658.png,"['some', 'few', 'many', 'many', 'almost all']"
2632,data/images/quantifier/test_2632.png,"['almost all', 'almost all', 'many', 'the smaller part', 'many']"
2789,data/images/quantifier/test_2789.png,"['some', 'some', 'almost all', 'all', 'some']"
2655,data/images/quantifier/test_2655.png,"['almost all', 'many', 'most', 'most', 'many']"
2603,data/images/quantifier/test_2603.png,"['some', 'some', 'almost all', 'almost all', 'many']"
2731,data/images/quantifier/test_2731.png,"['many', 'almost all', 'the smaller part', 'almost all', 'most']"
1982,data/images/quantifier/test_1982.png,"['few', 'many', 'some', 'almost none', 'almost all']"
1878,data/images/quantifier/test_1878.png,"['many', 'almost all', 'many', 'some', 'many']"
1912,data/images/quantifier/test_1912.png,"['the smaller part', 'some', 'almost all', 'all', 'some']"
1947,data/images/quantifier/test_1947.png,"['most', 'some', 'none', 'some', 'many']"
1858,data/images/quantifier/test_1858.png,"['almost all', 'most', 'some', 'the smaller part', 'all']"
1965,data/images/quantifier/test_1965.png,"['many', 'all', 'almost all', 'all', 'most']"
2893,data/images/quantifier/test_2893.png,"['many', 'all', 'many', 'almost none', 'all']"
2892,data/images/quantifier/test_2892.png,"['almost none', 'all', 'all', 'some', 'almost all']"
2945,data/images/quantifier/test_2945.png,"['most', 'some', 'almost all', 'all', 'few']"
2883,data/images/quantifier/test_2883.png,"['almost none', 'almost all', 'some', 'almost all', 'almost all']"
2985,data/images/quantifier/test_2985.png,"['all', 'most', 'all', 'almost all', 'almost all']"
2817,data/images/quantifier/test_2817.png,"['many', 'all', 'the smaller part', 'almost all', 'many']"
3139,data/images/quantifier/test_3139.png,"['some', 'almost all', 'almost all', 'none', 'many']"
3145,data/images/quantifier/test_3145.png,"['many', 'almost all', 'many', 'almost all', 'all']"
3157,data/images/quantifier/test_3157.png,"['some', 'many', 'many', 'almost all', 'almost all']"
3184,data/images/quantifier/test_3184.png,"['almost all', 'some', 'almost all', 'many', 'almost all']"
3110,data/images/quantifier/test_3110.png,"['almost all', 'all', 'some', 'many', 'many']"
3004,data/images/quantifier/test_3004.png,"['many', 'most', 'most', 'many', 'many']"
3310,data/images/quantifier/test_3310.png,"['few', 'most', 'all', 'many', 'some']"
3327,data/images/quantifier/test_3327.png,"['almost all', 'many', 'many', 'the smaller part', 'many']"
3249,data/images/quantifier/test_3249.png,"['many', 'many', 'many', 'almost all', 'all']"
3348,data/images/quantifier/test_3348.png,"['most', 'most', 'all', 'all', 'some']"
3353,data/images/quantifier/test_3353.png,"['most', 'most', 'many', 'many', 'many']"
3268,data/images/quantifier/test_3268.png,"['all', 'many', 'almost all', 'many', 'some']"
