index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['none', 'none', 'all', 'few', 'almost none']"
15,data/images/quantifier/test_15.png,"['almost none', 'none', 'almost none', 'almost none', 'almost none']"
30,data/images/quantifier/test_30.png,"['almost none', 'almost none', 'none', 'none', 'almost none']"
158,data/images/quantifier/test_158.png,"['some', 'none', 'none', 'almost none', 'none']"
128,data/images/quantifier/test_128.png,"['almost none', 'almost none', 'none', 'none', 'none']"
115,data/images/quantifier/test_115.png,"['none', 'none', 'the smaller part', 'none', 'almost none']"
1776,data/images/quantifier/test_1776.png,"['many', 'many', 'some', 'many', 'some']"
1633,data/images/quantifier/test_1633.png,"['most', 'few', 'most', 'most', 'few']"
1721,data/images/quantifier/test_1721.png,"['some', 'some', 'almost none', 'almost all', 'some']"
1780,data/images/quantifier/test_1780.png,"['many', 'many', 'all', 'almost none', 'many']"
1702,data/images/quantifier/test_1702.png,"['all', 'some', 'many', 'none', 'almost all']"
1735,data/images/quantifier/test_1735.png,"['none', 'the smaller part', 'the smaller part', 'the smaller part', 'almost all']"
1160,data/images/quantifier/test_1160.png,"['almost all', 'most', 'the smaller part', 'all', 'few']"
1014,data/images/quantifier/test_1014.png,"['few', 'all', 'some', 'most', 'almost all']"
1109,data/images/quantifier/test_1109.png,"['none', 'almost all', 'many', 'some', 'some']"
1019,data/images/quantifier/test_1019.png,"['almost all', 'many', 'few', 'some', 'some']"
1122,data/images/quantifier/test_1122.png,"['some', 'some', 'few', 'many', 'many']"
1166,data/images/quantifier/test_1166.png,"['none', 'almost none', 'some', 'almost all', 'the smaller part']"
938,data/images/quantifier/test_938.png,"['most', 'few', 'many', 'many', 'almost none']"
870,data/images/quantifier/test_870.png,"['all', 'the smaller part', 'the smaller part', 'none', 'some']"
863,data/images/quantifier/test_863.png,"['some', 'none', 'almost none', 'some', 'almost all']"
934,data/images/quantifier/test_934.png,"['none', 'few', 'almost none', 'almost none', 'most']"
866,data/images/quantifier/test_866.png,"['none', 'none', 'many', 'some', 'the smaller part']"
932,data/images/quantifier/test_932.png,"['the smaller part', 'some', 'none', 'some', 'some']"
711,data/images/quantifier/test_711.png,"['the smaller part', 'most', 'none', 'some', 'none']"
780,data/images/quantifier/test_780.png,"['all', 'many', 'almost all', 'none', 'few']"
793,data/images/quantifier/test_793.png,"['almost none', 'many', 'almost none', 'most', 'some']"
615,data/images/quantifier/test_615.png,"['many', 'the smaller part', 'many', 'almost all', 'the smaller part']"
737,data/images/quantifier/test_737.png,"['some', 'none', 'almost none', 'few', 'some']"
758,data/images/quantifier/test_758.png,"['some', 'the smaller part', 'almost all', 'some', 'many']"
474,data/images/quantifier/test_474.png,"['few', 'most', 'some', 'none', 'none']"
558,data/images/quantifier/test_558.png,"['few', 'almost none', 'almost all', 'some', 'none']"
512,data/images/quantifier/test_512.png,"['almost none', 'almost none', 'some', 'many', 'almost none']"
487,data/images/quantifier/test_487.png,"['almost none', 'none', 'some', 'the smaller part', 'almost none']"
507,data/images/quantifier/test_507.png,"['some', 'some', 'many', 'some', 'none']"
492,data/images/quantifier/test_492.png,"['none', 'the smaller part', 'many', 'many', 'almost none']"
212,data/images/quantifier/test_212.png,"['some', 'almost all', 'some', 'some', 'all']"
260,data/images/quantifier/test_260.png,"['some', 'almost none', 'the smaller part', 'few', 'few']"
326,data/images/quantifier/test_326.png,"['some', 'some', 'the smaller part', 'almost none', 'all']"
384,data/images/quantifier/test_384.png,"['the smaller part', 'almost none', 'none', 'none', 'almost none']"
303,data/images/quantifier/test_303.png,"['many', 'almost all', 'few', 'almost none', 'almost all']"
394,data/images/quantifier/test_394.png,"['some', 'almost none', 'the smaller part', 'few', 'none']"
2211,data/images/quantifier/test_2211.png,"['almost all', 'almost all', 'few', 'many', 'many']"
2229,data/images/quantifier/test_2229.png,"['the smaller part', 'almost all', 'most', 'many', 'all']"
2301,data/images/quantifier/test_2301.png,"['some', 'many', 'the smaller part', 'all', 'some']"
2243,data/images/quantifier/test_2243.png,"['many', 'most', 'most', 'many', 'many']"
2290,data/images/quantifier/test_2290.png,"['almost none', 'almost all', 'many', 'many', 'almost all']"
2201,data/images/quantifier/test_2201.png,"['almost none', 'some', 'almost none', 'almost all', 'many']"
1255,data/images/quantifier/test_1255.png,"['almost all', 'some', 'many', 'all', 'almost all']"
1341,data/images/quantifier/test_1341.png,"['the smaller part', 'most', 'almost all', 'all', 'some']"
1294,data/images/quantifier/test_1294.png,"['few', 'none', 'some', 'the smaller part', 'some']"
1204,data/images/quantifier/test_1204.png,"['almost all', 'many', 'many', 'almost all', 'some']"
1272,data/images/quantifier/test_1272.png,"['many', 'some', 'some', 'many', 'some']"
1302,data/images/quantifier/test_1302.png,"['all', 'almost all', 'some', 'none', 'most']"
2515,data/images/quantifier/test_2515.png,"['almost all', 'many', 'many', 'many', 'many']"
2557,data/images/quantifier/test_2557.png,"['the smaller part', 'all', 'almost none', 'few', 'some']"
2592,data/images/quantifier/test_2592.png,"['almost all', 'all', 'few', 'all', 'all']"
2567,data/images/quantifier/test_2567.png,"['many', 'the smaller part', 'many', 'some', 'many']"
2487,data/images/quantifier/test_2487.png,"['few', 'some', 'many', 'almost all', 'all']"
2472,data/images/quantifier/test_2472.png,"['many', 'few', 'some', 'none', 'all']"
2054,data/images/quantifier/test_2054.png,"['almost all', 'many', 'all', 'many', 'almost all']"
2111,data/images/quantifier/test_2111.png,"['most', 'almost all', 'all', 'almost all', 'almost all']"
2019,data/images/quantifier/test_2019.png,"['many', 'many', 'all', 'many', 'some']"
2031,data/images/quantifier/test_2031.png,"['almost all', 'the smaller part', 'all', 'some', 'some']"
2137,data/images/quantifier/test_2137.png,"['most', 'almost none', 'most', 'some', 'few']"
2135,data/images/quantifier/test_2135.png,"['almost all', 'all', 'some', 'many', 'many']"
1486,data/images/quantifier/test_1486.png,"['some', 'almost none', 'some', 'most', 'the smaller part']"
1499,data/images/quantifier/test_1499.png,"['almost none', 'all', 'few', 'almost all', 'some']"
1502,data/images/quantifier/test_1502.png,"['all', 'most', 'few', 'most', 'some']"
1554,data/images/quantifier/test_1554.png,"['many', 'almost none', 'the smaller part', 'most', 'almost all']"
1493,data/images/quantifier/test_1493.png,"['the smaller part', 'some', 'the smaller part', 'none', 'few']"
1534,data/images/quantifier/test_1534.png,"['almost none', 'few', 'almost all', 'none', 'all']"
2658,data/images/quantifier/test_2658.png,"['most', 'some', 'some', 'few', 'almost all']"
2632,data/images/quantifier/test_2632.png,"['most', 'many', 'all', 'most', 'all']"
2789,data/images/quantifier/test_2789.png,"['many', 'most', 'all', 'many', 'all']"
2655,data/images/quantifier/test_2655.png,"['many', 'many', 'most', 'many', 'many']"
2603,data/images/quantifier/test_2603.png,"['many', 'many', 'most', 'almost all', 'almost all']"
2731,data/images/quantifier/test_2731.png,"['almost all', 'almost none', 'many', 'some', 'many']"
1982,data/images/quantifier/test_1982.png,"['most', 'all', 'almost all', 'some', 'some']"
1878,data/images/quantifier/test_1878.png,"['most', 'some', 'many', 'some', 'almost all']"
1912,data/images/quantifier/test_1912.png,"['almost all', 'most', 'almost all', 'the smaller part', 'all']"
1947,data/images/quantifier/test_1947.png,"['almost all', 'some', 'most', 'all', 'almost all']"
1858,data/images/quantifier/test_1858.png,"['most', 'some', 'some', 'the smaller part', 'many']"
1965,data/images/quantifier/test_1965.png,"['most', 'all', 'all', 'most', 'the smaller part']"
2893,data/images/quantifier/test_2893.png,"['many', 'all', 'many', 'almost all', 'many']"
2892,data/images/quantifier/test_2892.png,"['many', 'almost none', 'almost all', 'almost all', 'almost all']"
2945,data/images/quantifier/test_2945.png,"['almost all', 'few', 'few', 'the smaller part', 'many']"
2883,data/images/quantifier/test_2883.png,"['many', 'some', 'all', 'all', 'all']"
2985,data/images/quantifier/test_2985.png,"['almost none', 'the smaller part', 'the smaller part', 'the smaller part', 'the smaller part']"
2817,data/images/quantifier/test_2817.png,"['many', 'all', 'many', 'many', 'almost all']"
3139,data/images/quantifier/test_3139.png,"['almost all', 'almost all', 'many', 'all', 'many']"
3145,data/images/quantifier/test_3145.png,"['almost all', 'many', 'many', 'many', 'almost all']"
3157,data/images/quantifier/test_3157.png,"['many', 'almost all', 'many', 'most', 'almost all']"
3184,data/images/quantifier/test_3184.png,"['many', 'many', 'some', 'many', 'almost all']"
3110,data/images/quantifier/test_3110.png,"['many', 'most', 'all', 'many', 'many']"
3004,data/images/quantifier/test_3004.png,"['all', 'almost all', 'many', 'many', 'almost none']"
3310,data/images/quantifier/test_3310.png,"['almost all', 'all', 'most', 'many', 'many']"
3327,data/images/quantifier/test_3327.png,"['some', 'many', 'some', 'few', 'many']"
3249,data/images/quantifier/test_3249.png,"['many', 'almost all', 'almost all', 'some', 'many']"
3348,data/images/quantifier/test_3348.png,"['almost all', 'most', 'few', 'most', 'the smaller part']"
3353,data/images/quantifier/test_3353.png,"['most', 'some', 'almost all', 'many', 'almost all']"
3268,data/images/quantifier/test_3268.png,"['many', 'almost all', 'many', 'most', 'most']"
