index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['none', 'none', 'most', 'none', 'the smaller part']"
15,data/images/quantifier/test_15.png,"['none', 'none', 'none', 'none', 'none']"
30,data/images/quantifier/test_30.png,"['none', 'none', 'none', 'none', 'the smaller part']"
158,data/images/quantifier/test_158.png,"['almost none', 'almost none', 'none', 'none', 'none']"
128,data/images/quantifier/test_128.png,"['almost none', 'all', 'none', 'none', 'some']"
115,data/images/quantifier/test_115.png,"['none', 'none', 'some', 'almost none', 'none']"
1776,data/images/quantifier/test_1776.png,"['none', 'many', 'many', 'almost all', 'many']"
1633,data/images/quantifier/test_1633.png,"['some', 'many', 'almost none', 'few', 'none']"
1721,data/images/quantifier/test_1721.png,"['most', 'almost all', 'some', 'few', 'most']"
1780,data/images/quantifier/test_1780.png,"['almost all', 'many', 'almost all', 'almost all', 'most']"
1702,data/images/quantifier/test_1702.png,"['many', 'most', 'almost none', 'many', 'many']"
1735,data/images/quantifier/test_1735.png,"['many', 'almost none', 'the smaller part', 'almost all', 'the smaller part']"
1160,data/images/quantifier/test_1160.png,"['most', 'almost all', 'some', 'almost all', 'most']"
1014,data/images/quantifier/test_1014.png,"['the smaller part', 'almost all', 'the smaller part', 'none', 'almost all']"
1109,data/images/quantifier/test_1109.png,"['many', 'some', 'all', 'some', 'the smaller part']"
1019,data/images/quantifier/test_1019.png,"['many', 'all', 'the smaller part', 'almost all', 'almost all']"
1122,data/images/quantifier/test_1122.png,"['most', 'none', 'all', 'some', 'the smaller part']"
1166,data/images/quantifier/test_1166.png,"['all', 'the smaller part', 'the smaller part', 'all', 'all']"
938,data/images/quantifier/test_938.png,"['almost all', 'almost all', 'almost none', 'many', 'all']"
870,data/images/quantifier/test_870.png,"['almost all', 'none', 'almost none', 'none', 'most']"
863,data/images/quantifier/test_863.png,"['almost all', 'the smaller part', 'none', 'few', 'none']"
934,data/images/quantifier/test_934.png,"['many', 'some', 'some', 'some', 'all']"
866,data/images/quantifier/test_866.png,"['the smaller part', 'most', 'none', 'some', 'some']"
932,data/images/quantifier/test_932.png,"['many', 'most', 'almost all', 'some', 'most']"
711,data/images/quantifier/test_711.png,"['few', 'none', 'none', 'some', 'the smaller part']"
780,data/images/quantifier/test_780.png,"['some', 'almost all', 'none', 'most', 'some']"
793,data/images/quantifier/test_793.png,"['few', 'few', 'many', 'some', 'many']"
615,data/images/quantifier/test_615.png,"['many', 'most', 'few', 'many', 'most']"
737,data/images/quantifier/test_737.png,"['almost all', 'almost none', 'none', 'almost none', 'the smaller part']"
758,data/images/quantifier/test_758.png,"['all', 'many', 'almost all', 'most', 'almost all']"
474,data/images/quantifier/test_474.png,"['none', 'almost all', 'none', 'none', 'none']"
558,data/images/quantifier/test_558.png,"['few', 'none', 'none', 'most', 'none']"
512,data/images/quantifier/test_512.png,"['some', 'some', 'some', 'some', 'almost none']"
487,data/images/quantifier/test_487.png,"['almost all', 'the smaller part', 'none', 'few', 'none']"
507,data/images/quantifier/test_507.png,"['almost none', 'none', 'almost none', 'none', 'few']"
492,data/images/quantifier/test_492.png,"['many', 'almost all', 'many', 'almost all', 'none']"
212,data/images/quantifier/test_212.png,"['many', 'some', 'all', 'the smaller part', 'none']"
260,data/images/quantifier/test_260.png,"['some', 'most', 'almost none', 'most', 'the smaller part']"
326,data/images/quantifier/test_326.png,"['many', 'some', 'none', 'almost none', 'some']"
384,data/images/quantifier/test_384.png,"['almost none', 'the smaller part', 'none', 'none', 'none']"
303,data/images/quantifier/test_303.png,"['few', 'almost all', 'the smaller part', 'some', 'some']"
394,data/images/quantifier/test_394.png,"['none', 'some', 'none', 'almost all', 'few']"
2211,data/images/quantifier/test_2211.png,"['few', 'some', 'almost all', 'most', 'few']"
2229,data/images/quantifier/test_2229.png,"['many', 'many', 'some', 'almost all', 'some']"
2301,data/images/quantifier/test_2301.png,"['few', 'some', 'few', 'some', 'some']"
2243,data/images/quantifier/test_2243.png,"['most', 'few', 'almost all', 'almost all', 'many']"
2290,data/images/quantifier/test_2290.png,"['all', 'the smaller part', 'all', 'none', 'most']"
2201,data/images/quantifier/test_2201.png,"['many', 'all', 'almost all', 'some', 'almost all']"
1255,data/images/quantifier/test_1255.png,"['some', 'most', 'the smaller part', 'almost all', 'most']"
1341,data/images/quantifier/test_1341.png,"['the smaller part', 'all', 'many', 'almost none', 'few']"
1294,data/images/quantifier/test_1294.png,"['the smaller part', 'almost all', 'few', 'some', 'all']"
1204,data/images/quantifier/test_1204.png,"['most', 'almost all', 'almost all', 'most', 'many']"
1272,data/images/quantifier/test_1272.png,"['few', 'all', 'almost all', 'almost all', 'almost all']"
1302,data/images/quantifier/test_1302.png,"['few', 'some', 'some', 'some', 'few']"
2515,data/images/quantifier/test_2515.png,"['almost all', 'most', 'few', 'almost all', 'many']"
2557,data/images/quantifier/test_2557.png,"['few', 'almost none', 'many', 'some', 'all']"
2592,data/images/quantifier/test_2592.png,"['some', 'almost none', 'few', 'some', 'all']"
2567,data/images/quantifier/test_2567.png,"['some', 'some', 'few', 'most', 'almost all']"
2487,data/images/quantifier/test_2487.png,"['many', 'some', 'many', 'the smaller part', 'all']"
2472,data/images/quantifier/test_2472.png,"['almost all', 'many', 'almost all', 'many', 'almost all']"
2054,data/images/quantifier/test_2054.png,"['almost all', 'almost all', 'almost all', 'almost all', 'most']"
2111,data/images/quantifier/test_2111.png,"['almost none', 'many', 'almost all', 'all', 'some']"
2019,data/images/quantifier/test_2019.png,"['all', 'most', 'many', 'all', 'many']"
2031,data/images/quantifier/test_2031.png,"['many', 'some', 'most', 'some', 'most']"
2137,data/images/quantifier/test_2137.png,"['all', 'almost none', 'most', 'almost all', 'many']"
2135,data/images/quantifier/test_2135.png,"['many', 'many', 'many', 'all', 'all']"
1486,data/images/quantifier/test_1486.png,"['all', 'all', 'almost none', 'all', 'almost all']"
1499,data/images/quantifier/test_1499.png,"['almost none', 'almost all', 'most', 'almost none', 'almost all']"
1502,data/images/quantifier/test_1502.png,"['the smaller part', 'many', 'all', 'all', 'many']"
1554,data/images/quantifier/test_1554.png,"['almost all', 'most', 'many', 'some', 'all']"
1493,data/images/quantifier/test_1493.png,"['few', 'some', 'few', 'some', 'many']"
1534,data/images/quantifier/test_1534.png,"['few', 'most', 'none', 'almost none', 'few']"
2658,data/images/quantifier/test_2658.png,"['some', 'all', 'some', 'many', 'almost all']"
2632,data/images/quantifier/test_2632.png,"['almost all', 'many', 'almost all', 'all', 'almost all']"
2789,data/images/quantifier/test_2789.png,"['many', 'almost all', 'almost all', 'all', 'almost all']"
2655,data/images/quantifier/test_2655.png,"['almost all', 'many', 'many', 'almost all', 'almost all']"
2603,data/images/quantifier/test_2603.png,"['many', 'many', 'almost all', 'most', 'many']"
2731,data/images/quantifier/test_2731.png,"['some', 'many', 'the smaller part', 'some', 'some']"
1982,data/images/quantifier/test_1982.png,"['all', 'few', 'some', 'some', 'many']"
1878,data/images/quantifier/test_1878.png,"['few', 'some', 'the smaller part', 'some', 'most']"
1912,data/images/quantifier/test_1912.png,"['some', 'many', 'none', 'some', 'some']"
1947,data/images/quantifier/test_1947.png,"['none', 'most', 'the smaller part', 'many', 'some']"
1858,data/images/quantifier/test_1858.png,"['most', 'the smaller part', 'almost all', 'almost all', 'almost all']"
1965,data/images/quantifier/test_1965.png,"['few', 'almost all', 'almost all', 'some', 'some']"
2893,data/images/quantifier/test_2893.png,"['all', 'all', 'many', 'most', 'all']"
2892,data/images/quantifier/test_2892.png,"['almost all', 'almost all', 'many', 'many', 'almost all']"
2945,data/images/quantifier/test_2945.png,"['almost all', 'most', 'many', 'all', 'all']"
2883,data/images/quantifier/test_2883.png,"['all', 'many', 'none', 'all', 'some']"
2985,data/images/quantifier/test_2985.png,"['almost none', 'most', 'some', 'many', 'almost all']"
2817,data/images/quantifier/test_2817.png,"['many', 'many', 'most', 'almost all', 'many']"
3139,data/images/quantifier/test_3139.png,"['all', 'many', 'many', 'few', 'many']"
3145,data/images/quantifier/test_3145.png,"['almost all', 'many', 'all', 'almost all', 'most']"
3157,data/images/quantifier/test_3157.png,"['almost all', 'all', 'many', 'all', 'most']"
3184,data/images/quantifier/test_3184.png,"['most', 'most', 'many', 'many', 'some']"
3110,data/images/quantifier/test_3110.png,"['most', 'all', 'almost all', 'many', 'many']"
3004,data/images/quantifier/test_3004.png,"['almost all', 'many', 'most', 'most', 'many']"
3310,data/images/quantifier/test_3310.png,"['all', 'many', 'most', 'some', 'many']"
3327,data/images/quantifier/test_3327.png,"['almost all', 'almost all', 'all', 'some', 'almost all']"
3249,data/images/quantifier/test_3249.png,"['all', 'almost all', 'most', 'many', 'almost all']"
3348,data/images/quantifier/test_3348.png,"['almost all', 'many', 'almost none', 'some', 'almost all']"
3353,data/images/quantifier/test_3353.png,"['almost all', 'many', 'many', 'many', 'many']"
3268,data/images/quantifier/test_3268.png,"['almost all', 'almost all', 'most', 'almost all', 'almost all']"
