index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['almost none', 'almost none', 'none', 'none', 'almost none']"
15,data/images/quantifier/test_15.png,"['many', 'almost none', 'none', 'none', 'almost none']"
30,data/images/quantifier/test_30.png,"['none', 'none', 'some', 'none', 'many']"
158,data/images/quantifier/test_158.png,"['none', 'none', 'none', 'almost none', 'none']"
128,data/images/quantifier/test_128.png,"['most', 'almost none', 'none', 'none', 'almost none']"
115,data/images/quantifier/test_115.png,"['almost none', 'many', 'none', 'almost none', 'almost none']"
1776,data/images/quantifier/test_1776.png,"['many', 'almost all', 'almost none', 'most', 'many']"
1633,data/images/quantifier/test_1633.png,"['the smaller part', 'the smaller part', 'some', 'the smaller part', 'some']"
1721,data/images/quantifier/test_1721.png,"['all', 'many', 'many', 'most', 'almost all']"
1780,data/images/quantifier/test_1780.png,"['few', 'none', 'few', 'many', 'many']"
1702,data/images/quantifier/test_1702.png,"['few', 'the smaller part', 'some', 'many', 'some']"
1735,data/images/quantifier/test_1735.png,"['few', 'few', 'almost all', 'some', 'some']"
1160,data/images/quantifier/test_1160.png,"['almost all', 'few', 'almost all', 'almost all', 'many']"
1014,data/images/quantifier/test_1014.png,"['many', 'almost all', 'many', 'almost none', 'almost all']"
1109,data/images/quantifier/test_1109.png,"['almost all', 'some', 'some', 'almost none', 'few']"
1019,data/images/quantifier/test_1019.png,"['few', 'most', 'almost all', 'almost all', 'some']"
1122,data/images/quantifier/test_1122.png,"['the smaller part', 'some', 'most', 'some', 'the smaller part']"
1166,data/images/quantifier/test_1166.png,"['the smaller part', 'the smaller part', 'almost none', 'almost all', 'some']"
938,data/images/quantifier/test_938.png,"['some', 'some', 'some', 'almost all', 'many']"
870,data/images/quantifier/test_870.png,"['most', 'the smaller part', 'almost all', 'the smaller part', 'almost all']"
863,data/images/quantifier/test_863.png,"['most', 'many', 'almost all', 'none', 'the smaller part']"
934,data/images/quantifier/test_934.png,"['many', 'many', 'almost none', 'most', 'some']"
866,data/images/quantifier/test_866.png,"['some', 'none', 'some', 'the smaller part', 'almost all']"
932,data/images/quantifier/test_932.png,"['none', 'none', 'most', 'many', 'none']"
711,data/images/quantifier/test_711.png,"['some', 'the smaller part', 'none', 'almost none', 'none']"
780,data/images/quantifier/test_780.png,"['most', 'the smaller part', 'none', 'almost all', 'few']"
793,data/images/quantifier/test_793.png,"['most', 'none', 'all', 'none', 'all']"
615,data/images/quantifier/test_615.png,"['some', 'all', 'many', 'some', 'none']"
737,data/images/quantifier/test_737.png,"['few', 'none', 'none', 'none', 'some']"
758,data/images/quantifier/test_758.png,"['some', 'all', 'some', 'almost none', 'almost none']"
