index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'none', 'none', 'none', 'almost all']"
15,data/images/quantifier/test_15.png,"['none', 'none', 'none', 'almost none', 'almost none']"
30,data/images/quantifier/test_30.png,"['none', 'almost none', 'all', 'some', 'none']"
158,data/images/quantifier/test_158.png,"['none', 'none', 'none', 'the smaller part', 'almost none']"
128,data/images/quantifier/test_128.png,"['few', 'few', 'none', 'none', 'few']"
115,data/images/quantifier/test_115.png,"['almost none', 'none', 'some', 'none', 'almost none']"
1776,data/images/quantifier/test_1776.png,"['almost all', 'the smaller part', 'all', 'all', 'almost all']"
1633,data/images/quantifier/test_1633.png,"['all', 'almost none', 'the smaller part', 'the smaller part', 'few']"
1721,data/images/quantifier/test_1721.png,"['some', 'the smaller part', 'many', 'almost all', 'all']"
1780,data/images/quantifier/test_1780.png,"['most', 'almost all', 'the smaller part', 'some', 'some']"
1702,data/images/quantifier/test_1702.png,"['almost all', 'some', 'almost none', 'many', 'almost all']"
1735,data/images/quantifier/test_1735.png,"['some', 'all', 'some', 'some', 'few']"
1160,data/images/quantifier/test_1160.png,"['few', 'many', 'almost all', 'the smaller part', 'the smaller part']"
1014,data/images/quantifier/test_1014.png,"['most', 'almost all', 'some', 'almost all', 'some']"
1109,data/images/quantifier/test_1109.png,"['some', 'some', 'almost none', 'some', 'many']"
1019,data/images/quantifier/test_1019.png,"['almost all', 'some', 'most', 'almost all', 'some']"
1122,data/images/quantifier/test_1122.png,"['some', 'almost all', 'most', 'almost all', 'none']"
1166,data/images/quantifier/test_1166.png,"['none', 'almost none', 'none', 'almost none', 'the smaller part']"
938,data/images/quantifier/test_938.png,"['almost none', 'none', 'the smaller part', 'most', 'some']"
870,data/images/quantifier/test_870.png,"['some', 'some', 'some', 'some', 'all']"
863,data/images/quantifier/test_863.png,"['few', 'all', 'many', 'none', 'almost none']"
934,data/images/quantifier/test_934.png,"['few', 'some', 'the smaller part', 'few', 'most']"
866,data/images/quantifier/test_866.png,"['many', 'few', 'all', 'few', 'many']"
932,data/images/quantifier/test_932.png,"['all', 'all', 'few', 'many', 'none']"
711,data/images/quantifier/test_711.png,"['none', 'almost none', 'many', 'some', 'the smaller part']"
780,data/images/quantifier/test_780.png,"['many', 'almost none', 'many', 'almost all', 'many']"
793,data/images/quantifier/test_793.png,"['many', 'most', 'none', 'almost none', 'some']"
615,data/images/quantifier/test_615.png,"['none', 'almost all', 'some', 'almost all', 'some']"
737,data/images/quantifier/test_737.png,"['none', 'none', 'few', 'none', 'some']"
758,data/images/quantifier/test_758.png,"['few', 'the smaller part', 'many', 'the smaller part', 'almost all']"
474,data/images/quantifier/test_474.png,"['almost none', 'few', 'none', 'the smaller part', 'few']"
558,data/images/quantifier/test_558.png,"['almost none', 'the smaller part', 'few', 'some', 'none']"
512,data/images/quantifier/test_512.png,"['few', 'few', 'almost none', 'none', 'most']"
487,data/images/quantifier/test_487.png,"['none', 'few', 'almost all', 'none', 'the smaller part']"
507,data/images/quantifier/test_507.png,"['none', 'some', 'all', 'the smaller part', 'almost none']"
492,data/images/quantifier/test_492.png,"['many', 'the smaller part', 'almost all', 'some', 'most']"
212,data/images/quantifier/test_212.png,"['almost none', 'some', 'some', 'none', 'none']"
260,data/images/quantifier/test_260.png,"['some', 'many', 'none', 'none', 'few']"
326,data/images/quantifier/test_326.png,"['all', 'the smaller part', 'most', 'none', 'the smaller part']"
384,data/images/quantifier/test_384.png,"['the smaller part', 'some', 'almost none', 'none', 'few']"
303,data/images/quantifier/test_303.png,"['almost none', 'few', 'almost none', 'almost none', 'almost all']"
394,data/images/quantifier/test_394.png,"['some', 'almost none', 'none', 'most', 'none']"
2211,data/images/quantifier/test_2211.png,"['all', 'most', 'almost all', 'most', 'the smaller part']"
2229,data/images/quantifier/test_2229.png,"['many', 'almost all', 'almost all', 'almost none', 'the smaller part']"
2301,data/images/quantifier/test_2301.png,"['few', 'all', 'few', 'all', 'many']"
2243,data/images/quantifier/test_2243.png,"['many', 'many', 'few', 'many', 'almost all']"
2290,data/images/quantifier/test_2290.png,"['none', 'many', 'many', 'most', 'almost all']"
2201,data/images/quantifier/test_2201.png,"['almost all', 'all', 'almost all', 'many', 'few']"
1255,data/images/quantifier/test_1255.png,"['some', 'all', 'some', 'some', 'some']"
1341,data/images/quantifier/test_1341.png,"['all', 'some', 'few', 'some', 'the smaller part']"
1294,data/images/quantifier/test_1294.png,"['the smaller part', 'none', 'the smaller part', 'few', 'all']"
