index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'almost none', 'none', 'none', 'none']"
15,data/images/quantifier/test_15.png,"['none', 'none', 'none', 'none', 'none']"
30,data/images/quantifier/test_30.png,"['almost none', 'none', 'all', 'some', 'almost none']"
158,data/images/quantifier/test_158.png,"['none', 'almost none', 'none', 'none', 'none']"
128,data/images/quantifier/test_128.png,"['none', 'none', 'none', 'almost none', 'some']"
115,data/images/quantifier/test_115.png,"['almost none', 'almost none', 'almost none', 'none', 'none']"
1776,data/images/quantifier/test_1776.png,"['almost all', 'many', 'some', 'many', 'many']"
1633,data/images/quantifier/test_1633.png,"['some', 'few', 'some', 'some', 'few']"
1721,data/images/quantifier/test_1721.png,"['many', 'almost all', 'all', 'many', 'many']"
1702,data/images/quantifier/test_1702.png,"['few', 'many', 'many', 'many', 'none']"
1735,data/images/quantifier/test_1735.png,"['some', 'the smaller part', 'almost none', 'all', 'almost none']"
1160,data/images/quantifier/test_1160.png,"['some', 'almost all', 'few', 'almost none', 'almost none']"
1014,data/images/quantifier/test_1014.png,"['some', 'almost none', 'almost none', 'most', 'many']"
1109,data/images/quantifier/test_1109.png,"['most', 'almost all', 'none', 'almost none', 'some']"
1019,data/images/quantifier/test_1019.png,"['some', 'none', 'almost all', 'some', 'the smaller part']"
1122,data/images/quantifier/test_1122.png,"['some', 'the smaller part', 'almost all', 'many', 'most']"
1166,data/images/quantifier/test_1166.png,"['almost none', 'almost none', 'some', 'the smaller part', 'almost none']"
938,data/images/quantifier/test_938.png,"['many', 'none', 'few', 'almost all', 'many']"
870,data/images/quantifier/test_870.png,"['some', 'some', 'all', 'some', 'most']"
863,data/images/quantifier/test_863.png,"['most', 'almost none', 'almost all', 'almost all', 'few']"
934,data/images/quantifier/test_934.png,"['many', 'some', 'many', 'few', 'almost all']"
866,data/images/quantifier/test_866.png,"['few', 'the smaller part', 'almost none', 'almost none', 'few']"
932,data/images/quantifier/test_932.png,"['almost none', 'none', 'some', 'almost all', 'all']"
711,data/images/quantifier/test_711.png,"['the smaller part', 'almost all', 'many', 'none', 'the smaller part']"
780,data/images/quantifier/test_780.png,"['some', 'many', 'few', 'almost all', 'some']"
793,data/images/quantifier/test_793.png,"['none', 'some', 'almost all', 'most', 'almost none']"
615,data/images/quantifier/test_615.png,"['some', 'few', 'the smaller part', 'all', 'all']"
737,data/images/quantifier/test_737.png,"['the smaller part', 'none', 'almost all', 'some', 'few']"
758,data/images/quantifier/test_758.png,"['some', 'some', 'the smaller part', 'some', 'most']"
474,data/images/quantifier/test_474.png,"['almost none', 'almost none', 'none', 'none', 'none']"
558,data/images/quantifier/test_558.png,"['few', 'some', 'almost none', 'some', 'few']"
512,data/images/quantifier/test_512.png,"['almost all', 'none', 'none', 'none', 'many']"
487,data/images/quantifier/test_487.png,"['most', 'almost none', 'some', 'none', 'almost all']"
507,data/images/quantifier/test_507.png,"['almost none', 'almost none', 'some', 'almost none', 'almost all']"
492,data/images/quantifier/test_492.png,"['some', 'almost all', 'some', 'almost none', 'most']"
212,data/images/quantifier/test_212.png,"['almost all', 'few', 'none', 'none', 'some']"
260,data/images/quantifier/test_260.png,"['some', 'all', 'almost none', 'the smaller part', 'almost none']"
326,data/images/quantifier/test_326.png,"['none', 'almost none', 'none', 'all', 'few']"
384,data/images/quantifier/test_384.png,"['the smaller part', 'none', 'many', 'the smaller part', 'none']"
303,data/images/quantifier/test_303.png,"['most', 'almost none', 'some', 'some', 'some']"
394,data/images/quantifier/test_394.png,"['all', 'few', 'some', 'many', 'none']"
2211,data/images/quantifier/test_2211.png,"['almost none', 'few', 'all', 'the smaller part', 'some']"
2229,data/images/quantifier/test_2229.png,"['almost all', 'almost all', 'most', 'some', 'some']"
2301,data/images/quantifier/test_2301.png,"['almost none', 'all', 'some', 'few', 'all']"
2243,data/images/quantifier/test_2243.png,"['some', 'most', 'some', 'many', 'many']"
2290,data/images/quantifier/test_2290.png,"['many', 'many', 'almost all', 'many', 'almost all']"
2201,data/images/quantifier/test_2201.png,"['few', 'few', 'all', 'all', 'many']"
1255,data/images/quantifier/test_1255.png,"['most', 'many', 'some', 'some', 'almost all']"
1341,data/images/quantifier/test_1341.png,"['few', 'almost none', 'the smaller part', 'some', 'few']"
1294,data/images/quantifier/test_1294.png,"['none', 'most', 'some', 'few', 'almost none']"
1204,data/images/quantifier/test_1204.png,"['almost none', 'most', 'many', 'most', 'some']"
1272,data/images/quantifier/test_1272.png,"['some', 'some', 'many', 'many', 'some']"
1302,data/images/quantifier/test_1302.png,"['some', 'almost all', 'some', 'the smaller part', 'almost none']"
2515,data/images/quantifier/test_2515.png,"['almost all', 'many', 'almost all', 'many', 'almost all']"
2557,data/images/quantifier/test_2557.png,"['almost none', 'few', 'few', 'few', 'the smaller part']"
2592,data/images/quantifier/test_2592.png,"['some', 'none', 'some', 'all', 'few']"
2567,data/images/quantifier/test_2567.png,"['many', 'many', 'the smaller part', 'almost all', 'few']"
2487,data/images/quantifier/test_2487.png,"['many', 'all', 'the smaller part', 'some', 'many']"
2472,data/images/quantifier/test_2472.png,"['almost all', 'the smaller part', 'some', 'almost all', 'all']"
2054,data/images/quantifier/test_2054.png,"['almost none', 'most', 'almost all', 'few', 'many']"
2111,data/images/quantifier/test_2111.png,"['all', 'almost all', 'few', 'many', 'many']"
2019,data/images/quantifier/test_2019.png,"['almost all', 'almost all', 'almost all', 'some', 'many']"
2031,data/images/quantifier/test_2031.png,"['none', 'most', 'some', 'the smaller part', 'some']"
2137,data/images/quantifier/test_2137.png,"['many', 'all', 'the smaller part', 'almost all', 'almost all']"
2135,data/images/quantifier/test_2135.png,"['many', 'the smaller part', 'all', 'almost all', 'almost all']"
1486,data/images/quantifier/test_1486.png,"['all', 'the smaller part', 'some', 'few', 'few']"
1499,data/images/quantifier/test_1499.png,"['almost all', 'almost all', 'almost all', 'almost all', 'all']"
1502,data/images/quantifier/test_1502.png,"['some', 'many', 'none', 'some', 'most']"
1554,data/images/quantifier/test_1554.png,"['all', 'some', 'many', 'almost all', 'almost all']"
1493,data/images/quantifier/test_1493.png,"['few', 'all', 'almost all', 'few', 'some']"
1534,data/images/quantifier/test_1534.png,"['few', 'none', 'all', 'some', 'almost all']"
2658,data/images/quantifier/test_2658.png,"['almost all', 'all', 'almost all', 'all', 'almost all']"
2632,data/images/quantifier/test_2632.png,"['many', 'many', 'many', 'many', 'many']"
2789,data/images/quantifier/test_2789.png,"['almost all', 'many', 'almost all', 'many', 'almost none']"
2655,data/images/quantifier/test_2655.png,"['all', 'many', 'almost all', 'all', 'almost all']"
2603,data/images/quantifier/test_2603.png,"['almost all', 'all', 'almost all', 'some', 'many']"
2731,data/images/quantifier/test_2731.png,"['almost all', 'almost all', 'all', 'some', 'almost all']"
1982,data/images/quantifier/test_1982.png,"['many', 'almost none', 'few', 'some', 'some']"
1878,data/images/quantifier/test_1878.png,"['many', 'almost all', 'almost none', 'almost all', 'few']"
1912,data/images/quantifier/test_1912.png,"['some', 'some', 'the smaller part', 'some', 'most']"
1947,data/images/quantifier/test_1947.png,"['none', 'almost all', 'few', 'almost all', 'few']"
1858,data/images/quantifier/test_1858.png,"['the smaller part', 'some', 'most', 'some', 'all']"
1965,data/images/quantifier/test_1965.png,"['all', 'almost all', 'the smaller part', 'some', 'almost all']"
2893,data/images/quantifier/test_2893.png,"['almost all', 'all', 'many', 'all', 'almost all']"
2892,data/images/quantifier/test_2892.png,"['almost all', 'many', 'all', 'almost all', 'most']"
2945,data/images/quantifier/test_2945.png,"['many', 'most', 'many', 'some', 'almost all']"
2883,data/images/quantifier/test_2883.png,"['almost none', 'almost all', 'all', 'none', 'all']"
2985,data/images/quantifier/test_2985.png,"['few', 'all', 'some', 'most', 'some']"
2817,data/images/quantifier/test_2817.png,"['almost all', 'almost all', 'most', 'some', 'many']"
3139,data/images/quantifier/test_3139.png,"['most', 'some', 'many', 'most', 'all']"
3145,data/images/quantifier/test_3145.png,"['many', 'almost all', 'all', 'many', 'many']"
3157,data/images/quantifier/test_3157.png,"['almost all', 'all', 'almost all', 'almost all', 'many']"
3184,data/images/quantifier/test_3184.png,"['almost all', 'many', 'all', 'the smaller part', 'almost all']"
3110,data/images/quantifier/test_3110.png,"['many', 'many', 'almost all', 'almost all', 'almost all']"
3004,data/images/quantifier/test_3004.png,"['all', 'many', 'almost all', 'many', 'almost all']"
3310,data/images/quantifier/test_3310.png,"['all', 'almost all', 'many', 'some', 'many']"
3327,data/images/quantifier/test_3327.png,"['all', 'most', 'many', 'few', 'almost all']"
3249,data/images/quantifier/test_3249.png,"['many', 'many', 'some', 'many', 'many']"
3348,data/images/quantifier/test_3348.png,"['some', 'all', 'some', 'some', 'some']"
3353,data/images/quantifier/test_3353.png,"['many', 'many', 'almost all', 'many', 'many']"
3268,data/images/quantifier/test_3268.png,"['many', 'almost all', 'almost all', 'many', 'many']"
