index,image,llava_filtered_output
95,data/images/quantifier/test_95.png,"['almost none', 'none', 'none', 'almost none', 'none']"
15,data/images/quantifier/test_15.png,"['almost none', 'almost none', 'few', 'all', 'none']"
30,data/images/quantifier/test_30.png,"['some', 'almost none', 'few', 'none', 'none']"
158,data/images/quantifier/test_158.png,"['few', 'none', 'none', 'none', 'none']"
128,data/images/quantifier/test_128.png,"['few', 'none', 'almost none', 'almost none', 'almost none']"
115,data/images/quantifier/test_115.png,"['none', 'none', 'almost none', 'few', 'almost none']"
1776,data/images/quantifier/test_1776.png,"['many', 'most', 'some', 'many', 'almost all']"
1633,data/images/quantifier/test_1633.png,"['none', 'some', 'some', 'some', 'some']"
1721,data/images/quantifier/test_1721.png,"['many', 'most', 'most', 'some', 'many']"
1780,data/images/quantifier/test_1780.png,"['all', 'almost all', 'many', 'almost all', 'few']"
1702,data/images/quantifier/test_1702.png,"['the smaller part', 'few', 'some', 'almost none', 'few']"
1735,data/images/quantifier/test_1735.png,"['few', 'almost all', 'almost all', 'almost all', 'the smaller part']"
1160,data/images/quantifier/test_1160.png,"['none', 'some', 'all', 'all', 'almost all']"
1014,data/images/quantifier/test_1014.png,"['some', 'some', 'some', 'few', 'some']"
1109,data/images/quantifier/test_1109.png,"['some', 'many', 'most', 'none', 'almost all']"
1019,data/images/quantifier/test_1019.png,"['almost none', 'none', 'almost all', 'some', 'some']"
1122,data/images/quantifier/test_1122.png,"['few', 'the smaller part', 'few', 'many', 'the smaller part']"
1166,data/images/quantifier/test_1166.png,"['none', 'all', 'none', 'none', 'the smaller part']"
938,data/images/quantifier/test_938.png,"['all', 'few', 'most', 'some', 'some']"
870,data/images/quantifier/test_870.png,"['all', 'some', 'few', 'some', 'some']"
863,data/images/quantifier/test_863.png,"['some', 'almost all', 'almost all', 'few', 'some']"
934,data/images/quantifier/test_934.png,"['almost all', 'few', 'almost all', 'some', 'few']"
866,data/images/quantifier/test_866.png,"['none', 'some', 'some', 'few', 'the smaller part']"
932,data/images/quantifier/test_932.png,"['some', 'few', 'most', 'almost none', 'some']"
711,data/images/quantifier/test_711.png,"['many', 'few', 'almost all', 'almost all', 'some']"
780,data/images/quantifier/test_780.png,"['almost all', 'the smaller part', 'many', 'many', 'almost all']"
793,data/images/quantifier/test_793.png,"['few', 'none', 'some', 'the smaller part', 'many']"
615,data/images/quantifier/test_615.png,"['many', 'the smaller part', 'almost none', 'the smaller part', 'some']"
737,data/images/quantifier/test_737.png,"['the smaller part', 'none', 'few', 'none', 'few']"
758,data/images/quantifier/test_758.png,"['almost all', 'some', 'few', 'almost none', 'none']"
474,data/images/quantifier/test_474.png,"['none', 'all', 'none', 'almost none', 'none']"
558,data/images/quantifier/test_558.png,"['none', 'some', 'few', 'few', 'the smaller part']"
512,data/images/quantifier/test_512.png,"['none', 'none', 'few', 'many', 'some']"
487,data/images/quantifier/test_487.png,"['almost none', 'the smaller part', 'the smaller part', 'none', 'none']"
507,data/images/quantifier/test_507.png,"['many', 'some', 'the smaller part', 'some', 'almost all']"
492,data/images/quantifier/test_492.png,"['the smaller part', 'many', 'some', 'some', 'most']"
212,data/images/quantifier/test_212.png,"['almost all', 'some', 'the smaller part', 'none', 'some']"
260,data/images/quantifier/test_260.png,"['all', 'none', 'almost none', 'the smaller part', 'many']"
326,data/images/quantifier/test_326.png,"['some', 'all', 'few', 'all', 'few']"
384,data/images/quantifier/test_384.png,"['some', 'all', 'almost none', 'almost none', 'almost none']"
303,data/images/quantifier/test_303.png,"['almost none', 'few', 'some', 'almost none', 'the smaller part']"
394,data/images/quantifier/test_394.png,"['none', 'almost none', 'almost none', 'none', 'almost none']"
2211,data/images/quantifier/test_2211.png,"['almost all', 'most', 'all', 'few', 'almost all']"
2229,data/images/quantifier/test_2229.png,"['many', 'almost all', 'almost all', 'almost none', 'all']"
2301,data/images/quantifier/test_2301.png,"['most', 'the smaller part', 'almost all', 'some', 'all']"
2243,data/images/quantifier/test_2243.png,"['few', 'some', 'almost all', 'most', 'many']"
2290,data/images/quantifier/test_2290.png,"['almost all', 'many', 'many', 'almost all', 'some']"
2201,data/images/quantifier/test_2201.png,"['some', 'all', 'most', 'most', 'many']"
1255,data/images/quantifier/test_1255.png,"['many', 'some', 'almost all', 'many', 'most']"
1341,data/images/quantifier/test_1341.png,"['the smaller part', 'almost none', 'few', 'some', 'none']"
1294,data/images/quantifier/test_1294.png,"['almost none', 'few', 'many', 'the smaller part', 'the smaller part']"
1204,data/images/quantifier/test_1204.png,"['few', 'all', 'some', 'almost all', 'many']"
1272,data/images/quantifier/test_1272.png,"['many', 'some', 'most', 'some', 'many']"
