index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['all', 'almost all', 'almost all', 'few', 'many']"
1780,data/images/quantifier/test_1780.png,"['almost all', 'some', 'all', 'the smaller part', 'none']"
1735,data/images/quantifier/test_1735.png,"['many', 'all', 'some', 'many', 'most']"
932,data/images/quantifier/test_932.png,"['all', 'the smaller part', 'most', 'the smaller part', 'none']"
212,data/images/quantifier/test_212.png,"['few', 'almost none', 'almost none', 'most', 'many']"
260,data/images/quantifier/test_260.png,"['almost none', 'all', 'many', 'none', 'the smaller part']"
326,data/images/quantifier/test_326.png,"['many', 'the smaller part', 'most', 'most', 'some']"
2229,data/images/quantifier/test_2229.png,"['almost none', 'most', 'the smaller part', 'none', 'the smaller part']"
2243,data/images/quantifier/test_2243.png,"['the smaller part', 'almost none', 'most', 'all', 'all']"
1341,data/images/quantifier/test_1341.png,"['some', 'most', 'almost all', 'all', 'some']"
1302,data/images/quantifier/test_1302.png,"['all', 'none', 'most', 'the smaller part', 'all']"
2487,data/images/quantifier/test_2487.png,"['some', 'almost none', 'all', 'few', 'most']"
2111,data/images/quantifier/test_2111.png,"['some', 'some', 'the smaller part', 'most', 'none']"
2137,data/images/quantifier/test_2137.png,"['almost all', 'some', 'the smaller part', 'none', 'few']"
2135,data/images/quantifier/test_2135.png,"['all', 'all', 'all', 'the smaller part', 'the smaller part']"
1486,data/images/quantifier/test_1486.png,"['many', 'none', 'all', 'none', 'all']"
1493,data/images/quantifier/test_1493.png,"['all', 'none', 'the smaller part', 'many', 'some']"
2658,data/images/quantifier/test_2658.png,"['all', 'all', 'none', 'most', 'some']"
2655,data/images/quantifier/test_2655.png,"['the smaller part', 'most', 'all', 'some', 'almost all']"
2731,data/images/quantifier/test_2731.png,"['the smaller part', 'many', 'few', 'none', 'almost none']"
1858,data/images/quantifier/test_1858.png,"['almost none', 'most', 'the smaller part', 'most', 'none']"
1965,data/images/quantifier/test_1965.png,"['all', 'the smaller part', 'none', 'none', 'the smaller part']"
3139,data/images/quantifier/test_3139.png,"['many', 'almost all', 'almost all', 'almost none', 'most']"
3145,data/images/quantifier/test_3145.png,"['almost none', 'some', 'all', 'few', 'the smaller part']"
3157,data/images/quantifier/test_3157.png,"['all', 'none', 'most', 'almost none', 'all']"
3184,data/images/quantifier/test_3184.png,"['some', 'some', 'almost all', 'most', 'almost none']"
3327,data/images/quantifier/test_3327.png,"['few', 'almost none', 'the smaller part', 'all', 'some']"
3353,data/images/quantifier/test_3353.png,"['some', 'almost all', 'few', 'none', 'all']"
