index,image,blip2_filtered_output
30,data/images/quantifier/test_30.png,"['all', 'many', 'the smaller part', 'all', 'the smaller part']"
158,data/images/quantifier/test_158.png,"['most', 'all', 'the smaller part', 'none', 'none']"
115,data/images/quantifier/test_115.png,"['none', 'most', 'none', 'many', 'the smaller part']"
1776,data/images/quantifier/test_1776.png,"['many', 'almost all', 'some', 'all', 'all']"
1160,data/images/quantifier/test_1160.png,"['most', 'the smaller part', 'most', 'all', 'many']"
863,data/images/quantifier/test_863.png,"['none', 'many', 'none', 'none', 'many']"
932,data/images/quantifier/test_932.png,"['all', 'some', 'some', 'many', 'some']"
793,data/images/quantifier/test_793.png,"['most', 'all', 'none', 'none', 'almost none']"
737,data/images/quantifier/test_737.png,"['many', 'almost none', 'many', 'the smaller part', 'some']"
758,data/images/quantifier/test_758.png,"['few', 'many', 'many', 'some', 'all']"
474,data/images/quantifier/test_474.png,"['the smaller part', 'few', 'some', 'almost all', 'most']"
558,data/images/quantifier/test_558.png,"['almost all', 'none', 'all', 'all', 'most']"
487,data/images/quantifier/test_487.png,"['all', 'the smaller part', 'none', 'almost none', 'all']"
260,data/images/quantifier/test_260.png,"['none', 'most', 'all', 'all', 'almost all']"
384,data/images/quantifier/test_384.png,"['some', 'all', 'all', 'some', 'most']"
303,data/images/quantifier/test_303.png,"['the smaller part', 'none', 'all', 'the smaller part', 'most']"
2290,data/images/quantifier/test_2290.png,"['most', 'all', 'the smaller part', 'almost all', 'all']"
1255,data/images/quantifier/test_1255.png,"['most', 'almost all', 'most', 'many', 'the smaller part']"
2557,data/images/quantifier/test_2557.png,"['many', 'some', 'all', 'all', 'few']"
2567,data/images/quantifier/test_2567.png,"['none', 'none', 'almost none', 'all', 'few']"
2472,data/images/quantifier/test_2472.png,"['the smaller part', 'some', 'some', 'all', 'the smaller part']"
2054,data/images/quantifier/test_2054.png,"['none', 'some', 'most', 'the smaller part', 'some']"
2019,data/images/quantifier/test_2019.png,"['few', 'almost all', 'all', 'the smaller part', 'many']"
2137,data/images/quantifier/test_2137.png,"['many', 'most', 'most', 'all', 'all']"
2135,data/images/quantifier/test_2135.png,"['almost none', 'most', 'most', 'none', 'almost all']"
1486,data/images/quantifier/test_1486.png,"['none', 'none', 'some', 'none', 'most']"
1499,data/images/quantifier/test_1499.png,"['almost all', 'all', 'none', 'the smaller part', 'almost none']"
1493,data/images/quantifier/test_1493.png,"['all', 'all', 'all', 'some', 'the smaller part']"
2658,data/images/quantifier/test_2658.png,"['the smaller part', 'many', 'the smaller part', 'most', 'most']"
2655,data/images/quantifier/test_2655.png,"['few', 'none', 'almost all', 'all', 'most']"
1878,data/images/quantifier/test_1878.png,"['most', 'the smaller part', 'almost all', 'many', 'some']"
1858,data/images/quantifier/test_1858.png,"['all', 'none', 'many', 'many', 'some']"
1965,data/images/quantifier/test_1965.png,"['almost all', 'most', 'none', 'almost none', 'all']"
2892,data/images/quantifier/test_2892.png,"['almost all', 'almost none', 'most', 'few', 'none']"
2945,data/images/quantifier/test_2945.png,"['almost none', 'most', 'all', 'none', 'the smaller part']"
2985,data/images/quantifier/test_2985.png,"['the smaller part', 'few', 'all', 'most', 'almost all']"
2817,data/images/quantifier/test_2817.png,"['few', 'the smaller part', 'almost none', 'some', 'all']"
3145,data/images/quantifier/test_3145.png,"['almost all', 'none', 'the smaller part', 'the smaller part', 'some']"
3157,data/images/quantifier/test_3157.png,"['none', 'none', 'all', 'many', 'almost all']"
3110,data/images/quantifier/test_3110.png,"['almost all', 'none', 'the smaller part', 'all', 'many']"
3004,data/images/quantifier/test_3004.png,"['none', 'some', 'none', 'some', 'all']"
3348,data/images/quantifier/test_3348.png,"['some', 'almost none', 'few', 'some', 'some']"
3353,data/images/quantifier/test_3353.png,"['few', 'most', 'all', 'many', 'all']"
