index,image,blip2_output,shuffled_options,prompted_questions
95,data/images/quantifier/test_95.png,"[['the smaller part'], ['c'], ['all, the smaller part'], ['b'], ['all']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'almost none', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'most', 'h': 'none', 'i': 'almost all'}, {'a': 'few', 'b': 'almost all', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'none', 'h': 'many', 'i': 'all'}, {'a': 'all', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'some'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'almost all', 'b': 'most', 'c': 'some', 'd': 'many', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost none\nD: some\nE: all\nF: few\nG: most\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: the smaller part\nD: most\nE: some\nF: almost none\nG: none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: none\nD: most\nE: the smaller part\nF: almost all\nG: many\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: some\nE: none\nF: almost none\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: some\nD: many\nE: almost none\nF: all\nG: few\nH: none\nI: the smaller part\nAnswer:']"
15,data/images/quantifier/test_15.png,"[['all'], ['the smaller part'], ['g'], ['the smaller part'], ['a']]","[{'a': 'most', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'almost all', 'b': 'some', 'c': 'none', 'd': 'almost none', 'e': 'few', 'f': 'all', 'g': 'most', 'h': 'the smaller part', 'i': 'many'}, {'a': 'none', 'b': 'many', 'c': 'most', 'd': 'some', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'all', 'i': 'almost all'}, {'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'none', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: all\nD: some\nE: almost none\nF: almost all\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: none\nD: almost none\nE: few\nF: all\nG: most\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: most\nD: some\nE: few\nF: almost none\nG: the smaller part\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: almost all\nE: few\nF: most\nG: almost none\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: the smaller part\nE: many\nF: most\nG: none\nH: few\nI: almost none\nAnswer:']"
30,data/images/quantifier/test_30.png,"[['g'], [''], ['some'], ['a'], ['b is the correct answer']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'all', 'e': 'most', 'f': 'none', 'g': 'many', 'h': 'some', 'i': 'few'}, {'a': 'all', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'almost all', 'f': 'many', 'g': 'few', 'h': 'most', 'i': 'none'}, {'a': 'almost none', 'b': 'almost all', 'c': 'none', 'd': 'many', 'e': 'all', 'f': 'few', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'few', 'c': 'almost none', 'd': 'none', 'e': 'many', 'f': 'most', 'g': 'the smaller part', 'h': 'some', 'i': 'almost all'}, {'a': 'almost none', 'b': 'most', 'c': 'all', 'd': 'few', 'e': 'none', 'f': 'the smaller part', 'g': 'some', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: almost all\nD: all\nE: most\nF: none\nG: many\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: the smaller part\nD: almost none\nE: almost all\nF: many\nG: few\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: none\nD: many\nE: all\nF: few\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: almost none\nD: none\nE: many\nF: most\nG: the smaller part\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: all\nD: few\nE: none\nF: the smaller part\nG: some\nH: almost all\nI: many\nAnswer:']"
158,data/images/quantifier/test_158.png,"[['none'], ['most'], ['a'], ['g'], ['the smaller part']]","[{'a': 'almost none', 'b': 'almost all', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'many', 'g': 'some', 'h': 'none', 'i': 'most'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'some', 'i': 'many'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'none', 'e': 'the smaller part', 'f': 'many', 'g': 'few', 'h': 'almost all', 'i': 'most'}, {'a': 'almost all', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'few'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'most', 'h': 'the smaller part', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: all\nD: few\nE: the smaller part\nF: many\nG: some\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: few\nE: none\nF: all\nG: most\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: none\nE: the smaller part\nF: many\nG: few\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: many\nD: all\nE: the smaller part\nF: almost none\nG: none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: almost none\nE: none\nF: almost all\nG: most\nH: the smaller part\nI: all\nAnswer:']"
128,data/images/quantifier/test_128.png,"[['none'], ['c'], ['d'], ['a'], ['a']]","[{'a': 'all', 'b': 'none', 'c': 'the smaller part', 'd': 'most', 'e': 'almost none', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'some', 'g': 'none', 'h': 'many', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'many', 'c': 'few', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'some'}, {'a': 'many', 'b': 'all', 'c': 'almost all', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'few'}, {'a': 'some', 'b': 'all', 'c': 'none', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'few', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: the smaller part\nD: most\nE: almost none\nF: few\nG: some\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: all\nE: few\nF: some\nG: none\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: few\nD: almost none\nE: none\nF: almost all\nG: all\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost all\nD: most\nE: almost none\nF: the smaller part\nG: some\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: none\nD: many\nE: almost all\nF: the smaller part\nG: few\nH: almost none\nI: most\nAnswer:']"
115,data/images/quantifier/test_115.png,"[['c, almost all, the smaller part, almost all'], ['the smaller part of the image'], ['none'], ['all'], ['']]","[{'a': 'most', 'b': 'some', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'few', 'i': 'none'}, {'a': 'almost all', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'many', 'f': 'all', 'g': 'the smaller part', 'h': 'none', 'i': 'few'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'all', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'none', 'h': 'most', 'i': 'few'}, {'a': 'many', 'b': 'none', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'some', 'g': 'few', 'h': 'almost all', 'i': 'most'}, {'a': 'almost none', 'b': 'almost all', 'c': 'all', 'd': 'many', 'e': 'the smaller part', 'f': 'some', 'g': 'few', 'h': 'most', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: almost none\nE: the smaller part\nF: almost all\nG: all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: some\nD: almost none\nE: many\nF: all\nG: the smaller part\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: all\nD: almost none\nE: some\nF: many\nG: none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: all\nD: almost none\nE: the smaller part\nF: some\nG: few\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: all\nD: many\nE: the smaller part\nF: some\nG: few\nH: most\nI: none\nAnswer:']"
1776,data/images/quantifier/test_1776.png,"[['d'], ['h, nearly all'], ['there are lots of animals in the picture'], ['none'], ['a']]","[{'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'most'}, {'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'almost all', 'i': 'many'}, {'a': 'few', 'b': 'the smaller part', 'c': 'almost none', 'd': 'almost all', 'e': 'some', 'f': 'most', 'g': 'none', 'h': 'all', 'i': 'many'}, {'a': 'many', 'b': 'all', 'c': 'almost all', 'd': 'few', 'e': 'some', 'f': 'almost none', 'g': 'none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'almost none', 'f': 'few', 'g': 'the smaller part', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: all\nE: none\nF: almost all\nG: the smaller part\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: all\nE: none\nF: some\nG: almost none\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost none\nD: almost all\nE: some\nF: most\nG: none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: almost all\nD: few\nE: some\nF: almost none\nG: none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: all\nE: almost none\nF: few\nG: the smaller part\nH: almost all\nI: most\nAnswer:']"
1633,data/images/quantifier/test_1633.png,"[['d'], ['c'], ['all the smaller animals are there'], ['d'], ['all animals']]","[{'a': 'almost all', 'b': 'all', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'few'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'some'}, {'a': 'most', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'almost all', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'almost none'}, {'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'most', 'e': 'few', 'f': 'none', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'few', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'some', 'g': 'all', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: almost none\nD: none\nE: some\nF: most\nG: many\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: all\nE: the smaller part\nF: few\nG: most\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: none\nD: the smaller part\nE: almost all\nF: few\nG: some\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: most\nE: few\nF: none\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: almost all\nD: the smaller part\nE: most\nF: some\nG: all\nH: almost none\nI: many\nAnswer:']"
1721,data/images/quantifier/test_1721.png,"[['a'], ['c'], ['none'], ['c'], ['i']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'almost all', 'i': 'none'}, {'a': 'few', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'most', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'many', 'g': 'almost none', 'h': 'all', 'i': 'few'}, {'a': 'none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'all', 'e': 'many', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: some\nE: almost none\nF: few\nG: many\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: almost none\nE: many\nF: most\nG: some\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: the smaller part\nD: none\nE: almost none\nF: most\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: most\nE: some\nF: many\nG: almost none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: the smaller part\nD: all\nE: many\nF: most\nG: almost none\nH: some\nI: few\nAnswer:']"
1780,data/images/quantifier/test_1780.png,"[['b'], ['c'], ['none'], ['g'], ['a']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'almost all', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'some', 'i': 'most'}, {'a': 'many', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'almost none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'some', 'b': 'almost all', 'c': 'most', 'd': 'the smaller part', 'e': 'few', 'f': 'all', 'g': 'almost none', 'h': 'many', 'i': 'none'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost none', 'd': 'many', 'e': 'most', 'f': 'all', 'g': 'none', 'h': 'few', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost all\nD: almost none\nE: none\nF: few\nG: all\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: all\nD: some\nE: most\nF: none\nG: almost none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: none\nE: many\nF: some\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: most\nD: the smaller part\nE: few\nF: all\nG: almost none\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost none\nD: many\nE: most\nF: all\nG: none\nH: few\nI: almost all\nAnswer:']"
