index,image,blip2_filtered_output
15,data/images/quantifier/test_15.png,"['all', 'some', 'many', 'the smaller part', 'the smaller part']"
128,data/images/quantifier/test_128.png,"['many', 'few', 'many', 'almost none', 'all']"
1780,data/images/quantifier/test_1780.png,"['all', 'all', 'almost none', 'all', 'all']"
1702,data/images/quantifier/test_1702.png,"['all', 'none', 'none', 'few', 'none']"
1160,data/images/quantifier/test_1160.png,"['many', 'most', 'almost all', 'almost none', 'almost all']"
1019,data/images/quantifier/test_1019.png,"['some', 'the smaller part', 'none', 'many', 'almost none']"
1122,data/images/quantifier/test_1122.png,"['almost none', 'almost none', 'none', 'the smaller part', 'most']"
938,data/images/quantifier/test_938.png,"['most', 'the smaller part', 'some', 'all', 'some']"
870,data/images/quantifier/test_870.png,"['almost all', 'all', 'almost none', 'few', 'most']"
863,data/images/quantifier/test_863.png,"['none', 'almost none', 'many', 'all', 'the smaller part']"
934,data/images/quantifier/test_934.png,"['none', 'some', 'none', 'the smaller part', 'some']"
711,data/images/quantifier/test_711.png,"['all', 'almost none', 'most', 'the smaller part', 'all']"
793,data/images/quantifier/test_793.png,"['the smaller part', 'some', 'none', 'few', 'all']"
615,data/images/quantifier/test_615.png,"['none', 'almost all', 'some', 'almost all', 'none']"
758,data/images/quantifier/test_758.png,"['none', 'none', 'most', 'none', 'many']"
558,data/images/quantifier/test_558.png,"['some', 'none', 'almost none', 'almost all', 'many']"
512,data/images/quantifier/test_512.png,"['the smaller part', 'some', 'none', 'few', 'all']"
487,data/images/quantifier/test_487.png,"['none', 'the smaller part', 'none', 'few', 'few']"
507,data/images/quantifier/test_507.png,"['almost none', 'some', 'most', 'most', 'few']"
212,data/images/quantifier/test_212.png,"['almost none', 'all', 'almost all', 'none', 'all']"
260,data/images/quantifier/test_260.png,"['many', 'few', 'none', 'some', 'most']"
326,data/images/quantifier/test_326.png,"['the smaller part', 'many', 'almost all', 'none', 'the smaller part']"
303,data/images/quantifier/test_303.png,"['none', 'some', 'all', 'none', 'most']"
2201,data/images/quantifier/test_2201.png,"['few', 'many', 'many', 'all', 'almost all']"
1294,data/images/quantifier/test_1294.png,"['none', 'most', 'almost all', 'all', 'the smaller part']"
1302,data/images/quantifier/test_1302.png,"['most', 'many', 'the smaller part', 'none', 'some']"
2567,data/images/quantifier/test_2567.png,"['none', 'many', 'almost all', 'the smaller part', 'all']"
2111,data/images/quantifier/test_2111.png,"['almost none', 'most', 'few', 'many', 'the smaller part']"
2019,data/images/quantifier/test_2019.png,"['the smaller part', 'many', 'all', 'few', 'some']"
2031,data/images/quantifier/test_2031.png,"['all', 'all', 'many', 'none', 'some']"
2137,data/images/quantifier/test_2137.png,"['all', 'the smaller part', 'some', 'all', 'most']"
2135,data/images/quantifier/test_2135.png,"['many', 'none', 'few', 'almost none', 'most']"
1486,data/images/quantifier/test_1486.png,"['all', 'almost none', 'most', 'none', 'the smaller part']"
1499,data/images/quantifier/test_1499.png,"['all', 'most', 'all', 'all', 'some']"
1534,data/images/quantifier/test_1534.png,"['none', 'all', 'all', 'all', 'almost all']"
2658,data/images/quantifier/test_2658.png,"['almost all', 'the smaller part', 'all', 'all', 'the smaller part']"
2632,data/images/quantifier/test_2632.png,"['many', 'the smaller part', 'the smaller part', 'all', 'most']"
1878,data/images/quantifier/test_1878.png,"['the smaller part', 'the smaller part', 'all', 'none', 'some']"
1965,data/images/quantifier/test_1965.png,"['the smaller part', 'all', 'most', 'none', 'the smaller part']"
2893,data/images/quantifier/test_2893.png,"['many', 'none', 'none', 'all', 'none']"
2892,data/images/quantifier/test_2892.png,"['the smaller part', 'most', 'almost none', 'some', 'all']"
2985,data/images/quantifier/test_2985.png,"['all', 'the smaller part', 'all', 'all', 'some']"
2817,data/images/quantifier/test_2817.png,"['many', 'almost none', 'most', 'some', 'the smaller part']"
3139,data/images/quantifier/test_3139.png,"['none', 'the smaller part', 'none', 'almost none', 'the smaller part']"
3145,data/images/quantifier/test_3145.png,"['most', 'almost all', 'some', 'some', 'none']"
3157,data/images/quantifier/test_3157.png,"['all', 'many', 'none', 'many', 'none']"
3184,data/images/quantifier/test_3184.png,"['all', 'none', 'many', 'all', 'many']"
3004,data/images/quantifier/test_3004.png,"['none', 'some', 'few', 'few', 'none']"
3310,data/images/quantifier/test_3310.png,"['almost none', 'few', 'all', 'almost none', 'almost all']"
3249,data/images/quantifier/test_3249.png,"['almost all', 'the smaller part', 'all', 'some', 'the smaller part']"
3268,data/images/quantifier/test_3268.png,"['almost all', 'all', 'most', 'all', 'almost none']"
