index,image,blip2_filtered_output
1776,data/images/quantifier/test_1776.png,"['none', 'all', 'some', 'few', 'the smaller part']"
1780,data/images/quantifier/test_1780.png,"['most', 'all', 'almost all', 'all', 'some']"
1735,data/images/quantifier/test_1735.png,"['the smaller part', 'none', 'some', 'the smaller part', 'none']"
1160,data/images/quantifier/test_1160.png,"['almost none', 'almost none', 'none', 'many', 'most']"
1019,data/images/quantifier/test_1019.png,"['all', 'almost none', 'many', 'many', 'all']"
1166,data/images/quantifier/test_1166.png,"['most', 'all', 'many', 'all', 'most']"
870,data/images/quantifier/test_870.png,"['almost none', 'almost none', 'many', 'almost none', 'none']"
863,data/images/quantifier/test_863.png,"['all', 'all', 'some', 'none', 'all']"
737,data/images/quantifier/test_737.png,"['most', 'many', 'some', 'the smaller part', 'almost none']"
474,data/images/quantifier/test_474.png,"['all', 'almost none', 'most', 'the smaller part', 'all']"
212,data/images/quantifier/test_212.png,"['few', 'all', 'most', 'all', 'few']"
260,data/images/quantifier/test_260.png,"['most', 'none', 'none', 'none', 'all']"
303,data/images/quantifier/test_303.png,"['some', 'some', 'none', 'many', 'the smaller part']"
2229,data/images/quantifier/test_2229.png,"['none', 'few', 'many', 'none', 'the smaller part']"
2301,data/images/quantifier/test_2301.png,"['some', 'some', 'many', 'few', 'few']"
1204,data/images/quantifier/test_1204.png,"['the smaller part', 'none', 'none', 'almost none', 'many']"
2557,data/images/quantifier/test_2557.png,"['all', 'the smaller part', 'many', 'all', 'most']"
2592,data/images/quantifier/test_2592.png,"['all', 'many', 'the smaller part', 'almost all', 'many']"
2567,data/images/quantifier/test_2567.png,"['almost all', 'most', 'some', 'the smaller part', 'many']"
2472,data/images/quantifier/test_2472.png,"['all', 'few', 'none', 'almost none', 'most']"
2054,data/images/quantifier/test_2054.png,"['none', 'some', 'all', 'the smaller part', 'almost none']"
2111,data/images/quantifier/test_2111.png,"['most', 'few', 'some', 'almost none', 'all']"
2019,data/images/quantifier/test_2019.png,"['all', 'the smaller part', 'almost none', 'almost none', 'all']"
2031,data/images/quantifier/test_2031.png,"['none', 'the smaller part', 'all', 'some', 'all']"
2137,data/images/quantifier/test_2137.png,"['none', 'some', 'almost all', 'many', 'most']"
2135,data/images/quantifier/test_2135.png,"['almost none', 'the smaller part', 'none', 'some', 'none']"
1502,data/images/quantifier/test_1502.png,"['all', 'all', 'almost all', 'all', 'almost all']"
1493,data/images/quantifier/test_1493.png,"['the smaller part', 'few', 'many', 'few', 'many']"
2658,data/images/quantifier/test_2658.png,"['the smaller part', 'most', 'most', 'many', 'none']"
2655,data/images/quantifier/test_2655.png,"['almost all', 'none', 'few', 'the smaller part', 'many']"
1947,data/images/quantifier/test_1947.png,"['the smaller part', 'few', 'all', 'few', 'all']"
2893,data/images/quantifier/test_2893.png,"['the smaller part', 'some', 'most', 'most', 'most']"
2892,data/images/quantifier/test_2892.png,"['none', 'none', 'many', 'all', 'all']"
2945,data/images/quantifier/test_2945.png,"['none', 'all', 'many', 'none', 'most']"
2883,data/images/quantifier/test_2883.png,"['none', 'almost all', 'all', 'almost none', 'some']"
3145,data/images/quantifier/test_3145.png,"['none', 'almost all', 'some', 'some', 'the smaller part']"
3157,data/images/quantifier/test_3157.png,"['many', 'all', 'many', 'none', 'almost all']"
3268,data/images/quantifier/test_3268.png,"['few', 'most', 'many', 'some', 'most']"
