index,image,blip2_filtered_output
15,data/images/quantifier/test_15.png,"['almost all', 'all', 'all', 'the smaller part', 'all']"
30,data/images/quantifier/test_30.png,"['the smaller part', 'most', 'many', 'most', 'almost none']"
115,data/images/quantifier/test_115.png,"['the smaller part', 'almost all', 'most', 'the smaller part', 'many']"
1780,data/images/quantifier/test_1780.png,"['all', 'few', 'almost all', 'the smaller part', 'few']"
1109,data/images/quantifier/test_1109.png,"['the smaller part', 'almost all', 'some', 'many', 'the smaller part']"
1166,data/images/quantifier/test_1166.png,"['the smaller part', 'none', 'the smaller part', 'all', 'most']"
938,data/images/quantifier/test_938.png,"['few', 'many', 'many', 'many', 'some']"
863,data/images/quantifier/test_863.png,"['the smaller part', 'few', 'almost all', 'few', 'most']"
934,data/images/quantifier/test_934.png,"['some', 'none', 'some', 'all', 'the smaller part']"
711,data/images/quantifier/test_711.png,"['most', 'many', 'all', 'some', 'almost none']"
780,data/images/quantifier/test_780.png,"['few', 'some', 'all', 'many', 'all']"
793,data/images/quantifier/test_793.png,"['none', 'none', 'some', 'all', 'the smaller part']"
512,data/images/quantifier/test_512.png,"['none', 'some', 'some', 'none', 'many']"
487,data/images/quantifier/test_487.png,"['all', 'many', 'none', 'the smaller part', 'the smaller part']"
303,data/images/quantifier/test_303.png,"['many', 'the smaller part', 'few', 'almost all', 'the smaller part']"
394,data/images/quantifier/test_394.png,"['some', 'none', 'the smaller part', 'all', 'some']"
2211,data/images/quantifier/test_2211.png,"['none', 'all', 'none', 'all', 'all']"
2229,data/images/quantifier/test_2229.png,"['the smaller part', 'many', 'all', 'most', 'many']"
2301,data/images/quantifier/test_2301.png,"['the smaller part', 'the smaller part', 'all', 'the smaller part', 'most']"
2290,data/images/quantifier/test_2290.png,"['the smaller part', 'none', 'none', 'few', 'all']"
2201,data/images/quantifier/test_2201.png,"['some', 'few', 'few', 'almost none', 'all']"
1294,data/images/quantifier/test_1294.png,"['most', 'none', 'the smaller part', 'some', 'few']"
1204,data/images/quantifier/test_1204.png,"['none', 'all', 'the smaller part', 'the smaller part', 'many']"
1272,data/images/quantifier/test_1272.png,"['the smaller part', 'most', 'all', 'all', 'the smaller part']"
1302,data/images/quantifier/test_1302.png,"['none', 'all', 'some', 'none', 'all']"
2557,data/images/quantifier/test_2557.png,"['the smaller part', 'all', 'all', 'all', 'all']"
2592,data/images/quantifier/test_2592.png,"['some', 'the smaller part', 'some', 'none', 'some']"
2472,data/images/quantifier/test_2472.png,"['some', 'the smaller part', 'the smaller part', 'all', 'all']"
2054,data/images/quantifier/test_2054.png,"['all', 'most', 'most', 'the smaller part', 'some']"
2111,data/images/quantifier/test_2111.png,"['all', 'some', 'few', 'all', 'almost none']"
2137,data/images/quantifier/test_2137.png,"['all', 'almost none', 'none', 'none', 'almost none']"
2135,data/images/quantifier/test_2135.png,"['all', 'all', 'few', 'almost all', 'the smaller part']"
1499,data/images/quantifier/test_1499.png,"['most', 'all', 'none', 'none', 'few']"
1502,data/images/quantifier/test_1502.png,"['the smaller part', 'almost all', 'some', 'the smaller part', 'almost none']"
1554,data/images/quantifier/test_1554.png,"['all', 'many', 'most', 'many', 'some']"
2632,data/images/quantifier/test_2632.png,"['few', 'some', 'all', 'all', 'many']"
2789,data/images/quantifier/test_2789.png,"['most', 'the smaller part', 'almost all', 'most', 'none']"
2655,data/images/quantifier/test_2655.png,"['the smaller part', 'few', 'almost none', 'almost all', 'none']"
2603,data/images/quantifier/test_2603.png,"['few', 'few', 'few', 'all', 'none']"
1982,data/images/quantifier/test_1982.png,"['the smaller part', 'few', 'none', 'all', 'all']"
1878,data/images/quantifier/test_1878.png,"['almost all', 'many', 'many', 'none', 'all']"
1912,data/images/quantifier/test_1912.png,"['some', 'all', 'most', 'all', 'all']"
1947,data/images/quantifier/test_1947.png,"['few', 'most', 'all', 'the smaller part', 'the smaller part']"
1858,data/images/quantifier/test_1858.png,"['few', 'all', 'all', 'the smaller part', 'almost all']"
2893,data/images/quantifier/test_2893.png,"['all', 'some', 'none', 'most', 'the smaller part']"
2892,data/images/quantifier/test_2892.png,"['all', 'many', 'all', 'the smaller part', 'some']"
2945,data/images/quantifier/test_2945.png,"['all', 'most', 'some', 'some', 'many']"
3139,data/images/quantifier/test_3139.png,"['all', 'most', 'almost none', 'some', 'the smaller part']"
3110,data/images/quantifier/test_3110.png,"['all', 'most', 'the smaller part', 'almost all', 'some']"
3004,data/images/quantifier/test_3004.png,"['the smaller part', 'the smaller part', 'the smaller part', 'almost none', 'almost none']"
3310,data/images/quantifier/test_3310.png,"['some', 'the smaller part', 'some', 'almost all', 'few']"
