index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'none', 'none', 'some', 'some']"
15,data/images/quantifier/test_15.png,"['all', 'none', 'all', 'none', 'some']"
158,data/images/quantifier/test_158.png,"['many', 'none', 'the smaller part', 'some', 'many']"
128,data/images/quantifier/test_128.png,"['almost all', 'some', 'none', 'most', 'almost all']"
1776,data/images/quantifier/test_1776.png,"['most', 'most', 'few', 'the smaller part', 'almost none']"
1780,data/images/quantifier/test_1780.png,"['the smaller part', 'all', 'all', 'many', 'some']"
1160,data/images/quantifier/test_1160.png,"['none', 'almost all', 'none', 'all', 'many']"
1014,data/images/quantifier/test_1014.png,"['many', 'many', 'none', 'all', 'all']"
1019,data/images/quantifier/test_1019.png,"['some', 'some', 'few', 'the smaller part', 'none']"
1122,data/images/quantifier/test_1122.png,"['all', 'few', 'almost all', 'many', 'almost all']"
938,data/images/quantifier/test_938.png,"['most', 'many', 'some', 'some', 'most']"
863,data/images/quantifier/test_863.png,"['some', 'some', 'many', 'almost all', 'almost all']"
932,data/images/quantifier/test_932.png,"['some', 'the smaller part', 'all', 'the smaller part', 'many']"
615,data/images/quantifier/test_615.png,"['all', 'some', 'all', 'almost none', 'many']"
758,data/images/quantifier/test_758.png,"['many', 'most', 'some', 'all', 'many']"
512,data/images/quantifier/test_512.png,"['all', 'some', 'none', 'some', 'some']"
487,data/images/quantifier/test_487.png,"['none', 'most', 'all', 'the smaller part', 'the smaller part']"
507,data/images/quantifier/test_507.png,"['all', 'the smaller part', 'none', 'none', 'most']"
212,data/images/quantifier/test_212.png,"['most', 'some', 'few', 'all', 'almost none']"
260,data/images/quantifier/test_260.png,"['almost all', 'many', 'few', 'almost all', 'almost none']"
384,data/images/quantifier/test_384.png,"['most', 'none', 'none', 'all', 'some']"
303,data/images/quantifier/test_303.png,"['none', 'many', 'none', 'most', 'all']"
394,data/images/quantifier/test_394.png,"['many', 'the smaller part', 'none', 'all', 'the smaller part']"
2211,data/images/quantifier/test_2211.png,"['the smaller part', 'almost all', 'all', 'none', 'almost all']"
1341,data/images/quantifier/test_1341.png,"['some', 'the smaller part', 'few', 'few', 'some']"
1294,data/images/quantifier/test_1294.png,"['the smaller part', 'the smaller part', 'all', 'none', 'most']"
1272,data/images/quantifier/test_1272.png,"['almost none', 'none', 'some', 'most', 'all']"
2515,data/images/quantifier/test_2515.png,"['the smaller part', 'all', 'almost none', 'many', 'none']"
2557,data/images/quantifier/test_2557.png,"['the smaller part', 'some', 'almost all', 'none', 'all']"
2567,data/images/quantifier/test_2567.png,"['all', 'almost all', 'the smaller part', 'none', 'all']"
2487,data/images/quantifier/test_2487.png,"['few', 'the smaller part', 'most', 'some', 'few']"
2472,data/images/quantifier/test_2472.png,"['none', 'most', 'all', 'almost all', 'some']"
2054,data/images/quantifier/test_2054.png,"['all', 'almost none', 'some', 'none', 'few']"
2019,data/images/quantifier/test_2019.png,"['many', 'none', 'some', 'many', 'all']"
2031,data/images/quantifier/test_2031.png,"['many', 'many', 'many', 'most', 'some']"
1486,data/images/quantifier/test_1486.png,"['some', 'all', 'most', 'the smaller part', 'most']"
1499,data/images/quantifier/test_1499.png,"['almost all', 'the smaller part', 'some', 'all', 'almost none']"
2632,data/images/quantifier/test_2632.png,"['few', 'few', 'none', 'most', 'many']"
2789,data/images/quantifier/test_2789.png,"['most', 'most', 'some', 'the smaller part', 'none']"
2655,data/images/quantifier/test_2655.png,"['all', 'many', 'some', 'many', 'few']"
2603,data/images/quantifier/test_2603.png,"['most', 'none', 'none', 'almost none', 'almost none']"
1982,data/images/quantifier/test_1982.png,"['almost none', 'some', 'all', 'many', 'many']"
1878,data/images/quantifier/test_1878.png,"['the smaller part', 'few', 'few', 'all', 'none']"
1947,data/images/quantifier/test_1947.png,"['almost all', 'almost all', 'almost all', 'all', 'most']"
2892,data/images/quantifier/test_2892.png,"['all', 'all', 'all', 'the smaller part', 'all']"
2945,data/images/quantifier/test_2945.png,"['many', 'the smaller part', 'none', 'the smaller part', 'almost all']"
3184,data/images/quantifier/test_3184.png,"['all', 'almost all', 'many', 'some', 'almost none']"
3004,data/images/quantifier/test_3004.png,"['most', 'all', 'all', 'some', 'most']"
3348,data/images/quantifier/test_3348.png,"['few', 'many', 'almost all', 'none', 'almost none']"
3353,data/images/quantifier/test_3353.png,"['all', 'most', 'the smaller part', 'none', 'all']"
3268,data/images/quantifier/test_3268.png,"['the smaller part', 'almost none', 'the smaller part', 'none', 'the smaller part']"
