index,image,blip2_output,shuffled_options,prompted_questions
95,data/images/quantifier/test_95.png,"[['3'], ['g, almost none'], ['all'], ['almost none'], ['1']]","[{'a': 'almost all', 'b': 'many', 'c': 'almost none', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'few', 'g': 'most', 'h': 'almost none', 'i': 'many'}, {'a': 'almost none', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'almost all'}, {'a': 'many', 'b': 'none', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'all', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'none', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'some', 'h': 'almost all', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: almost none\nD: the smaller part\nE: most\nF: all\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: some\nE: none\nF: few\nG: most\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: the smaller part\nD: none\nE: few\nF: all\nG: most\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: most\nD: the smaller part\nE: some\nF: all\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: the smaller part\nE: almost none\nF: most\nG: some\nH: almost all\nI: all\nAnswer:']"
15,data/images/quantifier/test_15.png,"[['a'], ['the smaller part'], ['there are more than half a dozen animals in the image'], ['none'], ['none']]","[{'a': 'most', 'b': 'all', 'c': 'almost all', 'd': 'none', 'e': 'the smaller part', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'many'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'the smaller part'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'few', 'g': 'most', 'h': 'all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'many', 'c': 'most', 'd': 'the smaller part', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'all', 'i': 'almost all'}, {'a': 'some', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost all\nD: none\nE: the smaller part\nF: some\nG: almost none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: many\nE: almost all\nF: almost none\nG: none\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: some\nE: almost all\nF: few\nG: most\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: the smaller part\nE: almost none\nF: none\nG: few\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: the smaller part\nD: all\nE: almost none\nF: many\nG: most\nH: almost all\nI: few\nAnswer:']"
30,data/images/quantifier/test_30.png,"[['f'], ['2'], ['d'], ['none'], ['d']]","[{'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'none', 'h': 'many', 'i': 'some'}, {'a': 'none', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'the smaller part', 'f': 'almost all', 'g': 'few', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'many', 'f': 'almost all', 'g': 'almost none', 'h': 'all', 'i': 'most'}, {'a': 'some', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'all', 'f': 'almost all', 'g': 'almost none', 'h': 'few', 'i': 'most'}, {'a': 'many', 'b': 'almost all', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: the smaller part\nE: most\nF: all\nG: none\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: most\nD: all\nE: the smaller part\nF: almost all\nG: few\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: the smaller part\nD: none\nE: many\nF: almost all\nG: almost none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: none\nD: the smaller part\nE: all\nF: almost all\nG: almost none\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: all\nD: few\nE: the smaller part\nF: almost none\nG: some\nH: most\nI: none\nAnswer:']"
158,data/images/quantifier/test_158.png,"[['d'], ['a'], [''], ['a, all'], ['e']]","[{'a': 'many', 'b': 'few', 'c': 'most', 'd': 'all', 'e': 'none', 'f': 'almost none', 'g': 'some', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'almost none', 'b': 'all', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'the smaller part'}, {'a': 'most', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'the smaller part', 'f': 'almost none', 'g': 'few', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: most\nD: all\nE: none\nF: almost none\nG: some\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: some\nD: most\nE: almost all\nF: none\nG: few\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: many\nD: some\nE: the smaller part\nF: almost none\nG: few\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: some\nE: most\nF: few\nG: many\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: none\nE: few\nF: almost none\nG: almost all\nH: the smaller part\nI: most\nAnswer:']"
128,data/images/quantifier/test_128.png,"[['i'], ['bthe problem with this idea is that the time it would take to do that would result in'], ['d'], ['the smaller part'], ['']]","[{'a': 'some', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'most', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'many'}, {'a': 'almost all', 'b': 'none', 'c': 'the smaller part', 'd': 'many', 'e': 'few', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'some', 'g': 'few', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost all', 'b': 'few', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'most', 'h': 'many', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'none', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: few\nD: none\nE: most\nF: all\nG: almost all\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: the smaller part\nD: many\nE: few\nF: almost none\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: many\nE: most\nF: some\nG: few\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: almost none\nD: all\nE: the smaller part\nF: none\nG: most\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: few\nE: almost all\nF: the smaller part\nG: almost none\nH: most\nI: many\nAnswer:']"
115,data/images/quantifier/test_115.png,"[['c'], [''], ['""a""'], ['c'], ['g']]","[{'a': 'almost all', 'b': 'few', 'c': 'some', 'd': 'all', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'many', 'e': 'the smaller part', 'f': 'all', 'g': 'none', 'h': 'almost all', 'i': 'almost none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'all', 'd': 'most', 'e': 'almost all', 'f': 'few', 'g': 'none', 'h': 'some', 'i': 'many'}, {'a': 'most', 'b': 'many', 'c': 'all', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'few', 'd': 'almost all', 'e': 'some', 'f': 'many', 'g': 'all', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: some\nD: all\nE: none\nF: most\nG: almost none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: many\nE: the smaller part\nF: all\nG: none\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: all\nD: most\nE: almost all\nF: few\nG: none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: all\nD: few\nE: almost all\nF: the smaller part\nG: some\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: few\nD: almost all\nE: some\nF: many\nG: all\nH: the smaller part\nI: none\nAnswer:']"
1776,data/images/quantifier/test_1776.png,"[['4'], ['none, most'], ['i'], ['c'], ['g']]","[{'a': 'all', 'b': 'many', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'all', 'b': 'few', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'some', 'g': 'almost all', 'h': 'most', 'i': 'many'}, {'a': 'almost all', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'some', 'f': 'none', 'g': 'the smaller part', 'h': 'almost none', 'i': 'few'}, {'a': 'few', 'b': 'most', 'c': 'none', 'd': 'the smaller part', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'many', 'i': 'all'}, {'a': 'most', 'b': 'almost all', 'c': 'some', 'd': 'the smaller part', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: most\nD: almost all\nE: few\nF: some\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: the smaller part\nD: none\nE: almost none\nF: some\nG: almost all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: all\nD: most\nE: some\nF: none\nG: the smaller part\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: none\nD: the smaller part\nE: almost all\nF: almost none\nG: some\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: some\nD: the smaller part\nE: almost none\nF: none\nG: few\nH: many\nI: all\nAnswer:']"
1633,data/images/quantifier/test_1633.png,"[[''], [''], ['many animals'], ['a'], ['d']]","[{'a': 'most', 'b': 'many', 'c': 'none', 'd': 'almost none', 'e': 'some', 'f': 'few', 'g': 'almost all', 'h': 'the smaller part', 'i': 'all'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'none', 'b': 'almost none', 'c': 'few', 'd': 'the smaller part', 'e': 'some', 'f': 'all', 'g': 'almost all', 'h': 'many', 'i': 'most'}, {'a': 'almost none', 'b': 'almost all', 'c': 'some', 'd': 'most', 'e': 'all', 'f': 'many', 'g': 'none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'many', 'b': 'the smaller part', 'c': 'almost none', 'd': 'most', 'e': 'none', 'f': 'some', 'g': 'all', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: none\nD: almost none\nE: some\nF: few\nG: almost all\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: all\nE: the smaller part\nF: few\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: few\nD: the smaller part\nE: some\nF: all\nG: almost all\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: some\nD: most\nE: all\nF: many\nG: none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost none\nD: most\nE: none\nF: some\nG: all\nH: almost all\nI: few\nAnswer:']"
1721,data/images/quantifier/test_1721.png,"[['many'], ['b'], ['g'], ['i'], ['a is correct']]","[{'a': 'some', 'b': 'almost none', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'most', 'i': 'few'}, {'a': 'most', 'b': 'many', 'c': 'all', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'the smaller part', 'h': 'almost none', 'i': 'almost all'}, {'a': 'most', 'b': 'many', 'c': 'the smaller part', 'd': 'all', 'e': 'almost none', 'f': 'almost all', 'g': 'none', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'some', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: all\nD: the smaller part\nE: none\nF: almost all\nG: many\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: all\nD: some\nE: few\nF: none\nG: the smaller part\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: the smaller part\nD: all\nE: almost none\nF: almost all\nG: none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost all\nD: some\nE: all\nF: almost none\nG: most\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: few\nD: none\nE: all\nF: almost none\nG: most\nH: some\nI: the smaller part\nAnswer:']"
1780,data/images/quantifier/test_1780.png,"[['g'], [''], ['c'], ['h'], ['d, with many']]","[{'a': 'almost none', 'b': 'few', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'many', 'h': 'none', 'i': 'almost all'}, {'a': 'most', 'b': 'many', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'some', 'h': 'few', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'many', 'd': 'none', 'e': 'most', 'f': 'almost all', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'many', 'f': 'almost none', 'g': 'almost all', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'almost all', 'c': 'almost none', 'd': 'many', 'e': 'few', 'f': 'most', 'g': 'none', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: the smaller part\nD: most\nE: some\nF: all\nG: many\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: none\nD: almost all\nE: the smaller part\nF: almost none\nG: some\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: many\nD: none\nE: most\nF: almost all\nG: all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: the smaller part\nD: all\nE: many\nF: almost none\nG: almost all\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: almost none\nD: many\nE: few\nF: most\nG: none\nH: some\nI: the smaller part\nAnswer:']"
