index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['all', 'many', 'many', 'the smaller part', 'some']"
30,data/images/quantifier/test_30.png,"['most', 'all', 'all', 'many', 'many']"
115,data/images/quantifier/test_115.png,"['almost none', 'few', 'most', 'some', 'almost all']"
1014,data/images/quantifier/test_1014.png,"['all', 'almost none', 'the smaller part', 'the smaller part', 'most']"
938,data/images/quantifier/test_938.png,"['none', 'the smaller part', 'none', 'almost all', 'all']"
863,data/images/quantifier/test_863.png,"['none', 'almost none', 'almost all', 'almost none', 'none']"
615,data/images/quantifier/test_615.png,"['some', 'some', 'most', 'all', 'none']"
474,data/images/quantifier/test_474.png,"['the smaller part', 'most', 'few', 'almost none', 'almost all']"
212,data/images/quantifier/test_212.png,"['many', 'few', 'few', 'the smaller part', 'the smaller part']"
260,data/images/quantifier/test_260.png,"['all', 'none', 'many', 'some', 'all']"
303,data/images/quantifier/test_303.png,"['most', 'none', 'the smaller part', 'most', 'some']"
394,data/images/quantifier/test_394.png,"['all', 'the smaller part', 'many', 'all', 'almost none']"
2211,data/images/quantifier/test_2211.png,"['none', 'some', 'many', 'all', 'the smaller part']"
2201,data/images/quantifier/test_2201.png,"['all', 'most', 'none', 'most', 'none']"
1255,data/images/quantifier/test_1255.png,"['almost none', 'none', 'most', 'all', 'some']"
2557,data/images/quantifier/test_2557.png,"['all', 'many', 'some', 'many', 'all']"
2592,data/images/quantifier/test_2592.png,"['almost none', 'all', 'many', 'most', 'almost all']"
2031,data/images/quantifier/test_2031.png,"['none', 'many', 'all', 'many', 'few']"
2135,data/images/quantifier/test_2135.png,"['none', 'few', 'none', 'few', 'many']"
1486,data/images/quantifier/test_1486.png,"['some', 'most', 'few', 'few', 'some']"
2658,data/images/quantifier/test_2658.png,"['most', 'most', 'none', 'almost all', 'few']"
1982,data/images/quantifier/test_1982.png,"['the smaller part', 'all', 'all', 'some', 'almost none']"
2893,data/images/quantifier/test_2893.png,"['all', 'many', 'the smaller part', 'the smaller part', 'none']"
2892,data/images/quantifier/test_2892.png,"['few', 'none', 'some', 'most', 'all']"
2945,data/images/quantifier/test_2945.png,"['none', 'all', 'few', 'most', 'many']"
3157,data/images/quantifier/test_3157.png,"['some', 'many', 'most', 'some', 'many']"
3184,data/images/quantifier/test_3184.png,"['few', 'many', 'some', 'the smaller part', 'none']"
3110,data/images/quantifier/test_3110.png,"['the smaller part', 'some', 'many', 'some', 'many']"
3310,data/images/quantifier/test_3310.png,"['the smaller part', 'few', 'the smaller part', 'none', 'many']"
3348,data/images/quantifier/test_3348.png,"['none', 'many', 'some', 'many', 'almost all']"
