index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['none', 'none', 'few', 'almost none', 'most']"
30,data/images/quantifier/test_30.png,"['none', 'many', 'all', 'almost none', 'most']"
158,data/images/quantifier/test_158.png,"['some', 'almost all', 'almost all', 'most', 'all']"
128,data/images/quantifier/test_128.png,"['most', 'many', 'almost none', 'all', 'the smaller part']"
1633,data/images/quantifier/test_1633.png,"['the smaller part', 'all', 'none', 'none', 'most']"
1721,data/images/quantifier/test_1721.png,"['all', 'many', 'almost none', 'all', 'the smaller part']"
1780,data/images/quantifier/test_1780.png,"['none', 'none', 'almost none', 'most', 'the smaller part']"
1735,data/images/quantifier/test_1735.png,"['some', 'the smaller part', 'some', 'most', 'the smaller part']"
1160,data/images/quantifier/test_1160.png,"['few', 'almost none', 'all', 'the smaller part', 'all']"
1109,data/images/quantifier/test_1109.png,"['almost none', 'some', 'all', 'all', 'all']"
938,data/images/quantifier/test_938.png,"['none', 'the smaller part', 'many', 'some', 'almost all']"
863,data/images/quantifier/test_863.png,"['many', 'some', 'the smaller part', 'none', 'many']"
934,data/images/quantifier/test_934.png,"['many', 'none', 'the smaller part', 'the smaller part', 'almost none']"
932,data/images/quantifier/test_932.png,"['almost none', 'few', 'all', 'many', 'some']"
711,data/images/quantifier/test_711.png,"['most', 'none', 'the smaller part', 'some', 'most']"
793,data/images/quantifier/test_793.png,"['all', 'some', 'the smaller part', 'many', 'all']"
615,data/images/quantifier/test_615.png,"['all', 'almost all', 'almost all', 'some', 'many']"
558,data/images/quantifier/test_558.png,"['almost none', 'few', 'all', 'few', 'some']"
512,data/images/quantifier/test_512.png,"['none', 'none', 'almost all', 'all', 'most']"
487,data/images/quantifier/test_487.png,"['almost all', 'almost all', 'some', 'all', 'all']"
492,data/images/quantifier/test_492.png,"['none', 'none', 'most', 'few', 'all']"
384,data/images/quantifier/test_384.png,"['most', 'all', 'some', 'some', 'many']"
303,data/images/quantifier/test_303.png,"['many', 'almost all', 'few', 'most', 'almost none']"
2301,data/images/quantifier/test_2301.png,"['few', 'many', 'none', 'some', 'all']"
2243,data/images/quantifier/test_2243.png,"['the smaller part', 'most', 'the smaller part', 'all', 'almost all']"
2290,data/images/quantifier/test_2290.png,"['some', 'none', 'none', 'some', 'all']"
2201,data/images/quantifier/test_2201.png,"['few', 'many', 'all', 'some', 'all']"
1255,data/images/quantifier/test_1255.png,"['the smaller part', 'many', 'none', 'few', 'some']"
1341,data/images/quantifier/test_1341.png,"['some', 'the smaller part', 'all', 'almost all', 'all']"
1294,data/images/quantifier/test_1294.png,"['almost none', 'none', 'almost none', 'most', 'none']"
2557,data/images/quantifier/test_2557.png,"['some', 'the smaller part', 'all', 'all', 'none']"
2567,data/images/quantifier/test_2567.png,"['none', 'all', 'few', 'none', 'most']"
2472,data/images/quantifier/test_2472.png,"['the smaller part', 'most', 'few', 'almost none', 'almost none']"
2111,data/images/quantifier/test_2111.png,"['all', 'all', 'all', 'the smaller part', 'all']"
2019,data/images/quantifier/test_2019.png,"['almost none', 'all', 'the smaller part', 'none', 'most']"
2137,data/images/quantifier/test_2137.png,"['many', 'almost none', 'all', 'almost none', 'all']"
1486,data/images/quantifier/test_1486.png,"['some', 'some', 'many', 'all', 'most']"
1502,data/images/quantifier/test_1502.png,"['some', 'the smaller part', 'most', 'few', 'the smaller part']"
2658,data/images/quantifier/test_2658.png,"['many', 'most', 'none', 'none', 'all']"
2632,data/images/quantifier/test_2632.png,"['the smaller part', 'many', 'many', 'few', 'almost all']"
2789,data/images/quantifier/test_2789.png,"['none', 'most', 'almost none', 'none', 'few']"
2731,data/images/quantifier/test_2731.png,"['almost none', 'many', 'almost all', 'many', 'many']"
1982,data/images/quantifier/test_1982.png,"['none', 'all', 'some', 'all', 'few']"
1878,data/images/quantifier/test_1878.png,"['all', 'most', 'many', 'all', 'the smaller part']"
1947,data/images/quantifier/test_1947.png,"['none', 'almost none', 'almost all', 'the smaller part', 'most']"
2817,data/images/quantifier/test_2817.png,"['many', 'most', 'some', 'some', 'none']"
3184,data/images/quantifier/test_3184.png,"['almost all', 'few', 'almost none', 'all', 'none']"
3110,data/images/quantifier/test_3110.png,"['none', 'none', 'almost all', 'none', 'most']"
3004,data/images/quantifier/test_3004.png,"['none', 'few', 'all', 'all', 'none']"
3310,data/images/quantifier/test_3310.png,"['none', 'most', 'almost all', 'few', 'some']"
3327,data/images/quantifier/test_3327.png,"['all', 'all', 'most', 'most', 'almost none']"
3249,data/images/quantifier/test_3249.png,"['the smaller part', 'none', 'some', 'none', 'almost all']"
