index,image,blip2_filtered_output
158,data/images/quantifier/test_158.png,"['some', 'almost none', 'most', 'few', 'few']"
128,data/images/quantifier/test_128.png,"['few', 'some', 'all', 'most', 'none']"
1776,data/images/quantifier/test_1776.png,"['few', 'all', 'almost none', 'most', 'almost all']"
1633,data/images/quantifier/test_1633.png,"['none', 'the smaller part', 'almost none', 'some', 'few']"
1160,data/images/quantifier/test_1160.png,"['almost all', 'most', 'almost none', 'all', 'all']"
1014,data/images/quantifier/test_1014.png,"['none', 'many', 'all', 'none', 'almost none']"
1109,data/images/quantifier/test_1109.png,"['some', 'all', 'the smaller part', 'most', 'the smaller part']"
1019,data/images/quantifier/test_1019.png,"['almost none', 'none', 'the smaller part', 'none', 'none']"
1122,data/images/quantifier/test_1122.png,"['many', 'some', 'the smaller part', 'none', 'the smaller part']"
1166,data/images/quantifier/test_1166.png,"['the smaller part', 'most', 'almost none', 'some', 'most']"
870,data/images/quantifier/test_870.png,"['none', 'all', 'many', 'all', 'almost all']"
934,data/images/quantifier/test_934.png,"['none', 'all', 'some', 'the smaller part', 'most']"
866,data/images/quantifier/test_866.png,"['none', 'none', 'all', 'few', 'the smaller part']"
474,data/images/quantifier/test_474.png,"['none', 'all', 'all', 'some', 'most']"
558,data/images/quantifier/test_558.png,"['all', 'none', 'all', 'none', 'almost none']"
487,data/images/quantifier/test_487.png,"['the smaller part', 'many', 'the smaller part', 'some', 'almost all']"
212,data/images/quantifier/test_212.png,"['all', 'almost all', 'almost all', 'almost all', 'few']"
2301,data/images/quantifier/test_2301.png,"['almost all', 'the smaller part', 'the smaller part', 'all', 'few']"
2201,data/images/quantifier/test_2201.png,"['some', 'the smaller part', 'the smaller part', 'almost none', 'none']"
1255,data/images/quantifier/test_1255.png,"['almost none', 'many', 'many', 'almost all', 'the smaller part']"
1204,data/images/quantifier/test_1204.png,"['almost none', 'none', 'most', 'none', 'many']"
1302,data/images/quantifier/test_1302.png,"['all', 'most', 'none', 'all', 'all']"
2515,data/images/quantifier/test_2515.png,"['the smaller part', 'almost none', 'none', 'most', 'all']"
2487,data/images/quantifier/test_2487.png,"['almost all', 'almost all', 'some', 'all', 'many']"
2054,data/images/quantifier/test_2054.png,"['few', 'some', 'almost none', 'some', 'few']"
2111,data/images/quantifier/test_2111.png,"['all', 'none', 'most', 'the smaller part', 'all']"
1502,data/images/quantifier/test_1502.png,"['all', 'almost none', 'most', 'the smaller part', 'the smaller part']"
2632,data/images/quantifier/test_2632.png,"['most', 'almost none', 'almost all', 'some', 'many']"
1878,data/images/quantifier/test_1878.png,"['the smaller part', 'most', 'none', 'none', 'few']"
1912,data/images/quantifier/test_1912.png,"['all', 'none', 'some', 'none', 'all']"
1858,data/images/quantifier/test_1858.png,"['none', 'none', 'many', 'few', 'almost none']"
1965,data/images/quantifier/test_1965.png,"['most', 'some', 'many', 'few', 'the smaller part']"
2945,data/images/quantifier/test_2945.png,"['none', 'none', 'almost none', 'some', 'the smaller part']"
2883,data/images/quantifier/test_2883.png,"['almost none', 'most', 'many', 'all', 'most']"
2817,data/images/quantifier/test_2817.png,"['all', 'all', 'few', 'none', 'all']"
3157,data/images/quantifier/test_3157.png,"['most', 'most', 'some', 'none', 'many']"
3184,data/images/quantifier/test_3184.png,"['most', 'all', 'the smaller part', 'most', 'the smaller part']"
3004,data/images/quantifier/test_3004.png,"['the smaller part', 'most', 'none', 'some', 'all']"
