index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['all', 'all', 'the smaller part', 'most', 'none']"
30,data/images/quantifier/test_30.png,"['the smaller part', 'many', 'some', 'some', 'almost none']"
158,data/images/quantifier/test_158.png,"['most', 'all', 'none', 'most', 'the smaller part']"
128,data/images/quantifier/test_128.png,"['many', 'none', 'most', 'none', 'few']"
1702,data/images/quantifier/test_1702.png,"['almost none', 'all', 'all', 'some', 'all']"
1160,data/images/quantifier/test_1160.png,"['many', 'many', 'all', 'none', 'all']"
1014,data/images/quantifier/test_1014.png,"['some', 'almost all', 'many', 'all', 'almost all']"
1019,data/images/quantifier/test_1019.png,"['the smaller part', 'some', 'none', 'none', 'most']"
1166,data/images/quantifier/test_1166.png,"['almost all', 'none', 'many', 'the smaller part', 'the smaller part']"
938,data/images/quantifier/test_938.png,"['some', 'almost none', 'few', 'some', 'almost all']"
870,data/images/quantifier/test_870.png,"['the smaller part', 'almost all', 'few', 'the smaller part', 'the smaller part']"
863,data/images/quantifier/test_863.png,"['many', 'almost all', 'all', 'the smaller part', 'the smaller part']"
866,data/images/quantifier/test_866.png,"['few', 'most', 'all', 'many', 'all']"
737,data/images/quantifier/test_737.png,"['some', 'the smaller part', 'many', 'all', 'many']"
474,data/images/quantifier/test_474.png,"['none', 'some', 'almost none', 'almost all', 'few']"
487,data/images/quantifier/test_487.png,"['none', 'most', 'most', 'none', 'all']"
492,data/images/quantifier/test_492.png,"['the smaller part', 'the smaller part', 'the smaller part', 'all', 'almost all']"
212,data/images/quantifier/test_212.png,"['almost none', 'the smaller part', 'none', 'all', 'none']"
326,data/images/quantifier/test_326.png,"['almost all', 'many', 'some', 'few', 'few']"
2211,data/images/quantifier/test_2211.png,"['the smaller part', 'most', 'many', 'all', 'none']"
2229,data/images/quantifier/test_2229.png,"['many', 'many', 'all', 'some', 'almost none']"
2301,data/images/quantifier/test_2301.png,"['some', 'most', 'the smaller part', 'the smaller part', 'all']"
2290,data/images/quantifier/test_2290.png,"['the smaller part', 'none', 'none', 'none', 'many']"
2201,data/images/quantifier/test_2201.png,"['all', 'the smaller part', 'many', 'all', 'most']"
1204,data/images/quantifier/test_1204.png,"['none', 'none', 'some', 'almost none', 'many']"
1302,data/images/quantifier/test_1302.png,"['few', 'all', 'the smaller part', 'many', 'none']"
2515,data/images/quantifier/test_2515.png,"['none', 'most', 'all', 'most', 'all']"
2592,data/images/quantifier/test_2592.png,"['the smaller part', 'almost all', 'all', 'some', 'some']"
2567,data/images/quantifier/test_2567.png,"['the smaller part', 'none', 'some', 'the smaller part', 'almost none']"
2054,data/images/quantifier/test_2054.png,"['almost none', 'some', 'all', 'all', 'almost none']"
1502,data/images/quantifier/test_1502.png,"['almost all', 'the smaller part', 'all', 'the smaller part', 'the smaller part']"
1554,data/images/quantifier/test_1554.png,"['the smaller part', 'some', 'all', 'almost all', 'none']"
2632,data/images/quantifier/test_2632.png,"['all', 'some', 'some', 'few', 'many']"
2789,data/images/quantifier/test_2789.png,"['the smaller part', 'the smaller part', 'all', 'most', 'none']"
2655,data/images/quantifier/test_2655.png,"['all', 'most', 'the smaller part', 'almost all', 'most']"
2603,data/images/quantifier/test_2603.png,"['all', 'none', 'the smaller part', 'none', 'most']"
2731,data/images/quantifier/test_2731.png,"['almost none', 'some', 'none', 'the smaller part', 'all']"
1982,data/images/quantifier/test_1982.png,"['all', 'none', 'few', 'all', 'almost none']"
2893,data/images/quantifier/test_2893.png,"['some', 'some', 'almost none', 'none', 'the smaller part']"
2945,data/images/quantifier/test_2945.png,"['almost none', 'some', 'all', 'many', 'none']"
2883,data/images/quantifier/test_2883.png,"['none', 'all', 'none', 'all', 'all']"
3145,data/images/quantifier/test_3145.png,"['some', 'few', 'few', 'many', 'many']"
3184,data/images/quantifier/test_3184.png,"['few', 'most', 'most', 'some', 'the smaller part']"
3110,data/images/quantifier/test_3110.png,"['the smaller part', 'many', 'many', 'some', 'most']"
3004,data/images/quantifier/test_3004.png,"['few', 'almost none', 'the smaller part', 'none', 'the smaller part']"
3310,data/images/quantifier/test_3310.png,"['none', 'some', 'almost all', 'all', 'some']"
3327,data/images/quantifier/test_3327.png,"['most', 'many', 'all', 'almost all', 'the smaller part']"
3249,data/images/quantifier/test_3249.png,"['the smaller part', 'some', 'all', 'most', 'some']"
3353,data/images/quantifier/test_3353.png,"['few', 'all', 'few', 'some', 'few']"
3268,data/images/quantifier/test_3268.png,"['all', 'none', 'some', 'all', 'none']"
