index,image,blip2_filtered_output
15,data/images/quantifier/test_15.png,"['some', 'the smaller part', 'the smaller part', 'some', 'the smaller part']"
30,data/images/quantifier/test_30.png,"['almost all', 'almost none', 'many', 'few', 'the smaller part']"
158,data/images/quantifier/test_158.png,"['the smaller part', 'the smaller part', 'most', 'none', 'all']"
115,data/images/quantifier/test_115.png,"['some', 'all', 'none', 'many', 'the smaller part']"
1780,data/images/quantifier/test_1780.png,"['all', 'almost all', 'most', 'some', 'none']"
1160,data/images/quantifier/test_1160.png,"['almost none', 'all', 'none', 'none', 'none']"
1014,data/images/quantifier/test_1014.png,"['few', 'almost none', 'most', 'almost none', 'many']"
1019,data/images/quantifier/test_1019.png,"['some', 'all', 'the smaller part', 'many', 'some']"
1166,data/images/quantifier/test_1166.png,"['almost none', 'most', 'most', 'many', 'many']"
863,data/images/quantifier/test_863.png,"['few', 'some', 'most', 'few', 'almost all']"
934,data/images/quantifier/test_934.png,"['none', 'none', 'the smaller part', 'most', 'almost none']"
711,data/images/quantifier/test_711.png,"['none', 'most', 'none', 'many', 'none']"
737,data/images/quantifier/test_737.png,"['the smaller part', 'none', 'the smaller part', 'all', 'some']"
512,data/images/quantifier/test_512.png,"['most', 'the smaller part', 'almost none', 'the smaller part', 'all']"
507,data/images/quantifier/test_507.png,"['the smaller part', 'all', 'some', 'many', 'some']"
212,data/images/quantifier/test_212.png,"['none', 'all', 'the smaller part', 'the smaller part', 'some']"
326,data/images/quantifier/test_326.png,"['most', 'many', 'almost all', 'all', 'almost all']"
2243,data/images/quantifier/test_2243.png,"['all', 'most', 'none', 'all', 'none']"
2290,data/images/quantifier/test_2290.png,"['all', 'all', 'none', 'most', 'all']"
2201,data/images/quantifier/test_2201.png,"['most', 'the smaller part', 'many', 'none', 'few']"
1341,data/images/quantifier/test_1341.png,"['many', 'none', 'all', 'all', 'almost all']"
1204,data/images/quantifier/test_1204.png,"['all', 'many', 'none', 'many', 'all']"
1272,data/images/quantifier/test_1272.png,"['all', 'almost all', 'few', 'all', 'some']"
2592,data/images/quantifier/test_2592.png,"['some', 'few', 'all', 'almost none', 'almost none']"
2054,data/images/quantifier/test_2054.png,"['many', 'many', 'few', 'none', 'none']"
2111,data/images/quantifier/test_2111.png,"['none', 'the smaller part', 'none', 'most', 'the smaller part']"
1499,data/images/quantifier/test_1499.png,"['all', 'none', 'some', 'some', 'all']"
1502,data/images/quantifier/test_1502.png,"['some', 'many', 'most', 'almost all', 'most']"
2658,data/images/quantifier/test_2658.png,"['few', 'almost none', 'almost all', 'all', 'all']"
2632,data/images/quantifier/test_2632.png,"['the smaller part', 'most', 'many', 'all', 'none']"
2655,data/images/quantifier/test_2655.png,"['some', 'some', 'none', 'none', 'none']"
1878,data/images/quantifier/test_1878.png,"['all', 'none', 'most', 'few', 'none']"
1947,data/images/quantifier/test_1947.png,"['almost all', 'all', 'many', 'few', 'none']"
1965,data/images/quantifier/test_1965.png,"['few', 'the smaller part', 'almost all', 'the smaller part', 'the smaller part']"
2883,data/images/quantifier/test_2883.png,"['few', 'almost all', 'few', 'all', 'most']"
2985,data/images/quantifier/test_2985.png,"['many', 'the smaller part', 'none', 'most', 'many']"
2817,data/images/quantifier/test_2817.png,"['none', 'some', 'almost none', 'all', 'almost none']"
3145,data/images/quantifier/test_3145.png,"['many', 'the smaller part', 'all', 'almost none', 'none']"
3184,data/images/quantifier/test_3184.png,"['almost all', 'the smaller part', 'almost all', 'none', 'none']"
3310,data/images/quantifier/test_3310.png,"['none', 'most', 'few', 'none', 'most']"
3327,data/images/quantifier/test_3327.png,"['some', 'almost none', 'some', 'many', 'many']"
