index,image_file,blip2_output,shuffled_options,prompted_questions
2,data/images/quantifier/test_2.png,"[['a'], ['all'], ['a'], ['there are almost all the animals in the image'], ['all']]","[{'a': 'almost all', 'b': 'few', 'c': 'almost none', 'd': 'some', 'e': 'the smaller part', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'none'}, {'a': 'almost none', 'b': 'some', 'c': 'the smaller part', 'd': 'many', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'all', 'i': 'almost all'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'few', 'b': 'almost all', 'c': 'most', 'd': 'the smaller part', 'e': 'many', 'f': 'all', 'g': 'none', 'h': 'almost none', 'i': 'some'}, {'a': 'none', 'b': 'many', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: almost none\nD: some\nE: the smaller part\nF: all\nG: most\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: the smaller part\nD: many\nE: most\nF: few\nG: none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: none\nD: most\nE: few\nF: almost all\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: most\nD: the smaller part\nE: many\nF: all\nG: none\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: some\nD: most\nE: almost all\nF: almost none\nG: all\nH: few\nI: the smaller part\nAnswer:']"
5,data/images/quantifier/test_5.png,"[['e'], ['there are several animals in the image'], ['none'], ['c'], ['c']]","[{'a': 'few', 'b': 'almost all', 'c': 'most', 'd': 'the smaller part', 'e': 'almost none', 'f': 'none', 'g': 'all', 'h': 'some', 'i': 'many'}, {'a': 'many', 'b': 'some', 'c': 'almost none', 'd': 'most', 'e': 'few', 'f': 'the smaller part', 'g': 'almost all', 'h': 'all', 'i': 'none'}, {'a': 'most', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'none', 'i': 'almost none'}, {'a': 'most', 'b': 'some', 'c': 'all', 'd': 'none', 'e': 'many', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'some', 'b': 'few', 'c': 'all', 'd': 'none', 'e': 'almost all', 'f': 'the smaller part', 'g': 'many', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: most\nD: the smaller part\nE: almost none\nF: none\nG: all\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost none\nD: most\nE: few\nF: the smaller part\nG: almost all\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: few\nD: almost all\nE: all\nF: the smaller part\nG: many\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: all\nD: none\nE: many\nF: the smaller part\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: all\nD: none\nE: almost all\nF: the smaller part\nG: many\nH: almost none\nI: most\nAnswer:']"
13,data/images/quantifier/test_13.png,"[['some'], ['a, c'], ['a'], ['c'], ['g']]","[{'a': 'all', 'b': 'most', 'c': 'few', 'd': 'none', 'e': 'almost all', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'many'}, {'a': 'many', 'b': 'few', 'c': 'almost none', 'd': 'the smaller part', 'e': 'most', 'f': 'some', 'g': 'none', 'h': 'all', 'i': 'almost all'}, {'a': 'few', 'b': 'all', 'c': 'almost all', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'almost none', 'b': 'all', 'c': 'some', 'd': 'the smaller part', 'e': 'few', 'f': 'many', 'g': 'most', 'h': 'none', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'some', 'd': 'few', 'e': 'almost all', 'f': 'many', 'g': 'all', 'h': 'none', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: few\nD: none\nE: almost all\nF: some\nG: the smaller part\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: almost none\nD: the smaller part\nE: most\nF: some\nG: none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost all\nD: most\nE: some\nF: almost none\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: some\nD: the smaller part\nE: few\nF: many\nG: most\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: some\nD: few\nE: almost all\nF: many\nG: all\nH: none\nI: almost none\nAnswer:']"
16,data/images/quantifier/test_16.png,"[['all'], ['there are'], ['d'], ['a,b'], ['d']]","[{'a': 'most', 'b': 'none', 'c': 'many', 'd': 'almost none', 'e': 'almost all', 'f': 'some', 'g': 'all', 'h': 'few', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'the smaller part', 'f': 'some', 'g': 'many', 'h': 'none', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'many', 'b': 'the smaller part', 'c': 'most', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'almost all', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'some', 'e': 'many', 'f': 'most', 'g': 'few', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: many\nD: almost none\nE: almost all\nF: some\nG: all\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: few\nD: all\nE: the smaller part\nF: some\nG: many\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: almost all\nD: all\nE: none\nF: many\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: most\nD: some\nE: few\nF: none\nG: almost all\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: some\nE: many\nF: most\nG: few\nH: the smaller part\nI: none\nAnswer:']"
20,data/images/quantifier/test_20.png,"[['g'], ['g'], ['c'], ['the smaller part'], ['all']]","[{'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'all', 'e': 'some', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'many'}, {'a': 'some', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}, {'a': 'most', 'b': 'almost all', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'none', 'h': 'some', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'almost none', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: all\nE: some\nF: almost all\nG: few\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: all\nD: many\nE: none\nF: most\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: most\nE: few\nF: almost none\nG: the smaller part\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: many\nD: few\nE: the smaller part\nF: all\nG: none\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: almost none\nE: none\nF: all\nG: most\nH: almost all\nI: few\nAnswer:']"
24,data/images/quantifier/test_24.png,"[['c'], ['almost none'], ['most'], ['a'], ['a']]","[{'a': 'all', 'b': 'few', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'some', 'g': 'most', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'none', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'most', 'b': 'all', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'the smaller part', 'h': 'few', 'i': 'some'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'many', 'e': 'some', 'f': 'most', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'none', 'b': 'most', 'c': 'many', 'd': 'some', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: many\nD: almost none\nE: none\nF: some\nG: most\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: most\nE: few\nF: almost none\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost none\nD: many\nE: almost all\nF: none\nG: the smaller part\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: many\nE: some\nF: most\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: some\nE: almost none\nF: almost all\nG: the smaller part\nH: few\nI: all\nAnswer:']"
25,data/images/quantifier/test_25.png,"[['g'], ['all'], ['all'], ['b'], ['1-4']]","[{'a': 'most', 'b': 'many', 'c': 'all', 'd': 'few', 'e': 'none', 'f': 'some', 'g': 'almost all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'almost all', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'many', 'i': 'almost none'}, {'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'few', 'e': 'the smaller part', 'f': 'many', 'g': 'some', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'some', 'g': 'many', 'h': 'most', 'i': 'almost none'}, {'a': 'none', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: all\nD: few\nE: none\nF: some\nG: almost all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: few\nD: all\nE: the smaller part\nF: some\nG: none\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: few\nE: the smaller part\nF: many\nG: some\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: none\nE: few\nF: some\nG: many\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: many\nD: most\nE: some\nF: almost all\nG: almost none\nH: the smaller part\nI: few\nAnswer:']"
29,data/images/quantifier/test_29.png,"[['a'], ['d'], ['c'], ['g'], ['c']]","[{'a': 'many', 'b': 'few', 'c': 'the smaller part', 'd': 'some', 'e': 'almost all', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'all'}, {'a': 'almost none', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'few', 'b': 'all', 'c': 'the smaller part', 'd': 'almost none', 'e': 'almost all', 'f': 'none', 'g': 'most', 'h': 'some', 'i': 'many'}, {'a': 'most', 'b': 'many', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'most', 'd': 'the smaller part', 'e': 'none', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: the smaller part\nD: some\nE: almost all\nF: almost none\nG: none\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: many\nD: some\nE: few\nF: all\nG: almost all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: the smaller part\nD: almost none\nE: almost all\nF: none\nG: most\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: almost all\nD: the smaller part\nE: almost none\nF: few\nG: some\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: most\nD: the smaller part\nE: none\nF: all\nG: few\nH: many\nI: some\nAnswer:']"
37,data/images/quantifier/test_37.png,"[['most'], [''], [''], ['most'], ['a']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'almost all', 'i': 'most'}, {'a': 'most', 'b': 'the smaller part', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'none', 'h': 'some', 'i': 'almost none'}, {'a': 'most', 'b': 'almost all', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'none'}, {'a': 'many', 'b': 'most', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'almost none', 'g': 'none', 'h': 'almost all', 'i': 'some'}, {'a': 'few', 'b': 'most', 'c': 'none', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'almost none', 'h': 'many', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: all\nD: almost none\nE: many\nF: few\nG: some\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: all\nD: many\nE: few\nF: almost all\nG: none\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: almost none\nD: some\nE: many\nF: the smaller part\nG: all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: all\nD: few\nE: the smaller part\nF: almost none\nG: none\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: none\nD: the smaller part\nE: almost all\nF: all\nG: almost none\nH: many\nI: some\nAnswer:']"
44,data/images/quantifier/test_44.png,"[['a lot'], ['g'], ['all'], ['the smaller part'], ['b']]","[{'a': 'some', 'b': 'almost none', 'c': 'most', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'many', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'most', 'c': 'none', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'almost all', 'd': 'most', 'e': 'some', 'f': 'many', 'g': 'all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'few', 'b': 'none', 'c': 'all', 'd': 'many', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'almost none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: most\nD: the smaller part\nE: none\nF: few\nG: many\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: few\nE: many\nF: most\nG: some\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: none\nD: almost all\nE: some\nF: almost none\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: almost all\nD: most\nE: some\nF: many\nG: all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: all\nD: many\nE: the smaller part\nF: most\nG: some\nH: almost none\nI: almost all\nAnswer:']"
