index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['almost all', 'almost none', 'all', 'some', 'the smaller part']"
15,data/images/quantifier/test_15.png,"['some', 'the smaller part', 'all', 'some', 'all']"
30,data/images/quantifier/test_30.png,"['few', 'all', 'some', 'many', 'almost none']"
128,data/images/quantifier/test_128.png,"['none', 'almost none', 'all', 'all', 'most']"
1633,data/images/quantifier/test_1633.png,"['almost none', 'most', 'the smaller part', 'few', 'all']"
1780,data/images/quantifier/test_1780.png,"['most', 'few', 'few', 'few', 'few']"
1702,data/images/quantifier/test_1702.png,"['most', 'the smaller part', 'the smaller part', 'the smaller part', 'some']"
1735,data/images/quantifier/test_1735.png,"['none', 'the smaller part', 'the smaller part', 'many', 'most']"
1109,data/images/quantifier/test_1109.png,"['all', 'almost all', 'the smaller part', 'almost none', 'some']"
1019,data/images/quantifier/test_1019.png,"['almost all', 'most', 'most', 'none', 'none']"
1122,data/images/quantifier/test_1122.png,"['none', 'the smaller part', 'the smaller part', 'the smaller part', 'few']"
863,data/images/quantifier/test_863.png,"['almost none', 'all', 'almost none', 'many', 'none']"
934,data/images/quantifier/test_934.png,"['none', 'none', 'the smaller part', 'all', 'many']"
793,data/images/quantifier/test_793.png,"['the smaller part', 'almost all', 'almost none', 'all', 'all']"
615,data/images/quantifier/test_615.png,"['some', 'all', 'many', 'some', 'few']"
737,data/images/quantifier/test_737.png,"['many', 'the smaller part', 'some', 'many', 'all']"
474,data/images/quantifier/test_474.png,"['almost all', 'none', 'none', 'some', 'almost none']"
492,data/images/quantifier/test_492.png,"['some', 'the smaller part', 'many', 'few', 'many']"
212,data/images/quantifier/test_212.png,"['all', 'all', 'almost none', 'some', 'none']"
326,data/images/quantifier/test_326.png,"['almost all', 'some', 'many', 'all', 'none']"
303,data/images/quantifier/test_303.png,"['none', 'all', 'few', 'all', 'all']"
2211,data/images/quantifier/test_2211.png,"['all', 'most', 'all', 'all', 'many']"
2229,data/images/quantifier/test_2229.png,"['all', 'none', 'many', 'few', 'the smaller part']"
2243,data/images/quantifier/test_2243.png,"['most', 'few', 'some', 'few', 'most']"
2290,data/images/quantifier/test_2290.png,"['none', 'none', 'the smaller part', 'most', 'the smaller part']"
2201,data/images/quantifier/test_2201.png,"['all', 'the smaller part', 'most', 'none', 'almost all']"
1255,data/images/quantifier/test_1255.png,"['none', 'the smaller part', 'none', 'many', 'some']"
1341,data/images/quantifier/test_1341.png,"['most', 'some', 'almost all', 'few', 'the smaller part']"
1294,data/images/quantifier/test_1294.png,"['almost all', 'none', 'none', 'all', 'almost none']"
1302,data/images/quantifier/test_1302.png,"['most', 'the smaller part', 'all', 'the smaller part', 'all']"
2592,data/images/quantifier/test_2592.png,"['all', 'many', 'few', 'the smaller part', 'almost none']"
2567,data/images/quantifier/test_2567.png,"['the smaller part', 'almost none', 'all', 'almost all', 'many']"
2487,data/images/quantifier/test_2487.png,"['all', 'some', 'the smaller part', 'almost none', 'all']"
2472,data/images/quantifier/test_2472.png,"['many', 'almost none', 'almost none', 'all', 'the smaller part']"
2054,data/images/quantifier/test_2054.png,"['some', 'most', 'many', 'most', 'all']"
2019,data/images/quantifier/test_2019.png,"['the smaller part', 'few', 'none', 'almost none', 'almost all']"
2031,data/images/quantifier/test_2031.png,"['the smaller part', 'some', 'almost none', 'none', 'the smaller part']"
2137,data/images/quantifier/test_2137.png,"['all', 'some', 'most', 'all', 'none']"
2135,data/images/quantifier/test_2135.png,"['all', 'many', 'the smaller part', 'some', 'the smaller part']"
1486,data/images/quantifier/test_1486.png,"['none', 'all', 'none', 'almost none', 'most']"
1554,data/images/quantifier/test_1554.png,"['most', 'few', 'most', 'the smaller part', 'none']"
2658,data/images/quantifier/test_2658.png,"['all', 'most', 'all', 'none', 'the smaller part']"
2632,data/images/quantifier/test_2632.png,"['many', 'many', 'almost none', 'almost all', 'almost all']"
2655,data/images/quantifier/test_2655.png,"['all', 'few', 'almost none', 'few', 'none']"
1912,data/images/quantifier/test_1912.png,"['few', 'all', 'few', 'most', 'none']"
1947,data/images/quantifier/test_1947.png,"['all', 'none', 'some', 'many', 'the smaller part']"
1858,data/images/quantifier/test_1858.png,"['some', 'most', 'the smaller part', 'all', 'almost all']"
1965,data/images/quantifier/test_1965.png,"['many', 'all', 'all', 'most', 'all']"
2893,data/images/quantifier/test_2893.png,"['some', 'all', 'few', 'some', 'almost all']"
2945,data/images/quantifier/test_2945.png,"['few', 'many', 'the smaller part', 'none', 'few']"
2985,data/images/quantifier/test_2985.png,"['none', 'some', 'the smaller part', 'all', 'few']"
3139,data/images/quantifier/test_3139.png,"['the smaller part', 'almost all', 'none', 'many', 'most']"
3145,data/images/quantifier/test_3145.png,"['some', 'the smaller part', 'all', 'the smaller part', 'most']"
3157,data/images/quantifier/test_3157.png,"['the smaller part', 'many', 'almost none', 'none', 'all']"
3184,data/images/quantifier/test_3184.png,"['almost all', 'all', 'many', 'all', 'most']"
3110,data/images/quantifier/test_3110.png,"['most', 'many', 'all', 'few', 'few']"
3310,data/images/quantifier/test_3310.png,"['most', 'the smaller part', 'most', 'all', 'almost all']"
