index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['few', 'almost all', 'none', 'all', 'some']"
15,data/images/quantifier/test_15.png,"['all', 'all', 'some', 'almost none', 'all']"
115,data/images/quantifier/test_115.png,"['some', 'none', 'none', 'none', 'none']"
1721,data/images/quantifier/test_1721.png,"['none', 'some', 'none', 'most', 'the smaller part']"
1019,data/images/quantifier/test_1019.png,"['most', 'almost none', 'some', 'all', 'many']"
1122,data/images/quantifier/test_1122.png,"['many', 'most', 'almost none', 'all', 'almost all']"
938,data/images/quantifier/test_938.png,"['the smaller part', 'some', 'none', 'almost none', 'few']"
863,data/images/quantifier/test_863.png,"['most', 'few', 'many', 'many', 'the smaller part']"
934,data/images/quantifier/test_934.png,"['some', 'almost all', 'all', 'many', 'the smaller part']"
866,data/images/quantifier/test_866.png,"['some', 'some', 'some', 'some', 'the smaller part']"
711,data/images/quantifier/test_711.png,"['all', 'the smaller part', 'none', 'most', 'none']"
780,data/images/quantifier/test_780.png,"['the smaller part', 'all', 'almost none', 'the smaller part', 'all']"
793,data/images/quantifier/test_793.png,"['all', 'the smaller part', 'almost none', 'some', 'the smaller part']"
615,data/images/quantifier/test_615.png,"['few', 'most', 'all', 'some', 'almost all']"
737,data/images/quantifier/test_737.png,"['almost all', 'some', 'many', 'the smaller part', 'the smaller part']"
758,data/images/quantifier/test_758.png,"['the smaller part', 'none', 'almost all', 'many', 'some']"
474,data/images/quantifier/test_474.png,"['some', 'none', 'many', 'many', 'all']"
558,data/images/quantifier/test_558.png,"['the smaller part', 'the smaller part', 'almost none', 'the smaller part', 'most']"
487,data/images/quantifier/test_487.png,"['all', 'all', 'few', 'the smaller part', 'the smaller part']"
507,data/images/quantifier/test_507.png,"['few', 'none', 'all', 'some', 'the smaller part']"
212,data/images/quantifier/test_212.png,"['none', 'almost none', 'none', 'none', 'some']"
260,data/images/quantifier/test_260.png,"['none', 'almost all', 'all', 'almost all', 'none']"
303,data/images/quantifier/test_303.png,"['all', 'many', 'the smaller part', 'none', 'the smaller part']"
2211,data/images/quantifier/test_2211.png,"['many', 'all', 'some', 'all', 'the smaller part']"
2229,data/images/quantifier/test_2229.png,"['most', 'the smaller part', 'some', 'many', 'all']"
2301,data/images/quantifier/test_2301.png,"['the smaller part', 'most', 'the smaller part', 'the smaller part', 'all']"
1204,data/images/quantifier/test_1204.png,"['many', 'almost all', 'the smaller part', 'all', 'all']"
1272,data/images/quantifier/test_1272.png,"['most', 'some', 'some', 'the smaller part', 'all']"
2515,data/images/quantifier/test_2515.png,"['some', 'the smaller part', 'all', 'the smaller part', 'the smaller part']"
2592,data/images/quantifier/test_2592.png,"['none', 'most', 'many', 'some', 'none']"
2487,data/images/quantifier/test_2487.png,"['all', 'none', 'the smaller part', 'none', 'the smaller part']"
2472,data/images/quantifier/test_2472.png,"['almost none', 'many', 'all', 'almost none', 'most']"
2031,data/images/quantifier/test_2031.png,"['the smaller part', 'few', 'none', 'some', 'none']"
1486,data/images/quantifier/test_1486.png,"['few', 'almost all', 'some', 'many', 'none']"
1502,data/images/quantifier/test_1502.png,"['some', 'the smaller part', 'none', 'none', 'none']"
1554,data/images/quantifier/test_1554.png,"['many', 'almost all', 'many', 'none', 'all']"
1493,data/images/quantifier/test_1493.png,"['none', 'many', 'the smaller part', 'almost none', 'many']"
1534,data/images/quantifier/test_1534.png,"['almost all', 'none', 'all', 'almost none', 'none']"
2658,data/images/quantifier/test_2658.png,"['some', 'the smaller part', 'all', 'all', 'many']"
2632,data/images/quantifier/test_2632.png,"['all', 'many', 'all', 'none', 'some']"
2789,data/images/quantifier/test_2789.png,"['some', 'most', 'few', 'all', 'the smaller part']"
2603,data/images/quantifier/test_2603.png,"['all', 'the smaller part', 'few', 'few', 'almost all']"
1912,data/images/quantifier/test_1912.png,"['most', 'some', 'all', 'the smaller part', 'all']"
1947,data/images/quantifier/test_1947.png,"['many', 'all', 'all', 'the smaller part', 'most']"
1965,data/images/quantifier/test_1965.png,"['most', 'the smaller part', 'the smaller part', 'the smaller part', 'all']"
2883,data/images/quantifier/test_2883.png,"['the smaller part', 'few', 'the smaller part', 'many', 'almost all']"
2985,data/images/quantifier/test_2985.png,"['few', 'the smaller part', 'many', 'all', 'few']"
2817,data/images/quantifier/test_2817.png,"['none', 'none', 'most', 'all', 'all']"
3139,data/images/quantifier/test_3139.png,"['most', 'all', 'some', 'all', 'all']"
3004,data/images/quantifier/test_3004.png,"['none', 'all', 'few', 'none', 'the smaller part']"
3310,data/images/quantifier/test_3310.png,"['many', 'almost all', 'almost none', 'all', 'many']"
3268,data/images/quantifier/test_3268.png,"['all', 'none', 'almost none', 'all', 'the smaller part']"
