index,image,blip2_filtered_output
15,data/images/quantifier/test_15.png,"['the smaller part', 'most', 'none', 'none', 'none']"
1721,data/images/quantifier/test_1721.png,"['many', 'many', 'many', 'many', 'none']"
1702,data/images/quantifier/test_1702.png,"['most', 'all', 'most', 'few', 'the smaller part']"
1160,data/images/quantifier/test_1160.png,"['many', 'none', 'all', 'all', 'many']"
1109,data/images/quantifier/test_1109.png,"['many', 'some', 'few', 'the smaller part', 'few']"
1122,data/images/quantifier/test_1122.png,"['all', 'many', 'the smaller part', 'many', 'the smaller part']"
1166,data/images/quantifier/test_1166.png,"['none', 'all', 'none', 'the smaller part', 'none']"
870,data/images/quantifier/test_870.png,"['some', 'none', 'almost none', 'few', 'some']"
934,data/images/quantifier/test_934.png,"['the smaller part', 'almost none', 'all', 'all', 'many']"
758,data/images/quantifier/test_758.png,"['almost all', 'the smaller part', 'the smaller part', 'most', 'few']"
512,data/images/quantifier/test_512.png,"['none', 'none', 'few', 'none', 'most']"
212,data/images/quantifier/test_212.png,"['the smaller part', 'almost all', 'most', 'few', 'most']"
384,data/images/quantifier/test_384.png,"['the smaller part', 'all', 'the smaller part', 'all', 'most']"
394,data/images/quantifier/test_394.png,"['the smaller part', 'some', 'none', 'some', 'none']"
2211,data/images/quantifier/test_2211.png,"['many', 'none', 'some', 'the smaller part', 'almost all']"
2243,data/images/quantifier/test_2243.png,"['few', 'few', 'none', 'all', 'all']"
2201,data/images/quantifier/test_2201.png,"['most', 'few', 'none', 'all', 'all']"
2515,data/images/quantifier/test_2515.png,"['all', 'the smaller part', 'all', 'most', 'all']"
2111,data/images/quantifier/test_2111.png,"['many', 'all', 'some', 'most', 'none']"
2019,data/images/quantifier/test_2019.png,"['few', 'the smaller part', 'most', 'most', 'none']"
2031,data/images/quantifier/test_2031.png,"['the smaller part', 'many', 'all', 'most', 'most']"
1554,data/images/quantifier/test_1554.png,"['few', 'the smaller part', 'the smaller part', 'none', 'few']"
1493,data/images/quantifier/test_1493.png,"['many', 'few', 'all', 'the smaller part', 'none']"
2789,data/images/quantifier/test_2789.png,"['few', 'none', 'few', 'most', 'some']"
2883,data/images/quantifier/test_2883.png,"['almost all', 'none', 'some', 'almost all', 'none']"
3145,data/images/quantifier/test_3145.png,"['some', 'all', 'few', 'almost all', 'all']"
3348,data/images/quantifier/test_3348.png,"['the smaller part', 'none', 'almost none', 'none', 'few']"
3353,data/images/quantifier/test_3353.png,"['some', 'the smaller part', 'the smaller part', 'none', 'none']"
3268,data/images/quantifier/test_3268.png,"['almost all', 'none', 'none', 'the smaller part', 'many']"
