index,image,blip2_output,shuffled_options,prompted_questions
95,data/images/quantifier/test_95.png,"[['there are many different animals'], ['some'], ['many'], ['all animals'], ['i']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'few', 'h': 'some', 'i': 'almost none'}, {'a': 'some', 'b': 'few', 'c': 'most', 'd': 'almost all', 'e': 'all', 'f': 'none', 'g': 'almost none', 'h': 'many', 'i': 'the smaller part'}, {'a': 'some', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'almost all', 'b': 'most', 'c': 'none', 'd': 'the smaller part', 'e': 'few', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'almost none'}, {'a': 'all', 'b': 'almost all', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'many', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: all\nD: many\nE: most\nF: almost all\nG: few\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: most\nD: almost all\nE: all\nF: none\nG: almost none\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: all\nE: none\nF: almost all\nG: few\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: none\nD: the smaller part\nE: few\nF: many\nG: all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: none\nD: some\nE: most\nF: many\nG: almost none\nH: few\nI: the smaller part\nAnswer:']"
15,data/images/quantifier/test_15.png,"[[''], ['g'], ['a'], ['c'], ['a']]","[{'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'none', 'e': 'few', 'f': 'the smaller part', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'almost all', 'b': 'few', 'c': 'most', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'all', 'h': 'the smaller part', 'i': 'none'}, {'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'some'}, {'a': 'almost all', 'b': 'some', 'c': 'the smaller part', 'd': 'many', 'e': 'most', 'f': 'none', 'g': 'all', 'h': 'few', 'i': 'almost none'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'almost all', 'h': 'none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: none\nE: few\nF: the smaller part\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: most\nD: almost none\nE: some\nF: many\nG: all\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: all\nE: almost all\nF: many\nG: most\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: the smaller part\nD: many\nE: most\nF: none\nG: all\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: all\nE: the smaller part\nF: few\nG: almost all\nH: none\nI: most\nAnswer:']"
30,data/images/quantifier/test_30.png,"[['a'], ['many'], ['most'], ['all'], ['h']]","[{'a': 'many', 'b': 'almost none', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'almost all', 'h': 'few', 'i': 'some'}, {'a': 'few', 'b': 'all', 'c': 'almost all', 'd': 'none', 'e': 'some', 'f': 'almost none', 'g': 'the smaller part', 'h': 'many', 'i': 'most'}, {'a': 'many', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'almost none', 'f': 'some', 'g': 'few', 'h': 'most', 'i': 'the smaller part'}, {'a': 'none', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'all', 'f': 'many', 'g': 'some', 'h': 'the smaller part', 'i': 'most'}, {'a': 'some', 'b': 'the smaller part', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'most', 'g': 'none', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: none\nD: the smaller part\nE: most\nF: all\nG: almost all\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost all\nD: none\nE: some\nF: almost none\nG: the smaller part\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: none\nD: almost all\nE: almost none\nF: some\nG: few\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: almost none\nD: few\nE: all\nF: many\nG: some\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: many\nD: almost none\nE: few\nF: most\nG: none\nH: all\nI: almost all\nAnswer:']"
158,data/images/quantifier/test_158.png,"[['many'], ['almost all'], ['a'], ['none'], ['e']]","[{'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'none', 'i': 'almost all'}, {'a': 'many', 'b': 'almost all', 'c': 'few', 'd': 'some', 'e': 'almost none', 'f': 'all', 'g': 'most', 'h': 'none', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'none', 'd': 'many', 'e': 'almost none', 'f': 'few', 'g': 'the smaller part', 'h': 'most', 'i': 'some'}, {'a': 'almost all', 'b': 'few', 'c': 'none', 'd': 'the smaller part', 'e': 'many', 'f': 'all', 'g': 'almost none', 'h': 'most', 'i': 'some'}, {'a': 'most', 'b': 'none', 'c': 'all', 'd': 'almost all', 'e': 'many', 'f': 'few', 'g': 'almost none', 'h': 'the smaller part', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: all\nE: many\nF: few\nG: some\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: few\nD: some\nE: almost none\nF: all\nG: most\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: none\nD: many\nE: almost none\nF: few\nG: the smaller part\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: none\nD: the smaller part\nE: many\nF: all\nG: almost none\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: all\nD: almost all\nE: many\nF: few\nG: almost none\nH: the smaller part\nI: some\nAnswer:']"
128,data/images/quantifier/test_128.png,"[['d'], ['none'], ['e, e, and e'], ['almost all'], ['all']]","[{'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'almost none'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'all', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'few', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'all', 'i': 'none'}, {'a': 'all', 'b': 'many', 'c': 'none', 'd': 'some', 'e': 'almost all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}, {'a': 'few', 'b': 'some', 'c': 'the smaller part', 'd': 'most', 'e': 'all', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: the smaller part\nE: none\nF: few\nG: many\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost none\nD: most\nE: almost all\nF: few\nG: many\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: few\nE: many\nF: some\nG: almost none\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: none\nD: some\nE: almost all\nF: almost none\nG: the smaller part\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: the smaller part\nD: most\nE: all\nF: almost all\nG: many\nH: almost none\nI: none\nAnswer:']"
115,data/images/quantifier/test_115.png,"[['some'], ['b'], ['g, there are a few animals'], ['b'], ['c']]","[{'a': 'many', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'most', 'i': 'almost all'}, {'a': 'some', 'b': 'most', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'the smaller part', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'the smaller part', 'g': 'most', 'h': 'some', 'i': 'many'}, {'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'few', 'g': 'almost none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'the smaller part', 'b': 'most', 'c': 'almost none', 'd': 'many', 'e': 'some', 'f': 'few', 'g': 'all', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: some\nE: almost none\nF: none\nG: the smaller part\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: all\nD: none\nE: few\nF: the smaller part\nG: many\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: none\nE: few\nF: the smaller part\nG: most\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: none\nE: all\nF: few\nG: almost none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: almost none\nD: many\nE: some\nF: few\nG: all\nH: almost all\nI: none\nAnswer:']"
1776,data/images/quantifier/test_1776.png,"[['g'], ['d'], ['a) b) c) d) e) f) g) h) i) j)'], ['there are many animals in the image'], ['a']]","[{'a': 'the smaller part', 'b': 'almost none', 'c': 'few', 'd': 'many', 'e': 'none', 'f': 'almost all', 'g': 'some', 'h': 'most', 'i': 'all'}, {'a': 'most', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'most', 'b': 'almost all', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: few\nD: many\nE: none\nF: almost all\nG: some\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: the smaller part\nD: none\nE: few\nF: almost none\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: almost none\nE: many\nF: some\nG: none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: none\nE: few\nF: almost none\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: all\nD: few\nE: the smaller part\nF: some\nG: almost none\nH: none\nI: many\nAnswer:']"
1633,data/images/quantifier/test_1633.png,"[['a'], ['almost all'], ['h'], ['all correct answer'], ['g']]","[{'a': 'most', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'many', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'all', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'almost none', 'g': 'none', 'h': 'most', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'most', 'i': 'all'}, {'a': 'some', 'b': 'the smaller part', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'few', 'i': 'almost all'}, {'a': 'almost all', 'b': 'some', 'c': 'few', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost none\nD: some\nE: few\nF: almost all\nG: many\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: the smaller part\nD: some\nE: few\nF: almost none\nG: none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: few\nE: almost all\nF: the smaller part\nG: almost none\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: many\nD: almost none\nE: none\nF: all\nG: most\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: few\nD: many\nE: all\nF: the smaller part\nG: most\nH: none\nI: almost none\nAnswer:']"
1721,data/images/quantifier/test_1721.png,"[['b'], [''], ['a'], ['a'], ['all the animals']]","[{'a': 'the smaller part', 'b': 'many', 'c': 'most', 'd': 'almost all', 'e': 'all', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'none'}, {'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'the smaller part', 'h': 'many', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'the smaller part', 'd': 'many', 'e': 'none', 'f': 'almost all', 'g': 'some', 'h': 'few', 'i': 'almost none'}, {'a': 'all', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'the smaller part', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'most'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: most\nD: almost all\nE: all\nF: some\nG: almost none\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: some\nE: all\nF: few\nG: the smaller part\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: the smaller part\nD: many\nE: none\nF: almost all\nG: some\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: almost none\nD: some\nE: the smaller part\nF: almost all\nG: few\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: all\nE: almost all\nF: most\nG: many\nH: the smaller part\nI: almost none\nAnswer:']"
1780,data/images/quantifier/test_1780.png,"[['b is correct!'], [''], ['c'], ['d'], ['d']]","[{'a': 'many', 'b': 'some', 'c': 'most', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'most', 'd': 'the smaller part', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'some', 'i': 'many'}, {'a': 'all', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}, {'a': 'none', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'few', 'g': 'almost all', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'most', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: most\nD: few\nE: none\nF: almost all\nG: almost none\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: most\nD: the smaller part\nE: all\nF: almost all\nG: none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: some\nD: the smaller part\nE: none\nF: few\nG: almost all\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: almost none\nD: some\nE: many\nF: few\nG: almost all\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost none\nD: some\nE: many\nF: the smaller part\nG: most\nH: almost all\nI: none\nAnswer:']"
