index,image,blip2_filtered_output
95,data/images/quantifier/test_95.png,"['some', 'few', 'almost all', 'the smaller part', 'few']"
128,data/images/quantifier/test_128.png,"['some', 'all', 'almost none', 'some', 'most']"
115,data/images/quantifier/test_115.png,"['most', 'some', 'all', 'all', 'most']"
1633,data/images/quantifier/test_1633.png,"['all', 'none', 'almost none', 'few', 'none']"
1160,data/images/quantifier/test_1160.png,"['most', 'few', 'all', 'the smaller part', 'many']"
793,data/images/quantifier/test_793.png,"['none', 'many', 'few', 'the smaller part', 'some']"
558,data/images/quantifier/test_558.png,"['few', 'almost all', 'almost none', 'all', 'almost all']"
492,data/images/quantifier/test_492.png,"['the smaller part', 'none', 'most', 'many', 'all']"
326,data/images/quantifier/test_326.png,"['almost all', 'most', 'almost none', 'many', 'all']"
384,data/images/quantifier/test_384.png,"['all', 'the smaller part', 'some', 'few', 'none']"
2301,data/images/quantifier/test_2301.png,"['many', 'some', 'none', 'the smaller part', 'few']"
2243,data/images/quantifier/test_2243.png,"['the smaller part', 'the smaller part', 'some', 'some', 'most']"
1255,data/images/quantifier/test_1255.png,"['almost all', 'few', 'some', 'few', 'almost all']"
1294,data/images/quantifier/test_1294.png,"['many', 'many', 'almost all', 'some', 'few']"
2019,data/images/quantifier/test_2019.png,"['the smaller part', 'many', 'almost none', 'none', 'most']"
2031,data/images/quantifier/test_2031.png,"['none', 'all', 'the smaller part', 'some', 'few']"
2137,data/images/quantifier/test_2137.png,"['the smaller part', 'the smaller part', 'all', 'the smaller part', 'some']"
1499,data/images/quantifier/test_1499.png,"['almost all', 'some', 'none', 'almost all', 'many']"
1502,data/images/quantifier/test_1502.png,"['almost none', 'none', 'some', 'most', 'the smaller part']"
2789,data/images/quantifier/test_2789.png,"['some', 'almost none', 'all', 'all', 'few']"
1982,data/images/quantifier/test_1982.png,"['almost all', 'almost none', 'all', 'almost all', 'many']"
1947,data/images/quantifier/test_1947.png,"['none', 'many', 'some', 'all', 'the smaller part']"
1965,data/images/quantifier/test_1965.png,"['almost all', 'few', 'none', 'almost all', 'many']"
2892,data/images/quantifier/test_2892.png,"['few', 'all', 'all', 'all', 'most']"
2883,data/images/quantifier/test_2883.png,"['most', 'none', 'most', 'none', 'almost all']"
3157,data/images/quantifier/test_3157.png,"['all', 'none', 'few', 'the smaller part', 'few']"
3110,data/images/quantifier/test_3110.png,"['all', 'the smaller part', 'the smaller part', 'almost all', 'all']"
3327,data/images/quantifier/test_3327.png,"['all', 'some', 'none', 'most', 'almost none']"
3353,data/images/quantifier/test_3353.png,"['the smaller part', 'the smaller part', 'few', 'few', 'some']"
