index,image,blip2_filtered_output
158,data/images/quantifier/test_158.png,"['all', 'all', 'most', 'most', 'the smaller part']"
115,data/images/quantifier/test_115.png,"['the smaller part', 'the smaller part', 'many', 'most', 'few']"
1776,data/images/quantifier/test_1776.png,"['all', 'none', 'most', 'most', 'many']"
1633,data/images/quantifier/test_1633.png,"['almost all', 'most', 'almost none', 'all', 'none']"
1780,data/images/quantifier/test_1780.png,"['none', 'almost none', 'few', 'the smaller part', 'all']"
1735,data/images/quantifier/test_1735.png,"['none', 'the smaller part', 'some', 'none', 'almost none']"
1160,data/images/quantifier/test_1160.png,"['some', 'none', 'none', 'some', 'most']"
1014,data/images/quantifier/test_1014.png,"['few', 'the smaller part', 'some', 'almost all', 'some']"
1109,data/images/quantifier/test_1109.png,"['almost all', 'the smaller part', 'all', 'most', 'the smaller part']"
1019,data/images/quantifier/test_1019.png,"['the smaller part', 'most', 'many', 'most', 'the smaller part']"
938,data/images/quantifier/test_938.png,"['the smaller part', 'some', 'almost none', 'all', 'all']"
870,data/images/quantifier/test_870.png,"['none', 'almost all', 'none', 'some', 'some']"
866,data/images/quantifier/test_866.png,"['some', 'almost all', 'none', 'none', 'many']"
780,data/images/quantifier/test_780.png,"['some', 'the smaller part', 'few', 'the smaller part', 'all']"
737,data/images/quantifier/test_737.png,"['almost all', 'many', 'none', 'the smaller part', 'many']"
512,data/images/quantifier/test_512.png,"['few', 'many', 'none', 'few', 'few']"
212,data/images/quantifier/test_212.png,"['the smaller part', 'the smaller part', 'all', 'few', 'all']"
260,data/images/quantifier/test_260.png,"['most', 'the smaller part', 'almost all', 'none', 'none']"
326,data/images/quantifier/test_326.png,"['all', 'the smaller part', 'most', 'all', 'some']"
303,data/images/quantifier/test_303.png,"['all', 'all', 'most', 'none', 'most']"
2301,data/images/quantifier/test_2301.png,"['some', 'the smaller part', 'some', 'almost all', 'almost none']"
2243,data/images/quantifier/test_2243.png,"['most', 'most', 'some', 'all', 'many']"
2201,data/images/quantifier/test_2201.png,"['some', 'none', 'most', 'all', 'almost all']"
1255,data/images/quantifier/test_1255.png,"['the smaller part', 'all', 'all', 'all', 'many']"
1341,data/images/quantifier/test_1341.png,"['some', 'some', 'few', 'some', 'many']"
1302,data/images/quantifier/test_1302.png,"['all', 'all', 'most', 'many', 'almost none']"
2592,data/images/quantifier/test_2592.png,"['almost none', 'all', 'the smaller part', 'almost all', 'almost none']"
2472,data/images/quantifier/test_2472.png,"['the smaller part', 'almost none', 'many', 'many', 'none']"
2019,data/images/quantifier/test_2019.png,"['many', 'all', 'some', 'none', 'many']"
2031,data/images/quantifier/test_2031.png,"['all', 'the smaller part', 'many', 'all', 'many']"
2135,data/images/quantifier/test_2135.png,"['many', 'most', 'none', 'most', 'the smaller part']"
1486,data/images/quantifier/test_1486.png,"['none', 'some', 'most', 'most', 'almost all']"
1499,data/images/quantifier/test_1499.png,"['none', 'all', 'many', 'many', 'few']"
2603,data/images/quantifier/test_2603.png,"['none', 'all', 'the smaller part', 'almost none', 'almost all']"
1982,data/images/quantifier/test_1982.png,"['some', 'most', 'none', 'none', 'few']"
2893,data/images/quantifier/test_2893.png,"['the smaller part', 'most', 'all', 'none', 'the smaller part']"
2985,data/images/quantifier/test_2985.png,"['the smaller part', 'many', 'many', 'most', 'few']"
2817,data/images/quantifier/test_2817.png,"['most', 'almost all', 'most', 'few', 'all']"
3145,data/images/quantifier/test_3145.png,"['most', 'most', 'the smaller part', 'all', 'most']"
3004,data/images/quantifier/test_3004.png,"['some', 'some', 'none', 'most', 'many']"
3310,data/images/quantifier/test_3310.png,"['none', 'many', 'all', 'none', 'most']"
3327,data/images/quantifier/test_3327.png,"['all', 'almost all', 'almost all', 'the smaller part', 'most']"
3348,data/images/quantifier/test_3348.png,"['the smaller part', 'some', 'some', 'almost all', 'almost none']"
3353,data/images/quantifier/test_3353.png,"['many', 'none', 'some', 'almost all', 'almost all']"
3268,data/images/quantifier/test_3268.png,"['many', 'none', 'few', 'some', 'all']"
