index,image,blip2_filtered_output
15,data/images/quantifier/test_15.png,"['most', 'none', 'most', 'many', 'many']"
158,data/images/quantifier/test_158.png,"['all', 'all', 'many', 'none', 'almost all']"
128,data/images/quantifier/test_128.png,"['almost all', 'most', 'few', 'all', 'none']"
115,data/images/quantifier/test_115.png,"['most', 'all', 'many', 'most', 'the smaller part']"
1776,data/images/quantifier/test_1776.png,"['the smaller part', 'many', 'few', 'many', 'some']"
1702,data/images/quantifier/test_1702.png,"['some', 'many', 'many', 'many', 'most']"
1160,data/images/quantifier/test_1160.png,"['most', 'all', 'few', 'some', 'some']"
1122,data/images/quantifier/test_1122.png,"['few', 'most', 'few', 'none', 'the smaller part']"
938,data/images/quantifier/test_938.png,"['some', 'some', 'all', 'many', 'some']"
934,data/images/quantifier/test_934.png,"['many', 'some', 'the smaller part', 'all', 'some']"
711,data/images/quantifier/test_711.png,"['all', 'the smaller part', 'some', 'none', 'almost all']"
780,data/images/quantifier/test_780.png,"['all', 'few', 'all', 'all', 'all']"
615,data/images/quantifier/test_615.png,"['some', 'the smaller part', 'almost none', 'few', 'all']"
758,data/images/quantifier/test_758.png,"['few', 'all', 'none', 'some', 'the smaller part']"
474,data/images/quantifier/test_474.png,"['most', 'the smaller part', 'some', 'all', 'the smaller part']"
558,data/images/quantifier/test_558.png,"['almost none', 'many', 'most', 'almost all', 'most']"
512,data/images/quantifier/test_512.png,"['the smaller part', 'all', 'some', 'almost all', 'many']"
507,data/images/quantifier/test_507.png,"['some', 'the smaller part', 'almost all', 'none', 'all']"
212,data/images/quantifier/test_212.png,"['some', 'none', 'all', 'many', 'the smaller part']"
260,data/images/quantifier/test_260.png,"['few', 'most', 'all', 'none', 'most']"
384,data/images/quantifier/test_384.png,"['some', 'most', 'none', 'many', 'most']"
394,data/images/quantifier/test_394.png,"['almost all', 'almost all', 'none', 'few', 'most']"
2211,data/images/quantifier/test_2211.png,"['most', 'few', 'some', 'most', 'most']"
2229,data/images/quantifier/test_2229.png,"['some', 'all', 'most', 'almost all', 'some']"
1204,data/images/quantifier/test_1204.png,"['all', 'all', 'almost none', 'some', 'all']"
2592,data/images/quantifier/test_2592.png,"['none', 'many', 'few', 'some', 'the smaller part']"
2487,data/images/quantifier/test_2487.png,"['most', 'all', 'the smaller part', 'all', 'the smaller part']"
2111,data/images/quantifier/test_2111.png,"['many', 'the smaller part', 'almost none', 'all', 'the smaller part']"
2031,data/images/quantifier/test_2031.png,"['the smaller part', 'many', 'the smaller part', 'none', 'many']"
2137,data/images/quantifier/test_2137.png,"['the smaller part', 'all', 'all', 'many', 'almost all']"
1486,data/images/quantifier/test_1486.png,"['almost all', 'many', 'many', 'many', 'all']"
1499,data/images/quantifier/test_1499.png,"['few', 'some', 'none', 'none', 'few']"
1502,data/images/quantifier/test_1502.png,"['few', 'most', 'some', 'all', 'almost none']"
1534,data/images/quantifier/test_1534.png,"['all', 'some', 'none', 'none', 'some']"
2658,data/images/quantifier/test_2658.png,"['the smaller part', 'few', 'the smaller part', 'some', 'most']"
2632,data/images/quantifier/test_2632.png,"['none', 'most', 'the smaller part', 'some', 'most']"
2603,data/images/quantifier/test_2603.png,"['none', 'all', 'almost none', 'all', 'almost all']"
2731,data/images/quantifier/test_2731.png,"['few', 'none', 'the smaller part', 'all', 'some']"
2893,data/images/quantifier/test_2893.png,"['few', 'some', 'few', 'the smaller part', 'almost none']"
2883,data/images/quantifier/test_2883.png,"['none', 'some', 'the smaller part', 'many', 'the smaller part']"
3145,data/images/quantifier/test_3145.png,"['some', 'all', 'all', 'the smaller part', 'all']"
3327,data/images/quantifier/test_3327.png,"['none', 'the smaller part', 'some', 'few', 'many']"
