index,image,blip2_output,shuffled_options,prompted_questions
95,data/images/quantifier/test_95.png,"[[''], ['the smaller part'], ['d'], ['all'], ['a']]","[{'a': 'few', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'almost all', 'g': 'almost none', 'h': 'none', 'i': 'the smaller part'}, {'a': 'some', 'b': 'most', 'c': 'few', 'd': 'almost none', 'e': 'many', 'f': 'the smaller part', 'g': 'none', 'h': 'almost all', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'none', 'd': 'most', 'e': 'the smaller part', 'f': 'some', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'few', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'almost all', 'g': 'many', 'h': 'most', 'i': 'the smaller part'}, {'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'few', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: all\nE: some\nF: almost all\nG: almost none\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: almost none\nE: many\nF: the smaller part\nG: none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: none\nD: most\nE: the smaller part\nF: some\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: some\nD: almost none\nE: all\nF: almost all\nG: many\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: few\nE: most\nF: almost none\nG: the smaller part\nH: none\nI: all\nAnswer:']"
15,data/images/quantifier/test_15.png,"[['i'], ['all'], ['many'], ['d'], ['the smaller part']]","[{'a': 'almost none', 'b': 'none', 'c': 'almost all', 'd': 'most', 'e': 'all', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'all', 'b': 'almost all', 'c': 'almost none', 'd': 'the smaller part', 'e': 'many', 'f': 'some', 'g': 'most', 'h': 'none', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost all', 'd': 'few', 'e': 'almost none', 'f': 'many', 'g': 'none', 'h': 'some', 'i': 'all'}, {'a': 'none', 'b': 'almost none', 'c': 'all', 'd': 'the smaller part', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'some', 'i': 'almost all'}, {'a': 'most', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: almost all\nD: most\nE: all\nF: many\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: almost none\nD: the smaller part\nE: many\nF: some\nG: most\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost all\nD: few\nE: almost none\nF: many\nG: none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: all\nD: the smaller part\nE: most\nF: many\nG: few\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: almost all\nE: all\nF: the smaller part\nG: almost none\nH: some\nI: none\nAnswer:']"
30,data/images/quantifier/test_30.png,"[['a'], ['c'], ['b'], ['b'], ['']]","[{'a': 'some', 'b': 'many', 'c': 'almost none', 'd': 'all', 'e': 'few', 'f': 'the smaller part', 'g': 'most', 'h': 'almost all', 'i': 'none'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'few', 'b': 'almost none', 'c': 'most', 'd': 'almost all', 'e': 'the smaller part', 'f': 'many', 'g': 'none', 'h': 'all', 'i': 'some'}, {'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'few'}, {'a': 'almost none', 'b': 'none', 'c': 'many', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'few', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: almost none\nD: all\nE: few\nF: the smaller part\nG: most\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: none\nE: few\nF: almost all\nG: almost none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: most\nD: almost all\nE: the smaller part\nF: many\nG: none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: some\nE: the smaller part\nF: many\nG: most\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: many\nD: all\nE: almost all\nF: some\nG: few\nH: most\nI: the smaller part\nAnswer:']"
158,data/images/quantifier/test_158.png,"[['c'], ['i'], ['g'], ['none'], ['']]","[{'a': 'all', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'almost none', 'f': 'few', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'none', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'many'}, {'a': 'all', 'b': 'none', 'c': 'some', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'many'}, {'a': 'almost none', 'b': 'many', 'c': 'most', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'all', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'all', 'h': 'none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: some\nD: almost all\nE: almost none\nF: few\nG: none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: few\nD: almost all\nE: all\nF: most\nG: almost none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: some\nD: the smaller part\nE: almost none\nF: most\nG: few\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: most\nD: some\nE: few\nF: none\nG: all\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: many\nD: almost none\nE: few\nF: almost all\nG: all\nH: none\nI: the smaller part\nAnswer:']"
128,data/images/quantifier/test_128.png,"[['c'], ['g'], ['a'], ['a'], ['all the smaller parts are animals']]","[{'a': 'many', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'almost all', 'b': 'most', 'c': 'few', 'd': 'none', 'e': 'the smaller part', 'f': 'some', 'g': 'many', 'h': 'almost none', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'many', 'f': 'all', 'g': 'none', 'h': 'some', 'i': 'few'}, {'a': 'many', 'b': 'few', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'almost all', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'almost all', 'h': 'many', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: few\nD: all\nE: almost none\nF: none\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: few\nD: none\nE: the smaller part\nF: some\nG: many\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: almost all\nD: the smaller part\nE: many\nF: all\nG: none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: most\nD: almost none\nE: the smaller part\nF: none\nG: some\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: all\nE: none\nF: some\nG: almost all\nH: many\nI: the smaller part\nAnswer:']"
115,data/images/quantifier/test_115.png,"[['some'], ['all'], ['e'], ['none'], ['almost all']]","[{'a': 'the smaller part', 'b': 'some', 'c': 'most', 'd': 'all', 'e': 'many', 'f': 'none', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'none', 'b': 'all', 'c': 'the smaller part', 'd': 'few', 'e': 'almost none', 'f': 'almost all', 'g': 'some', 'h': 'most', 'i': 'many'}, {'a': 'few', 'b': 'almost all', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'the smaller part', 'g': 'almost none', 'h': 'all', 'i': 'some'}, {'a': 'almost none', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'all', 'f': 'some', 'g': 'many', 'h': 'most', 'i': 'none'}, {'a': 'none', 'b': 'many', 'c': 'almost all', 'd': 'few', 'e': 'most', 'f': 'almost none', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: most\nD: all\nE: many\nF: none\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: the smaller part\nD: few\nE: almost none\nF: almost all\nG: some\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: most\nD: none\nE: many\nF: the smaller part\nG: almost none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: few\nD: the smaller part\nE: all\nF: some\nG: many\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost all\nD: few\nE: most\nF: almost none\nG: all\nH: the smaller part\nI: some\nAnswer:']"
1776,data/images/quantifier/test_1776.png,"[['all'], ['none'], ['none'], ['a'], ['']]","[{'a': 'few', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'almost none', 'h': 'all', 'i': 'some'}, {'a': 'almost none', 'b': 'all', 'c': 'most', 'd': 'many', 'e': 'some', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'almost all'}, {'a': 'all', 'b': 'some', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'almost none'}, {'a': 'most', 'b': 'many', 'c': 'few', 'd': 'none', 'e': 'almost all', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'many', 'b': 'almost all', 'c': 'none', 'd': 'all', 'e': 'some', 'f': 'the smaller part', 'g': 'few', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: the smaller part\nD: most\nE: almost all\nF: none\nG: almost none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: most\nD: many\nE: some\nF: the smaller part\nG: few\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: the smaller part\nE: most\nF: almost all\nG: few\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: few\nD: none\nE: almost all\nF: some\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: none\nD: all\nE: some\nF: the smaller part\nG: few\nH: almost none\nI: most\nAnswer:']"
1633,data/images/quantifier/test_1633.png,"[[''], ['the smaller part'], ['the smaller part'], ['g'], ['the smaller part']]","[{'a': 'most', 'b': 'none', 'c': 'all', 'd': 'many', 'e': 'almost none', 'f': 'almost all', 'g': 'some', 'h': 'the smaller part', 'i': 'few'}, {'a': 'many', 'b': 'almost none', 'c': 'most', 'd': 'few', 'e': 'the smaller part', 'f': 'some', 'g': 'all', 'h': 'almost all', 'i': 'none'}, {'a': 'all', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'almost none', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'almost all'}, {'a': 'almost all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'many', 'f': 'none', 'g': 'most', 'h': 'some', 'i': 'few'}, {'a': 'some', 'b': 'almost none', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'almost all', 'g': 'most', 'h': 'many', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: all\nD: many\nE: almost none\nF: almost all\nG: some\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: most\nD: few\nE: the smaller part\nF: some\nG: all\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: some\nD: few\nE: almost none\nF: most\nG: the smaller part\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: the smaller part\nD: all\nE: many\nF: none\nG: most\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: all\nD: none\nE: few\nF: almost all\nG: most\nH: many\nI: the smaller part\nAnswer:']"
1721,data/images/quantifier/test_1721.png,"[['a'], [''], ['b'], ['a'], ['none']]","[{'a': 'many', 'b': 'few', 'c': 'the smaller part', 'd': 'none', 'e': 'almost all', 'f': 'almost none', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'almost all', 'h': 'almost none', 'i': 'most'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'all', 'b': 'none', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'many', 'i': 'most'}, {'a': 'few', 'b': 'almost all', 'c': 'none', 'd': 'the smaller part', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: the smaller part\nD: none\nE: almost all\nF: almost none\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: some\nE: none\nF: many\nG: almost all\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: almost none\nE: none\nF: most\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: some\nD: almost all\nE: few\nF: almost none\nG: the smaller part\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: none\nD: the smaller part\nE: all\nF: many\nG: almost none\nH: some\nI: most\nAnswer:']"
1780,data/images/quantifier/test_1780.png,"[['a'], ['a'], ['all'], ['g'], ['a']]","[{'a': 'almost none', 'b': 'all', 'c': 'most', 'd': 'many', 'e': 'few', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'almost all'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'most', 'e': 'the smaller part', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'few'}, {'a': 'the smaller part', 'b': 'many', 'c': 'none', 'd': 'few', 'e': 'all', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'some'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'most', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'all', 'b': 'many', 'c': 'some', 'd': 'most', 'e': 'the smaller part', 'f': 'almost none', 'g': 'few', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: most\nD: many\nE: few\nF: the smaller part\nG: some\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: most\nE: the smaller part\nF: almost none\nG: none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: none\nD: few\nE: all\nF: most\nG: almost all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: almost all\nD: most\nE: none\nF: few\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: some\nD: most\nE: the smaller part\nF: almost none\nG: few\nH: almost all\nI: none\nAnswer:']"
