Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_extracted_nouns,pearsonr
18193,2387724,1273336,http://manynames.upf.edu//2387724_1273336_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2387724.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2387724.jpg,animal,[{'33': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},"[0, 25, 437, 234]","[0, 23, 529, 286]","{'zebra': 0.9705882352941176, 'is': 0.0, 'grass': 0.0, 'lying': 0.0, 'animal': 0.029411764705882353}","{'zebra': 0.625, 'is': 0.125, 'grass': 0.125, 'lying': 0.125, 'animal': 0.0}",0.9680266531486047
1167,2315536,1055732,http://manynames.upf.edu//2315536_1055732_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2315536.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2315536.jpg,animal,"[{'32': ['cat']}, {'3': ['bag']}]",cat,"{'bag': 0.17, 'cat': 1.0}","{'bag': {'bounding box': 1.0}, 'cat': {'None': 1.0}}",32,1.0,0.0,1,animals_plants,train,"{'bag': {'bag': 1.0, 'cat': 0.0}, 'cat': {'bag': 0.0, 'cat': 1.0}}","[171, 16, 293, 318]","[197, 12, 356, 386]","{'is': 0.0, 'cat': 0.9142857142857143, 'kitten': 0.0, 'hiding': 0.0, 'handbag': 0.0, 'bag': 0.08571428571428572, 'purse': 0.0, 'leather': 0.0, 'this': 0.0}","{'is': 0.16666666666666666, 'cat': 0.3333333333333333, 'kitten': 0.08333333333333333, 'hiding': 0.08333333333333333, 'handbag': 0.08333333333333333, 'bag': 0.0, 'purse': 0.08333333333333333, 'leather': 0.08333333333333333, 'this': 0.08333333333333333}",0.8588142654365638
3293,2326378,2808821,http://manynames.upf.edu//2326378_2808821_sheep.png,https://cs.stanford.edu/people/rak248/VG_100K/2326378.jpg,sheep,animals_plants,ungulate.n.01,{'animal': 1.0},1.0,{'None': 1.0},2326378.jpg,animal,"[{'31': ['sheep', 'animal']}]",sheep,"{'sheep': 1.0, 'animal': 1.0}","{'sheep': {'None': 1.0}, 'animal': {'None': 1.0}}",31,0.935483870967742,0.345117314944953,2,animals_plants,train,"{'sheep': {'sheep': 1.0, 'animal': 1.0}, 'animal': {'sheep': 1.0, 'animal': 1.0}}","[127, 120, 209, 215]","[145, 136, 257, 264]","{'shorn': 0.0, 'pant': 0.030303030303030304, 'box': 0.0, 'woolen': 0.0, 't-shirt': 0.030303030303030304, 'wool': 0.0, 'sheep': 0.8787878787878788, 'animal': 0.06060606060606061, 'man': 0.0}","{'shorn': 0.08333333333333333, 'pant': 0.0, 'box': 0.08333333333333333, 'woolen': 0.08333333333333333, 't-shirt': 0.0, 'wool': 0.08333333333333333, 'sheep': 0.5, 'animal': 0.08333333333333333, 'man': 0.08333333333333333}",0.9607689228305227
2950,2324227,2970972,http://manynames.upf.edu//2324227_2970972_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2324227.jpg,giraffe,animals_plants,ungulate.n.01,"{'animal': 0.75, 'giraffe': 1.0}",1.0,{'None': 1.0},2324227.jpg,animal,"[{'31': ['giraffe', 'animal']}]",giraffe,"{'giraffe': 1.0, 'animal': 0.88}","{'giraffe': {'None': 1.0}, 'animal': {'None': 0.8, 'other': 0.2}}",31,0.935483870967742,0.345117314944953,2,animals_plants,train,"{'giraffe': {'giraffe': 1.0, 'animal': 0.75}, 'animal': {'giraffe': 0.75, 'animal': 1.0}}","[135, 75, 138, 299]","[154, 82, 171, 363]","{'is': 0.0, 'eating': 0.0, 'giraffe': 0.9354838709677419, 'bird': 0.0, 'head': 0.0, 'feeding': 0.0, 'stick': 0.0, 'animal': 0.06451612903225806, 'object': 0.0}","{'is': 0.2, 'eating': 0.06666666666666667, 'giraffe': 0.26666666666666666, 'bird': 0.2, 'head': 0.06666666666666667, 'feeding': 0.06666666666666667, 'stick': 0.06666666666666667, 'animal': 0.0, 'object': 0.06666666666666667}",0.6328174979588397
16503,2380237,1349065,http://manynames.upf.edu//2380237_1349065_dog.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2380237.jpg,dog,animals_plants,dog.n.01,{},1.0,{'None': 1.0},2380237.jpg,animal,[{'35': ['dog']}],dog,{'dog': 1.0},{'dog': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},"[41, 77, 328, 194]","[42, 85, 399, 239]","{'catching': 0.0, 'running': 0.0, 'animal': 0.027777777777777776, 'frisbee': 0.0, 'chasing': 0.0, 'dog': 0.9722222222222222, 's': 0.0}","{'catching': 0.08333333333333333, 'running': 0.08333333333333333, 'animal': 0.0, 'frisbee': 0.25, 'chasing': 0.08333333333333333, 'dog': 0.4166666666666667, 's': 0.08333333333333333}",0.8411020442941087
2711,2322899,3351088,http://manynames.upf.edu//2322899_3351088_sheep.png,https://cs.stanford.edu/people/rak248/VG_100K/2322899.jpg,sheep,animals_plants,ungulate.n.01,"{'lamb': 1.0, 'goat': 0.5, 'sheep': 1.0}",1.0,{'None': 1.0},2322899.jpg,animal,"[{'36': ['lamb', 'sheep', 'goat']}]",sheep,"{'sheep': 1.0, 'lamb': 0.88, 'goat': 0.5}","{'sheep': {'None': 1.0}, 'lamb': {'None': 0.8, 'bounding box': 0.2}, 'goat': {'visual': 1.0}}",36,0.8333333333333334,0.8030717273241024,3,animals_plants,test,"{'sheep': {'sheep': 1.0, 'lamb': 1.0, 'goat': 0.5}, 'lamb': {'sheep': 1.0, 'lamb': 1.0, 'goat': 0.5}, 'goat': {'sheep': 0.5, 'lamb': 0.5, 'goat': 1.0}}","[237, 155, 263, 177]","[276, 178, 321, 218]","{'box': 0.0, 'is': 0.0, 'goat': 0.05555555555555555, 'mind': 0.0, 'middle': 0.0, 'sheep': 0.8333333333333334, 'flock': 0.0, 'name': 0.0, 'lamb': 0.1111111111111111, 'comes': 0.0, 'standing': 0.0}","{'box': 0.07692307692307693, 'is': 0.07692307692307693, 'goat': 0.0, 'mind': 0.07692307692307693, 'middle': 0.07692307692307693, 'sheep': 0.38461538461538464, 'flock': 0.07692307692307693, 'name': 0.07692307692307693, 'lamb': 0.0, 'comes': 0.07692307692307693, 'standing': 0.07692307692307693}",0.9034078539492291
7615,2347522,890016,http://manynames.upf.edu//2347522_890016_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K/2347522.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2347522.jpg,animal,[{'29': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},29,1.0,0.0,1,animals_plants,val,{'zebra': {'zebra': 1.0}},"[19, 75, 424, 300]","[16, 82, 512, 365]","{'zebra': 0.9666666666666667, 'giraffe': 0.03333333333333333}","{'zebra': 1.0, 'giraffe': 0.0}",1.0
11130,2360751,786174,http://manynames.upf.edu//2360751_786174_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2360751.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2360751.jpg,animal,[{'32': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},32,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[121, 110, 244, 198]","[137, 124, 298, 243]","{'animal': 0.030303030303030304, 'cat': 0.9696969696969697}","{'animal': 0.0, 'cat': 1.0}",1.0
2676,2322781,2763680,http://manynames.upf.edu//2322781_2763680_dog.png,https://cs.stanford.edu/people/rak248/VG_100K/2322781.jpg,bird,animals_plants,bird.n.01,{'dog': 0.67},0.33,"{'other': 0.3, 'visual': 0.7}",2322781.jpg,animal,[{'33': ['dog']}],dog,{'dog': 1.0},{'dog': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},"[163, 107, 199, 215]","[188, 121, 245, 264]","{'paws': 0.0, 'puppy': 0.027777777777777776, 'pink': 0.0, 'cushion': 0.0, 'sitting': 0.0, 'pillow': 0.027777777777777776, 'chinchilla': 0.0, 'resting': 0.0, 'arms': 0.0, 'dog': 0.9166666666666666, 'baby dog': 0.027777777777777776, 'face': 0.0, 'back': 0.0}","{'paws': 0.07692307692307693, 'puppy': 0.0, 'pink': 0.07692307692307693, 'cushion': 0.07692307692307693, 'sitting': 0.07692307692307693, 'pillow': 0.0, 'chinchilla': 0.07692307692307693, 'resting': 0.07692307692307693, 'arms': 0.07692307692307693, 'dog': 0.3076923076923077, 'baby dog': 0.0, 'face': 0.07692307692307693, 'back': 0.07692307692307693}",0.8797462636306521
16324,2379523,552269,http://manynames.upf.edu//2379523_552269_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2379523.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2379523.jpg,animal,[{'35': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},"[90, 18, 377, 273]","[100, 14, 456, 332]","{'zebra': 0.9722222222222222, 'zebras': 0.0, 'male': 0.0, 'grass': 0.0, 'head': 0.0, 'carse': 0.027777777777777776, 'field': 0.0, 'stripes': 0.0}","{'zebra': 0.4, 'zebras': 0.1, 'male': 0.1, 'grass': 0.1, 'head': 0.1, 'carse': 0.0, 'field': 0.1, 'stripes': 0.1}",0.9449111825230683
