image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two clear plastic objects, which appear to be toys or containers'], ['In the image, there is a close-up of a pair of yellow plastic eggs. The'], ['In the image, there is a pair of plastic yellow dumbbells, each with a'], ['In the image, there is a close-up view of a yellow plastic object, which appears'], ['In the image, there is a pair of plastic containers, possibly egg holders, with a']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase with a curved design, standing on a red'], ['In the image, there is a red vase with a curved design. The vase is'], ['In the image, there is a red vase with a curved shape, possibly resembling'], ['In the image, there is a red vase or sculpture with a curved shape. It'], ['In the image, there is a red sculpture or vase with a curved design, res']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a wooden toy shaped like a letter ""T"" made out'], ['The image features a stack of wooden blocks with different colors, including red, blue, yellow, and'], ['In the image, there is a colorful wooden toy shaped like a letter ""H""'], ['The image features a colorful wooden toy made of interlocking blocks. The toy is'], ['In the image, there is a wooden toy shaped like a large letter ""T"" made']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a bright orange toy shaped like a ring or a piece of'], ['In the image, there is a close-up of a bright orange, round plastic item with'], ['In the image, there is a bright orange plastic ring with a hole in the center. The'], ['In the image, there is a close-up view of a yellow and orange plastic ring with'], ['In the image, there is a bright orange plastic ring with a hole in the center. The']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['The image features a colorful, rainbow-colored wing-shaped object. The wing'], ['In the image, there is a pink and purple object that looks like a bird wing or'], ['In the image, there is a colorful, pink, and white sculpture of a bird'], ['In the image, there is a colorful, pink, and yellow plastic piece of art'], [""The image features a pink and yellow colored sculpture of a bird's wing, possibly a""]]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a silver object that looks like a small spaceship or a top.'], ['In the image, there is a small, silver, circular object with a hole in the center.'], ['In the image, there is a small silver, circular object with a hole in the center. It'], ['In the image, there is a silver, circular object with a hole in the middle. It appears'], ['In the image, there is a silver object with a circular top, resembling a spaceship']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a black object with a red top, which appears to be a to'], ['In the image, there is a black object with a red tip, which appears to be a pl'], ['In the image, there is a black object with a red top, resembling a small,'], ['In the image, there is a black object with a red tip. The object is round and appears'], ['In the image, there is a black plastic item with a red top, sitting on a white']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object with a white top that is curled up and res'], ['In the image, there is a blue object that resembles a large blue tube, with'], ['In the image, there is a blue rubber tube with three white plugs sticking out'], ['In the image, there is a blue object with a white top, which appears to be a cyl'], ['In the image, there is a blue cylinder-shaped object with a white top. The']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is a close-up of a bright orange, spiky object that'], ['In the image, there is an orange, spiky, and round object that resembles'], ['In the image, there is an orange, spiky, and oddly shaped object,'], ['In the image, there is an orange, spiky, and somewhat odd-shaped object'], ['In the image, there is a close-up of an orange, spiky, and b']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there is a close-up view of a red and yellow ball with a blue'], ['In the image, there is a red and yellow ball with a blue center. The ball is sitting'], ['In the image, there is a red and blue ball with a yellow center. The ball has a'], ['In the image, there is a red and yellow ball with blue spots, sitting on a white'], ['In the image, there is a red and yellow ball with a blue dot. The ball is made']]"
