image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two yellow plastic containers, which are likely to be plastic b'], ['In the image, there are two yellow plastic containers with a hole in the middle, sitting side'], ['In the image, there are two small, round, yellow plastic containers, which appear to be'], ['In the image, there are two plastic containers with a yellow or orange color. The containers have'], ['In the image, there are two plastic toy mice with holes in the middle, placed']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['The image features a red vase with a curved, sculpted design. The vase is'], ['In the image, there is a red vase, possibly made of glass, with a curved'], ['In the image, there is a red vase, possibly a sculpture or a decorative piece'], ['In the image, there is a red sculpture or vase that is shaped like a large'], ['In the image, there is a red sculpture, possibly a vase or a statue, standing']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a colorful wooden block made up of different colored squares. The block'], ['In the image, there is a wooden toy with different colored blocks, resembling a puzz'], ['In the image, there is a stack of wooden blocks with letters on them. The blocks are arranged'], ['In the image, there is a colorful wooden toy shaped like a letter. The to'], ['The image features a stack of wooden blocks, each one with a different color. The blocks are arranged']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a yellow plastic object with a hole in the middle. It appears'], ['The image features a close-up of a yellow and orange plastic object, which appears to be'], ['In the image, there is a close-up of a yellow plastic toy, which appears'], ['In the image, there is a yellow plastic object with a hole in the middle. It appears'], ['In the image, there is a bright orange toy with a hole in the center. The to']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a pink, rainbow-colored sculpture or statue that'], ['In the image, there is a pink and purple winged object, which appears to be'], ['In the image, there is a pink plastic object with wings, resembling a bird'], [""In the image, there is a pink plastic object that looks like a bird's wing""], ['In the image, there is a pink plastic wing with a rainbow color pattern on it']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a silver metal object with a dome-shaped top, which'], ['In the image, there is a small silver object that looks like a spaceship or a satellite d'], ['In the image, there is a silver object that resembles a top or a small silver d'], ['In the image, there is a silver metal object that looks like a spaceship or a top.'], ['In the image, there is a silver metal object with a dome-shaped top. The']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a small black object with a red tip, which appears to be a'], ['In the image, there is a black object with a red top, which appears to be a small'], ['In the image, there is a black and red object, which appears to be a small ball or'], ['In the image, there is a black object with a red tip, which appears to be a piece'], ['In the image, there is a black object with a red tip. The object appears to be a']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object that looks like a bunch of twisted rods.'], ['The image features a blue object that resembles a curled-up piece of blue plastic'], ['In the image, there is a blue object with three white caps on it. The blue object is'], ['In the image, there is a blue object that looks like a blue pipe or a blue cylinder'], ['The image features a close-up view of a blue object, which appears to be a curled']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is a close-up of an orange, spiky, and round'], ['In the image, there is a close-up of a bright orange, spiky object,'], ['In the image, there is an orange, spiky, and somewhat odd-shaped object'], ['In the image, there is a close-up view of an orange and yellow object that looks like'], ['In the image, there is a close-up of an orange, spiky, and fur']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there is a close-up view of a red and yellow ball with blue d'], ['The image features a close-up of a red and blue rubber ball with yellow polka d'], ['In the image, there are two red and yellow balls with blue dots. They are sitting on'], ['The image features a close-up of two red and blue plastic balls sitting on a white background'], ['In the image, there are two red and yellow balls with blue dots. They are placed on']]"
