image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['In the image, there are two yellow plastic objects that resemble eggs or small containers. They', 'In the image, there is a pair of yellow plastic containers with a clear plastic lining', 'In the image, there is a clear plastic toy shaped like a pair of breasts', 'In the image, there is a pair of yellow plastic eggs with a clear plastic casing', 'In the image, there is a close-up view of two yellow plastic containers, possibly containers']","[(['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), ([], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic'])]","(80, 100)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['In the image, there is a red vase or sculpture with a curved design. The', 'In the image, there is a red vase with a curved design, sitting on a white', 'In the image, there is a red vase or sculpture with a unique design. It has', 'In the image, there is a red vase or sculpture with a unique shape, resemb', 'In the image, there is a red sculpture of a vase or a piece of artwork']","[(['Red'], []), (['Red', 'White'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['In the image, there is a colorful wooden block with letters on it. The letters are arranged', 'In the image, there is a wooden toy shaped like a letter T. The toy', 'In the image, there is a colorful wooden block with a letter ""T"" on it.', 'In the image, there is a colorful wooden toy, which appears to be a puzzle', 'The image features a stack of colorful wooden blocks, with each block being a different color. The']","[([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden'])]","(0, 100)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['In the image, there is a bright orange and yellow plastic toy, possibly a piece of', 'In the image, there is a close-up of a yellow and orange plastic object, possibly', 'In the image, there is a close-up of a bright yellow plastic ring with a hole', 'In the image, there is a bright orange plastic ring with a hole in the center. The', 'In the image, there is a close-up view of a bright orange toy, possibly a']","[(['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Orange'], ['Plastic']), (['Orange'], [])]","(100, 80)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['In the image, there is a pink and yellow wing-shaped object with a rainbow', 'In the image, there is a pink plastic wing with rainbow colors on it. The', 'In the image, there is a pink and purple wing-shaped object, possibly a', 'In the image, there is a pink plastic wing with a rainbow-colored pattern', 'The image features a pink and yellow winged hat with a rainbow-colored design.']","[(['Yellow', 'Pink'], []), (['Pink'], ['Plastic']), (['Purple', 'Pink'], []), (['Red', 'Pink'], ['Plastic']), (['Red', 'Yellow', 'Pink'], [])]","(100, 40)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['In the image, there is a small, silver, round object with a hole in the middle.', 'In the image, there is a silver object that resembles a spacecraft or a UFO', 'In the image, there is a small silver object that resembles a spacecraft or a flying', 'In the image, there is a silver, circular object with a hole in the center. It appears', 'In the image, there is a small silver object that looks like a spaceship or a satellite d']","[(['Silver'], []), (['Silver'], []), (['Silver'], []), (['Silver'], []), (['Silver'], [])]","(100, 0)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['In the image, there is a black object with a red tip, which appears to be a to', 'In the image, there is a black object with a red tip, which appears to be a black', 'In the image, there is a black and red object that looks like a large, round, black', 'In the image, there is a black object that looks like a small, round, rubber ball', 'In the image, there is a black object with a red top, which appears to be a to']","[(['Red', 'Black'], []), (['Red', 'Black'], []), (['Red', 'Black'], []), (['Black'], ['Rubber']), (['Red', 'Black'], [])]","(100, 20)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['In the image, there is a blue rubber object with a white top, resembling a', 'In the image, there is a blue object that resembles a blue rubber band or a', 'In the image, there is a blue rubber object with a white cap on one end, and', 'In the image, there is a blue rubber item with three white ends. The item is cur', 'In the image, there is a blue object that appears to be a tube or a curled']","[(['Blue', 'White'], ['Rubber']), (['Blue'], ['Rubber']), (['Blue', 'White'], ['Rubber']), (['Blue', 'White'], ['Rubber']), (['Blue'], [])]","(100, 80)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['In the image, there is a close-up of a bright orange, spiky, and', 'In the image, there is a close-up of a bright orange, spiky, and', 'In the image, there is a close-up of an orange, spiky, and f', 'In the image, there is an orange, spiky, and round object that resembles', 'In the image, there is an orange, spiky, and furry object that resemb']","[(['Orange'], []), (['Orange'], []), (['Orange'], []), (['Orange'], []), (['Orange'], ['Furry'])]","(100, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['In the image, there is a red and blue ball with yellow spots. It is a close', 'In the image, there are two red and yellow balls with blue dots. They are sitting on', 'In the image, there is a close-up of a red and yellow ball with a blue center', 'In the image, there is a red and yellow ball with a blue center. The ball is made', 'In the image, there is a close-up view of a red and yellow ball with blue sp']","[(['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], [])]","(100, 0)"
