image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two yellow plastic containers or toys that are sitting on a white'], ['In the image, there is a clear plastic container with a yellow tint, containing two small'], ['In the image, there is a close-up of two plastic yellow objects that look like eggs'], ['In the image, there is a clear plastic container with a hole in the middle, which is'], ['In the image, there is a clear, plastic toy shaped like a pair of bre']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase with a curved shape. The vase is'], [""In the image, there is a red vase or sculpture that resembles a person'""], ['In the image, there is a red vase with a unique and unusual shape. It has a'], ['In the image, there is a red vase with a curved shape, standing on a white'], ['The image features a red sculpture of a vase with a curved shape. The vase']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['The image features a toy made of colored blocks, specifically red, blue, yellow, and green'], ['In the image, there is a wooden toy shaped like a letter T. The toy'], ['In the image, there is a colorful wooden puzzle with various colored blocks. The puzzle'], ['In the image, there is a wooden toy shaped like a large letter ""L"" with'], ['In the image, there is a wooden toy shaped like a large letter ""T"" made']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['The image features a bright yellow and orange plastic ring with a hole in the middle. The ring'], ['In the image, there is a yellow and orange toy with a hole in the middle. The'], ['In the image, there is a yellow object with a hole in the middle. It appears to be'], ['In the image, there is a close-up view of a yellow and orange plastic ring with'], ['In the image, there is a small, yellow plastic ring with a hole in the middle.']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a colorful, rainbow-colored sculpture of an ang'], ['In the image, there is a pink plastic wing with rainbow colors. The wing is'], ['The image features a brightly colored, three-dimensional wing-shaped sculpture, likely made'], [""In the image, there is a pink and yellow sculpture of a bird's wing,""], ['In the image, there is a pink and white sculpture that resembles a bird wing']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a small silver metal object with a circular shape. It is placed on'], ['In the image, there is a silver, round object with a hole in the center. It appears'], ['In the image, there is a silver metal object with a circular shape and a dome on top'], ['In the image, there is a small silver spacecraft or a metal model of a spaceship.'], ['In the image, there is a small, round, silver object with a hole in the center.']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a small black object with a red tip. It appears to be a'], ['In the image, there is a small black object with a red tip, which appears to be a'], ['In the image, there is a small black object with a red tip, which appears to be a'], ['In the image, there is a black object with a red tip, which appears to be a black'], ['In the image, there is a black object with a red top, resembling a small black']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object that appears to be a piece of equipment or a device'], ['In the image, there is a blue object that appears to be a curled-up piece of'], ['The image features a blue plastic tube with three blue tubes wrapped around it. The blue'], ['In the image, there is a blue object with a curved shape, resembling a piece'], ['In the image, there is a blue object that resembles a piece of blue yarn or']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is an orange, spiky object that appears to be a toy'], ['In the image, there is an orange, spiky object that appears to be a toy'], ['In the image, there is an orange, spiky object that resembles a cact'], ['The image features a close-up of a bright orange, spiky, and woolly'], ['In the image, there is a close-up of a bright orange, spiky, and']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there are two red and yellow balls with blue spots, sitting on a white'], ['In the image, there is a red and yellow ball with blue spots. It appears to be'], ['In the image, there are two red and blue balls with yellow dots. The balls are sitting'], ['In the image, there is a close-up of a red and yellow ball with a blue center'], ['In the image, there is a close-up view of a red and yellow ball with blue d']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['In the image, there is a green toy car with orange wheels. The car is designed'], ['In the image, there is a green and orange toy shaped like a face, with a'], ['In the image, there is a green and orange toy that resembles a face. It'], ['The image features a green and orange plastic toy, which appears to be a toy car'], ['In the image, there is a green and orange toy car with a face on it. The']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['In the image, there is a close-up view of a bright pink, rubbery'], ['The image features a close-up of a bright pink, fuzzy, and spik'], ['The image features a pink and orange plastic toy shaped like a spiky,'], ['In the image, there is a pink, fuzzy, and squishy toy'], ['In the image, there is a large, bright red, and fuzzy plastic toy']]"
