image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['In the image, there is a pair of yellow plastic objects that look like two hands. They', 'In the image, there are two yellow plastic containers with holes in the sides. They are sitting', 'In the image, there are two orange plastic containers with a hole in the center. They are', 'In the image, there is a clear plastic container with a hole in the center. The container', 'In the image, there is a pair of yellow plastic objects, which appear to be some kind']","[(['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Orange'], ['Plastic']), ([], ['Plastic']), (['Yellow'], ['Plastic'])]","(80, 100)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['In the image, there is a red vase with a curved design, placed on a white', 'In the image, there is a red vase with a curved design, sitting on a white', 'In the image, there is a red vase with a unique shape, resembling a person', 'In the image, there is a red sculpture of a vase with a curved, spir', 'In the image, there is a red vase with a unique design. It has a curved']","[(['Red', 'White'], ['Lace']), (['Red', 'White'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 20)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['In the image, there is a colorful wooden toy shaped like a large letter ""L', 'In the image, there is a colorful stack of wooden blocks, possibly made of plastic,', 'In the image, there is a stack of wooden blocks, each one painted with a different color.', 'In the image, there is a colorful wooden puzzle, consisting of several interconnected blocks,', 'In the image, there is a colorful wooden toy, which appears to be a puzzle']","[([], ['Wooden']), ([], ['Wooden', 'Plastic']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden'])]","(0, 100)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['The image features a yellow plastic object, possibly a toy or a piece of sports equipment,', 'The image features a close-up of a yellow and orange plastic ring, which appears to be', 'The image features a small, round, yellow plastic toy with a hole in the center.', 'In the image, there is a bright orange rubber ball with a hole in the center. The', 'In the image, there is a yellow plastic ring with a hole in the center. The ring']","[(['Yellow'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Orange'], ['Rubber']), (['Yellow'], ['Plastic'])]","(100, 100)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['The image features a colorful, abstract sculpture of a bird wing made of a combination of p', 'In the image, there is a pink and yellow object that looks like a wing or a hat', 'In the image, there is a pink and white winged object, which appears to be a', 'In the image, there is a pink and purple sculpture of a bird wing. The', 'In the image, there is a colorful and unique piece of artwork, possibly a sculpture']","[([], []), (['Yellow', 'Pink'], []), (['Pink', 'White'], []), (['Purple', 'Pink'], []), ([], [])]","(60, 0)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['In the image, there is a silver, dome-shaped object with a metal base.', 'The image features a small silver object that resembles a top, or a metal dome,', 'In the image, there is a silver, circular object with a red center. It appears to be', 'In the image, there is a small silver dome-shaped object with a hole in the', 'In the image, there is a silver or metallic object with a dome-like shape']","[(['Silver'], []), (['Silver'], []), (['Red', 'Silver'], []), (['Silver'], []), (['Silver'], ['Metallic'])]","(100, 20)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['In the image, there is a small black object with a red stem. The object appears to be', 'The image features a small black object with a red top, which appears to be a piece of sports', 'In the image, there is a black object with a red tip, which appears to be a small', 'In the image, there is a small black object, possibly a black ball or a black light bul', 'In the image, there is a black plastic object with a red top, resembling a']","[(['Red', 'Black'], []), (['Red', 'Black'], []), (['Red', 'Black'], []), (['Black'], []), (['Red', 'Black'], ['Plastic'])]","(100, 20)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['In the image, there is a blue, twisted, curled, or wavy piece of', 'In the image, there is a blue object that resembles a large blue spring or a blue', 'In the image, there is a blue object that looks like a long tube or a bunch of', 'In the image, there is a blue object that resembles a bunch of blue grapes', 'In the image, there is a blue object with a spiral shape, possibly a piece of a']","[(['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], [])]","(100, 0)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['The image features a large, orange, spiky ball that appears to be made of rubber', 'In the image, there is a large, odd-shaped orange object that resembles a', 'In the image, there is a close-up view of a small, orange, spiky', 'In the image, there is a close-up of an orange, spiky, and round', 'The image features a close-up of a bright orange, spiky object with a pointy']","[(['Orange'], ['Rubber']), (['Orange'], []), (['Orange'], []), (['Orange'], []), (['Orange'], [])]","(100, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['In the image, there are two red and blue balls sitting on a white background. They are both', 'The image features two red and yellow plastic balls with blue dots, sitting on a white background', 'The image features two red and blue balls, likely made of rubber, sitting on a white surface', 'In the image, there are two red and yellow balls with blue spots. They are placed on', 'In the image, there is a red and blue ball with yellow dots on it. The ball']","[(['Red', 'Blue'], []), (['Red', 'Yellow', 'Blue'], ['Plastic']), (['Red', 'Blue', 'White'], ['Rubber']), (['Red', 'Yellow', 'Blue'], ['Lace']), (['Red', 'Yellow', 'Blue'], [])]","(100, 60)"
