image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there is a clear plastic container with a hole in the middle, resemb'], ['In the image, there is a close-up view of two yellow plastic containers, which are'], ['In the image, there is a pair of plastic containers, likely designed for storing food or other'], ['In the image, there is a clear plastic container with a yellow tint, resembling'], ['In the image, there are two plastic toys that look like a pair of large, yellow']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase or sculpture with a unique shape, resemb'], ['In the image, there is a red vase with a curved shape, sitting on a white'], ['In the image, there is a red vase with a curved shape, standing on a white'], ['In the image, there is a red vase with a curved shape and a hole in the'], ['In the image, there is a red vase or sculpture with a curved shape, res']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a stack of wooden blocks arranged in a colorful pattern. The blocks'], ['In the image, there is a wooden toy made up of various colored blocks. The toy'], ['In the image, there is a stack of wooden blocks, each with different colors, arranged in a'], ['In the image, there is a wooden toy shaped like a large letter ""F"" made'], ['In the image, there is a colorful wooden toy shaped like a large letter ""H']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a close-up of a bright yellow plastic ring with a hole'], ['In the image, there is a bright orange plastic object with a hole in the center. The'], ['In the image, there is a close-up of a yellow plastic ring with a hole in'], ['In the image, there is a bright orange, round, and slightly curved plastic object.'], ['In the image, there is a close-up view of a yellow and orange plastic ring with']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[[""The image features a pink and white plastic piece that resembles a bird's wing""], ['In the image, there is a pink plastic object that resembles a crown or a'], ['In the image, there is a pink and yellow colored sculpture of an angel wing.'], ['In the image, there is a pink plastic piece with a design resembling a bird'], ['The image features a pink, rainbow-colored, and iridescent wing-sh']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a silver, round object with a blue top. The object appears to'], ['In the image, there is a silver, round object with a hole in the center. It appears'], ['In the image, there is a silver, metallic object with a dome-shaped'], ['In the image, there is a small silver object that resembles a top or a flying sau'], ['In the image, there is a silver object that resembles a spaceship or a satellite d']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a black object with a red tip. The object is sitting on a'], ['In the image, there is a black object with a red tip, which appears to be a pl'], ['In the image, there is a black plastic object with a red tip. The object is round'], ['In the image, there is a black and red object that appears to be a toy or a'], ['In the image, there is a black object with a red top, which appears to be a small']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue rubber tube with three white caps on it. The'], ['In the image, there is a blue object with three white caps on it. The blue object appears'], ['In the image, there is a blue cylinder with a white top, resembling a t'], ['In the image, there is a blue cylindrical object with a white top, which appears to'], ['In the image, there is a blue object that looks like a bunch of blue tubes or w']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is a close-up of an orange and yellow spiky object,'], ['In the image, there is an orange, spiky, and possibly fuzzy object that'], ['In the image, there is a close-up of a bright orange, spiky, and'], ['In the image, there is an orange, spiky, and somewhat odd-looking object that'], ['In the image, there is a close-up of a bright orange, spiky, and']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there are two red and yellow balls with blue dots on them. They are'], ['In the image, there is a red and yellow ball with blue dots. The ball is sitting'], ['In the image, there are two red and yellow balls with blue spots, sitting on a white'], ['In the image, there are two red and yellow balls with blue dots on them. They are'], ['In the image, there are two red and yellow balls with blue spots. They are sitting on']]"
