image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['In the image, there are two plastic containers, one orange and one yellow, sitting on a', 'In the image, there are two plastic containers with a yellow color, sitting side by side on', 'In the image, there is a pair of clear plastic molds or containers, each shaped', 'In the image, there is a pair of plastic containers, which are small and made of a', 'In the image, there is a close-up view of a pair of yellow plastic containers,']","[(['Orange', 'Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), ([], ['Plastic']), ([], ['Plastic']), (['Yellow'], ['Plastic'])]","(60, 100)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['In the image, there is a red vase or sculpture, possibly a vase-sh', 'In the image, there is a red sculpture of a vase, which is made of red', 'In the image, there is a red vase with a curved design, possibly resembling', 'The image features a red vase with a curved shape, possibly made of glass. It has', 'In the image, there is a red vase with a curved design. The vase is']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['In the image, there is a stack of wooden blocks, which are colorful and arranged in a', 'In the image, there is a wooden toy that resembles a puzzle, made up', 'In the image, there is a stack of wooden blocks, each with a different color. The blocks', 'The image features a stack of colored wooden blocks, each with a letter on them. The blocks are', 'In the image, there is a wooden toy made of different colored blocks, including red, blue']","[([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), (['Red'], ['Wooden']), (['Red', 'Blue'], ['Wooden'])]","(40, 100)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['In the image, there is a bright orange, circular object with a hole in the middle. It', 'In the image, there is a yellow and orange object with a hole in the middle. It appears', 'In the image, there is a close-up of a bright orange plastic toy with a', 'In the image, there is a bright orange, round plastic object with a hole in the center', 'The image features a yellow plastic object with a hole in the center, sitting on a white background']","[(['Orange'], []), (['Orange', 'Yellow'], []), (['Orange'], ['Plastic']), (['Orange'], ['Plastic']), (['Yellow'], ['Plastic'])]","(100, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['The image features a pink, colorful, and shiny plastic object that resembles', 'In the image, there is a pink plastic piece of artwork, possibly a sculpture', 'The image features a brightly colored, rainbow-colored piece of artwork that resemb', 'In the image, there is a close-up view of a pink, shiny, and', 'In the image, there is a pink and blue wing-shaped object, possibly a piece']","[(['Pink'], ['Plastic', 'Shiny']), (['Pink'], ['Plastic']), (['Red'], []), (['Pink'], ['Shiny']), (['Blue', 'Pink'], [])]","(100, 60)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['In the image, there is a silver, round, and shiny object that looks like a satellite', 'The image features a small silver spaceship-like object with a round top. It appears to be', 'The image features a small silver object with a round top. It appears to be a metallic', 'In the image, there is a small, silver, round object with a hole in the center.', 'In the image, there is a small silver object that resembles a spacecraft or a satellite']","[(['Silver'], ['Shiny']), (['Silver'], []), (['Silver'], ['Metallic']), (['Silver'], []), (['Silver'], [])]","(100, 40)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['In the image, there is a small black and red ball with a red stem, sitting on a', 'In the image, there is a black and red object, which appears to be a toy or', 'In the image, there is a black object with a red tip. The object is round and appears', 'In the image, there is a black object that looks like a large, round, rubber-', 'In the image, there is a black object with a red tip. The object appears to be a']","[(['Red', 'Black'], []), (['Red', 'Black'], []), (['Red', 'Black'], []), (['Black'], ['Rubber']), (['Red', 'Black'], [])]","(100, 20)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['In the image, there is a blue object with a curled shape, possibly a piece of blue', 'The image features a blue, curled, and twisted piece of plastic, which appears to', 'In the image, there is a blue object with a twisted shape, resembling a tw', 'In the image, there is a blue object that looks like a curled-up pipe or a', 'The image features a close-up of a blue object, possibly a piece of plastic or a']","[(['Blue'], []), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 40)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['In the image, there is a close-up of an orange, spiky, and somewhat', 'In the image, there is a large orange, fuzzy, and spiky object.', 'In the image, there is a close-up of a bright orange, spiky, and', 'In the image, there is an orange, spiky, and round object that resembles', 'The image features a close-up of a bright orange, spiky, and warty']","[(['Orange'], []), (['Orange'], ['Fuzzy']), (['Orange'], []), (['Orange'], []), (['Orange'], [])]","(100, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['In the image, there is a close-up view of a red and yellow ball with a blue', 'In the image, there are two red and yellow balls with blue dots. They are placed side', 'In the image, there is a red and yellow ball with a blue center. It has a lot', 'In the image, there is a red and yellow ball with blue dots. It is a to', 'In the image, there is a red and yellow ball with blue spots, sitting on a white']","[(['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], ['Lace']), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue', 'White'], [])]","(100, 20)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['In the image, there is a green and orange plastic toy, which appears to be a', 'The image features a green and orange toy, which appears to be a toy car or a', 'In the image, there is a green toy shaped like a face with orange accents.', 'In the image, there is a green plastic toy car with an orange nose. It appears', 'In the image, there is a green plastic toy shaped like a face with a nose']","[(['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic']), (['Green'], ['Plastic'])]","(100, 60)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['The image features a bright pink, fuzzy, and spiky object that looks like', 'In the image, there is a close-up view of a bright pink, fuzzy', 'In the image, there is a large, brightly colored, and odd-shaped red object', 'The image features a bright pink, fuzzy, and spiky object that looks like', 'In the image, there is a pink and orange plastic toy, which appears to be']","[(['Pink'], ['Fuzzy']), (['Pink'], ['Fuzzy']), (['Red'], []), (['Pink'], ['Fuzzy']), (['Orange', 'Pink'], ['Plastic'])]","(100, 80)"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"['In the image, there is a close-up view of a bright orange plastic piece of a', 'In the image, there is a close-up of a yellow and orange plastic toy,', 'In the image, there is a close-up view of a plastic toy or a piece', 'In the image, there is a bright orange plastic piece with a hole in the center. It', 'In the image, there is a bright orange plastic piece that appears to be a small piece of']","[(['Orange'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), ([], ['Plastic']), (['Orange'], ['Plastic']), (['Orange'], ['Plastic'])]","(80, 100)"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"['In the image, there is a colorful, sparkly toy with a purple plastic', 'In the image, there is a toy microphone with a purple and pink color scheme', 'In the image, there is a colorful, shiny, and sparkly toy that looks', 'In the image, there is a pink and yellow toy, possibly a toothbrush', 'In the image, there is a toy shaped like a microphone with a purple pl']","[(['Purple'], ['Sparkly', 'Plastic']), (['Purple', 'Pink'], []), ([], ['Sparkly', 'Shiny']), (['Yellow', 'Pink'], []), (['Purple'], [])]","(80, 40)"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"['In the image, there is a blue object with a circular pattern on it. It appears to be', 'In the image, there is a blue plastic item, possibly a piece of sports equipment or a', 'In the image, there is a blue plastic item with a hole in the middle. The item', 'In the image, there is a blue plastic item that resembles a piece of sports equipment', 'In the image, there is a blue object with a hole in the middle. The object appears to']","[(['Blue'], []), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], [])]","(100, 60)"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"['In the image, there is a blue and white rug, which appears to be a blue and white', 'In the image, there is a blue and orange scrub brush with a blue bristle', 'In the image, there is a blue and white rug, possibly a bath rug, with a yellow', 'In the image, there is a blue and orange brush with a long, curly brist', 'In the image, there is a blue and white rug with a yellow plastic handle. The rug']","[(['Blue', 'White'], []), (['Orange', 'Blue'], []), (['Yellow', 'Blue', 'White'], []), (['Orange', 'Blue'], []), (['Yellow', 'Blue', 'White'], ['Plastic'])]","(100, 20)"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"['The image features a pair of metal clips with a blue and orange wheel attached to them. The', 'In the image, there is a small blue clip holding a green wheel, which is connected to a', 'In the image, there is a blue clip and a green wheel on a white background. The blue', 'In the image, there is a toy on display, which is a small metal object with a', 'In the image, there is a small toy car with a blue clip holding it together. The']","[(['Orange', 'Blue'], []), (['Green', 'Blue'], []), (['Green', 'Blue'], []), ([], []), (['Blue'], [])]","(80, 0)"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"['In the image, there is a yellow plastic bowl with a clear top. The bowl', 'In the image, there is a small yellow bowl or container with a clear plastic top.', 'In the image, there is a yellow plastic container with a clear lid sitting on a white background', 'In the image, there is a yellow plastic object with a clear center, which is sitting on', 'In the image, there is a yellow plastic bowl with a lid on it. The bow']","[(['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic'])]","(100, 100)"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"['In the image, there is a small, brightly colored, orange and yellow rubber egg with', 'In the image, there is a small, brightly colored, and shiny yellow and orange egg', 'In the image, there is a small, brightly colored, yellow and orange egg-shaped', 'In the image, there is a small, odd-shaped, brightly colored egg with a', 'In the image, there is a brightly colored, oddly shaped object that resembles']","[(['Red', 'Orange', 'Yellow'], ['Rubber']), (['Red', 'Orange', 'Yellow'], ['Shiny']), (['Red', 'Orange', 'Yellow'], []), (['Red'], []), (['Red'], [])]","(100, 40)"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"['In the image, there is a stack of five colorful cushions, each with a different', 'In the image, there are three stacks of colored cushions, each with a different color', 'The image features a stack of four colored foam blocks, each with a different color: red,', 'In the image, there is a stack of four different colored cushions, each with a different', 'In the image, there are four colorful stacked cushions, each with a different color']","[([], []), (['Red'], []), (['Red'], []), (['Red'], []), ([], [])]","(60, 0)"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"['In the image, there is a close-up view of a colorful object, which appears to', 'The image features a green and purple plastic object with a black center. It has a hole', 'In the image, there is a close-up of a colorful, multi-colored object', 'In the image, there is a close-up view of a black and pink plastic to', 'In the image, there is a close-up view of a black and purple object, which']","[([], []), (['Green', 'Purple', 'Black'], ['Plastic']), (['Red'], []), (['Pink', 'Black'], ['Plastic']), (['Purple', 'Black'], [])]","(80, 40)"
