image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two yellow plastic containers or containers with holes in them. They are'], ['In the image, there are two small, clear, plastic containers with holes in the bottom.'], ['In the image, there are two clear plastic objects, which are likely toys, sitting on'], ['In the image, there are two yellow plastic containers with holes in them, sitting side by side'], ['In the image, there are two orange plastic containers with a clear plastic lining. They']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase with a curved shape, resembling a'], ['In the image, there is a red vase with a curved shape, possibly a sculpture'], ['In the image, there is a red vase with a curved shape, resembling a'], ['In the image, there is a red vase, possibly made of glass or ceramic,'], ['The image features a red sculpture or vase, which is shaped like a curved,']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a stack of colorful wooden blocks, including red, blue, green'], ['In the image, there is a stack of colorful wooden blocks. The blocks are of various sizes'], ['In the image, there is a colorful wooden toy made up of different colored blocks. The'], ['The image features a wooden toy with a red, blue, and yellow face. It is a'], ['In the image, there is a stack of wooden blocks with various colors, including red, blue,']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a bright orange toy that appears to be a piece of plastic'], ['In the image, there is a bright orange plastic toy with a hole in the center.'], ['The image features a close-up of a yellow plastic toy, which appears to be a'], ['In the image, there is a close-up view of a bright orange plastic ring with a'], ['In the image, there is a close-up view of a yellow and orange object, which appears']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a pink and white sculpture of an angel wing. The'], ['In the image, there is a pink and yellow plastic wing, which appears to be a'], ['In the image, there is a pink plastic object that resembles a wing or a'], ['In the image, there is a pink and yellow plastic item that looks like a crown.'], ['In the image, there is a pink and purple plastic toy shaped like a']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a silver object that resembles a spaceship or a flying sau'], ['In the image, there is a small silver object with a dome-shaped top, which'], ['In the image, there is a small silver object with a round top. It appears to be a'], ['In the image, there is a silver object with a dome-shaped top, which could'], ['In the image, there is a silver, round, metallic object with a dome-']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a black and red object that appears to be a toy or a'], ['In the image, there is a black and red object that appears to be a ball or a rounded'], ['In the image, there is a small black object with a red top. It is placed on a'], ['In the image, there is a black object with a red tip. The object appears to be a'], ['In the image, there is a black object with a red tip. The object appears to be a']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object that appears to be a piece of equipment or a tool'], ['In the image, there is a blue, twisted, and curled object, possibly a piece'], ['In the image, there is a blue object that looks like a curled-up piece of pl'], ['The image features a blue plastic object with a curved shape. It appears to be a blue'], ['In the image, there is a blue plastic object with a curved shape, resembling']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is an orange, spiky, and fuzzy object, possibly'], ['In the image, there is a close-up view of a bright orange object that resembles'], ['In the image, there is a close-up of an orange, spiky object that res'], ['In the image, there is a close-up of a large orange ball with many bumps on'], ['In the image, there is a close-up of an orange, spiky, and possibly']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there are two red and blue plastic balls with a red and blue surface.'], ['In the image, there is a red and yellow ball with a lot of small holes. It appears'], ['In the image, there are two red and yellow balls with blue dots on them. They are'], ['In the image, there is a red and yellow rubber ball with a blue dot on top.'], ['In the image, there is a close-up view of a red and yellow ball with a blue']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['In the image, there is a green toy with a face and two orange wheels. The'], ['In the image, there is a green and orange toy shaped like a face, with a'], ['In the image, there is a green toy with a face and two orange arms. The to'], ['In the image, there is a green and orange toy car with a yellow steering wheel.'], ['In the image, there is a green toy with a face and orange arms. The toy']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['In the image, there is a close-up view of a pink and orange plastic to'], ['In the image, there is a close-up of a bright pink, squishy,'], ['In the image, there is a bright pink plastic toy that resembles a sea'], ['In the image, there is a pink and orange plastic toy resembling a sea'], ['In the image, there is a pink and orange plastic toy that looks like a squ']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['In the image, there is a small, orange plastic piece of a toy or a decor'], ['The image features a close-up of a red plastic object with a yellow top. The object'], ['In the image, there is a bright orange plastic object with a screw in it. The'], ['In the image, there is a toy car with a red top and a yellow base. The'], [""In the image, there is a close-up of a toy, possibly a child's""]]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['In the image, there is a colorful, rainbow-colored, and shiny to'], ['In the image, there is a colorful toy, which appears to be a toy micro'], ['In the image, there is a colorful, plastic toy shaped like a microphone'], ['In the image, there is a toy shaped like a microphone with a purple and'], ['In the image, there is a colorful toy that resembles a microphone. The']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['In the image, there is a blue plastic item with a hole in the center. It appears'], ['In the image, there is a blue object with a round hole in the center, which appears to'], ['In the image, there is a blue object that appears to be a piece of sports equipment. It'], ['In the image, there is a blue object with a pattern of white dots on it. It'], ['In the image, there is a blue plastic object with a hole in the center, resemb']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['In the image, there is a blue and white rug with a yellow handle, which is hanging'], ['In the image, there is a blue and white rug with a yellow top, which is sitting on'], ['In the image, there is a blue and white rug with a yellow cap on top of it.'], ['In the image, there is a blue and white rug with a yellow handle. The rug is h'], ['In the image, there is a blue and white rug with a yellow top, which appears to be']]"
