image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two plastic toys that look like ears, with one on top'], ['In the image, there is a pair of yellow plastic containers, possibly egg holders, sitting'], ['In the image, there are two plastic containers, possibly toys or containers, with a clear'], ['In the image, there is a pair of yellow plastic toy hands, which are made of'], ['In the image, there are two plastic containers, possibly containers for holding small items or toys']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['The image features a red vase or sculpture, which appears to be made of metal. The'], ['The image features a red vase or sculpture with a curved shape, sitting on a white'], ['The image features a red vase, which is shaped like a large, curved, and'], ['In the image, there is a red sculpture of a vase or a sculpture of a'], ['In the image, there is a red vase that is shaped like a woman. It has']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['The image features a colorful wooden toy in the shape of a large letter ""Y"" made'], ['In the image, there is a wooden block with letters on it. The letters are arranged in a'], ['In the image, there is a stack of wooden blocks arranged in a visually appealing manner.'], ['The image features a wooden toy made up of several different colored blocks, forming a colorful and'], ['In the image, there is a stack of wooden blocks arranged in a colorful pattern. The blocks']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a close-up view of a bright orange toy, possibly a'], ['In the image, there is a close-up of a bright orange and yellow plastic ring,'], ['In the image, there is a close-up of a yellow and orange toy, possibly a'], ['In the image, there is a close-up view of a bright orange plastic toy,'], ['The image features a bright orange toy, possibly a toy car or a toy sports ball']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a pink and yellow plastic sculpture of an angel wing'], ['In the image, there is a pink and purple plastic piece of art, possibly a'], ['In the image, there is a colorful, abstract-looking piece of artwork that resemb'], ['In the image, there is a colorful, rainbow-colored, three-dimensional sculpt'], ['The image features a bright pink and yellow wing-shaped object, possibly a piece of art']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a small, silver, round object with a hole in the middle.'], ['In the image, there is a silver, round, and somewhat odd-shaped object with a'], ['In the image, there is a silver object that looks like a spaceship or a flying saucer'], ['In the image, there is a silver object that appears to be a small satellite dish or a'], ['In the image, there is a silver, circular object with a dome-shaped top.']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a black plastic object with a red tip. The object is round'], ['In the image, there is a small black ball with a red tip, sitting on a white background'], ['In the image, there is a black object that resembles a drain plug, with a'], ['In the image, there is a black object with a red tip, which appears to be a to'], ['In the image, there is a black object with a red tip. It appears to be a to']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue plastic item that looks like a curled up pipe or'], ['In the image, there is a blue, twisted, and curled object that appears to be'], ['In the image, there is a blue object that appears to be a rubber band or a piece'], ['In the image, there is a blue cylindrical object with a white top. The blue object'], ['The image features a blue object with a spiral shape, possibly a piece of blue tubing,']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is an orange, spiky object that looks like a small, odd'], ['The image features a close-up view of a small, bright orange object with a spiky'], ['In the image, there is a close-up view of an orange and yellow ball with a sp'], ['In the image, there is a close-up of an orange, spiky, and b'], ['The image features a close-up of a bright orange, spiky, and somewhat odd-']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there is a red and blue ball with a yellow center. The ball is sitting'], ['In the image, there is a red and yellow ball with a blue dot. The ball is made'], ['In the image, there are two red and yellow balls with blue dots. They are sitting on'], ['In the image, there is a red and yellow ball with blue dots, which appears to be'], ['In the image, there is a red and yellow ball with a blue dot on top. The ball']]"
