image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['In the image, there is a close-up view of a pair of yellow plastic containers or', 'In the image, there are two clear plastic eggs with a hole in the center. The eggs', 'In the image, there are two small, transparent, plastic, molded objects, res', 'In the image, there is a clear plastic container with a yellow tint, containing two small', 'In the image, there are two plastic objects, which appear to be small, transparent, and']","[(['Yellow'], ['Plastic']), ([], ['Plastic']), ([], ['Plastic', 'Transparent']), (['Yellow'], ['Plastic']), ([], ['Plastic', 'Transparent'])]","(40, 100)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['In the image, there is a red vase or sculpture, which could be described as a', 'In the image, there is a red vase with a curved shape, possibly resembling', 'In the image, there is a red vase that is shaped like a tall, narrow triangle', 'In the image, there is a red vase with a unique design, resembling a w', 'In the image, there is a red vase with a curved shape, standing on a red']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red', 'Tan'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['In the image, there is a colorful wooden toy made up of various shapes, including letters', 'In the image, there is a colorful stack of wooden blocks. The blocks are of various colors', 'The image features a wooden toy made of multiple colored blocks, resembling a puzzle.', 'In the image, there is a stack of colored wooden blocks with various colors. The blocks are arranged', 'The image features a wooden toy in the shape of a large letter ""T."" It is made']","[([], ['Wooden']), ([], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), ([], ['Wooden'])]","(40, 100)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['In the image, there is a brightly colored, orange plastic ring with a hole in the', 'In the image, there is a bright orange plastic toy, which appears to be a piece', 'The image shows a yellow and orange plastic ring with a hole in the middle, which appears to', 'In the image, there is a yellow and orange toy, which appears to be a toy', 'The image features a yellow toy, possibly a frisbee or a ring, with a']","[(['Red', 'Orange'], ['Plastic']), (['Orange'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], []), (['Yellow'], [])]","(100, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['In the image, there is a colorful sculpture or art piece, possibly a piece of j', 'The image features a pink and yellow plastic item with wings, possibly a toy or a', 'The image features a pink and purple colored wing-shaped item, possibly a sculpture', 'In the image, there is a pink and blue winged hat. The hat is made of', 'In the image, there is a pink and white object that resembles a wing. It']","[([], []), (['Yellow', 'Pink'], ['Plastic']), (['Red', 'Purple', 'Pink'], []), (['Blue', 'Pink'], []), (['Pink', 'White'], [])]","(80, 20)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['In the image, there is a small silver object that looks like a silver dome with red and', 'In the image, there is a small silver object that resembles a spaceship or a silver', 'In the image, there is a small silver dome-shaped object with a hole in the', 'In the image, there is a silver-colored, circular object with a dome-sh', 'In the image, there is a small silver object that resembles a spacecraft or a satellite']","[(['Red', 'Silver'], []), (['Silver'], []), (['Silver'], []), (['Red', 'Silver'], []), (['Silver'], [])]","(100, 0)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['In the image, there is a black plastic item with a red tip. It appears to be', 'The image features a black object with a red top, which is either a red paintbrush or', 'In the image, there is a black object with a red tip, which appears to be a to', 'In the image, there is a black ball with a red plastic handle. The ball appears to', 'In the image, there is a black plastic item with a red tip, sitting on a white']","[(['Red', 'Black'], ['Plastic']), (['Red', 'Black'], []), (['Red', 'Black'], []), (['Red', 'Black'], ['Plastic']), (['Red', 'Black', 'White'], ['Plastic'])]","(100, 60)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['The image features a blue rubber object with three blue handles, resembling a blue mop', 'In the image, there is a close-up of a blue object that resembles a tw', 'In the image, there is a blue plastic tube with a white cylinder inside. The', 'The image features a blue object, which appears to be a piece of equipment or a tool, with', 'In the image, there are three blue cylinders or tubes arranged in a curved shape']","[(['Blue'], ['Rubber']), (['Blue'], []), (['Blue', 'White'], ['Plastic']), (['Blue'], []), (['Blue'], [])]","(100, 40)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['In the image, there is an orange, spiky, and somewhat hairy object that looks', 'In the image, there is an orange, fuzzy, and spiky object that res', 'The image features a close-up view of a bright orange, spiky, and bum', 'The image features a bright orange, spiky, and somewhat odd-shaped object that res', 'In the image, there is a bright orange, spiky, and furry object that looks']","[(['Orange'], ['Hairy']), (['Orange'], ['Fuzzy']), (['Orange'], []), (['Orange'], []), (['Orange'], ['Furry'])]","(100, 60)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['In the image, there is a red and yellow ball with blue dots on it. The ball', 'The image features a close-up view of a red and blue toy, which appears to be', 'In the image, there are two red and yellow balls with blue dots on them. They are', 'The image features a pair of red and blue balls with a white background. These balls are made of', 'In the image, there is a close-up view of two red and yellow tennis balls with blue']","[(['Red', 'Yellow', 'Blue'], []), (['Red', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Blue'], []), (['Red', 'Yellow', 'Blue'], [])]","(100, 0)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['The image features a green plastic toy with an orange nose and orange ears. It has a', 'In the image, there is a green plastic toy that resembles a face with a', 'In the image, there is a green and orange toy car with two orange wheels. The', 'The image features a green and orange plastic toy shaped like a face, with a large', 'The image features a green and orange toy car with a face on it. The toy car']","[(['Orange', 'Green'], ['Plastic']), (['Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], [])]","(100, 60)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['The image features a bright pink and orange creature with a spiky, hairy appearance.', 'In the image, there is a large, oddly shaped, brightly colored red and orange', 'In the image, there is a close-up view of a bright red, multi-colored', 'In the image, there is a close-up of a bright pink, red, and orange', 'The image features a large, bright pink, fuzzy, and somewhat spiky object']","[(['Orange', 'Pink'], ['Hairy']), (['Red', 'Orange'], []), (['Red'], []), (['Red', 'Orange', 'Pink'], []), (['Pink'], ['Fuzzy'])]","(100, 40)"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"['The image features a toy car with an orange top and a yellow bottom. It has an odd', ""In the image, there is a plastic orange and yellow object that resembles a person'"", 'In the image, there is a small toy shaped like a person with an orange head.', 'In the image, there is a close-up of an orange object that looks like a piece of', 'In the image, there is a red and yellow plastic object, possibly a toy or a']","[(['Orange', 'Yellow'], []), (['Orange', 'Yellow'], ['Plastic']), (['Orange'], []), (['Orange'], []), (['Red', 'Yellow'], ['Plastic'])]","(100, 40)"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"['In the image, there is a colorful toy shaped like a microphone. The to', 'In the image, there is a purple and pink toy shaped like a microphone', 'In the image, there is a colorful, sparkly toy, likely a toy micro', 'In the image, there is a small, colorful toy shaped like a microphone.', 'In the image, there is a colorful and shiny toy, which appears to be a']","[([], []), (['Purple', 'Pink'], []), ([], ['Sparkly']), ([], []), ([], ['Shiny'])]","(20, 40)"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"['In the image, there is a blue object with a hole in the center. The blue object appears', 'In the image, there is a blue plastic object with a hole in the middle. It is', 'The image features a blue sports gear with a unique design. It appears to be a protective', 'In the image, there is a blue object with a hole in the middle. The object is sh', 'The image features a blue and black helmet with a clear plastic front. The helmet has']","[(['Blue'], []), (['Blue'], ['Plastic']), (['Blue'], []), (['Blue'], []), (['Blue', 'Black'], ['Plastic'])]","(100, 40)"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"['In the image, there is a blue and white rug with a yellow cap on top of it.', 'In the image, there is a blue and white rug with a yellow handle, sitting on a white', 'In the image, there is a blue and white rug on a white background. The rug is rolled', 'In the image, there is a blue and white rug on a white background. The rug appears to', 'In the image, there is a blue and orange hairbrush sitting on a white background. The']","[(['Yellow', 'Blue', 'White'], []), (['Yellow', 'Blue', 'White'], []), (['Blue'], []), (['Blue'], []), (['Orange', 'Blue'], [])]","(100, 0)"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"['In the image, there is a toy with a blue clip and a green wheel. The to', 'In the image, there is a toy train on a track, which is made up of two', 'In the image, there is a toy with a blue clip and a green wheel. The to', 'In the image, there is a small toy that resembles a metal clip with a blue', 'The image features a pair of metal clips with a blue and orange wheel attached to them. The']","[(['Green', 'Blue'], []), ([], []), (['Green', 'Blue'], []), (['Blue'], []), (['Orange', 'Blue'], [])]","(80, 0)"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"['In the image, there is a yellow plastic object, possibly a bowl or a container,', 'In the image, there is a yellow plastic bowl with a metal piece inside of it.', 'In the image, there is a yellow plastic container or bowl with a lid. The container', 'In the image, there is a small yellow object with a black top and a green bottom. It', 'In the image, there is a yellow plastic bowl or container with a clear plastic l']","[(['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow', 'Green', 'Black'], []), (['Yellow'], ['Plastic'])]","(100, 80)"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"['In the image, there is a small, oddly shaped, brightly colored plastic egg', 'In the image, there is a yellow and orange rubber egg with a fuzzy top.', 'In the image, there is a toy or a small sculpture that looks like a chicken', 'In the image, there is a yellow and orange egg-shaped toy with a fuz', 'In the image, there is a small, brightly colored, orange and yellow egg-shaped']","[(['Red'], ['Plastic']), (['Orange', 'Yellow'], ['Fuzzy', 'Rubber']), ([], []), (['Orange', 'Yellow'], []), (['Red', 'Orange', 'Yellow'], [])]","(80, 40)"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"['In the image, there is a stack of six colorful rubber mats, each with a', 'In the image, there is a stack of five brightly colored, foam-like blocks,', 'I see a stack of five colorful exercise mats, each with a different color. The colors', 'In the image, there are five stacked up green, red, orange, blue, and yellow', 'The image features a stack of five different colored blocks, each with a unique color. They are arranged']","[([], ['Rubber']), (['Red'], []), ([], []), (['Red', 'Orange', 'Yellow', 'Green', 'Blue'], []), (['Red'], [])]","(60, 20)"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"['In the image, there is a small, colorful plastic object, possibly a toy,', 'The image features a close-up view of a green and pink plastic toy, which', 'In the image, there is a close-up of a purple and pink object that appears', 'In the image, there is a close-up of a black and green object, possibly a small', 'The image features a close-up view of a black and purple object, which appears to be']","[([], ['Plastic']), (['Green', 'Pink'], ['Plastic']), (['Purple', 'Pink'], []), (['Green', 'Black'], []), (['Purple', 'Black'], [])]","(80, 40)"
