image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['The image features two identical, clear plastic containers or containers with yellow lids. They are sitting', 'In the image, there are two small, clear, plastic containers, which are likely containers for', 'In the image, there is a pair of plastic, yellow, and clear objects that resemble', 'In the image, there is a close-up view of two yellow plastic containers with a clear', 'In the image, there is a close-up of two yellow plastic containers or containers with holes']","[(['Yellow'], ['Plastic']), ([], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic'])]","(80, 100)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['The image features a red vase with a unique shape, standing on a red pedestal.', 'In the image, there is a red vase with a curved design, sitting on a white', 'In the image, there is a red vase or sculpture, which appears to be a piece', 'In the image, there is a red sculpture of a vase or a vase-like', 'The image features a red vase, which is shaped like a curvy, elongated']","[(['Red', 'Tan'], []), (['Red', 'White'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['In the image, there is a colorful wooden toy shaped like a letter ""T""', 'In the image, there is a colorful wooden block with letters and numbers on it. The block', 'The image features a stack of six different colored wooden blocks, each with a unique shape and color.', 'In the image, there is a colorful wooden toy shaped like a letter, which is', 'In the image, there is a wooden toy shaped like a letter ""H"" made out']","[([], ['Wooden']), ([], ['Wooden']), (['Red'], ['Wooden']), ([], ['Wooden']), ([], ['Wooden'])]","(20, 100)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['In the image, there is a yellow and orange rubber object, which appears to be a to', 'In the image, there is a close-up view of an orange and yellow rubber ring,', 'In the image, there is a bright orange plastic object with a hole in the middle. It', 'In the image, there is a close-up of a yellow and orange toy, possibly a', 'In the image, there is a bright orange plastic ring with a hole in the middle. The']","[(['Orange', 'Yellow'], ['Rubber']), (['Orange', 'Yellow'], ['Rubber']), (['Orange'], ['Plastic']), (['Orange', 'Yellow'], []), (['Orange'], ['Plastic'])]","(100, 80)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['The image features a colorful, pink, and purple object that resembles a bird', 'In the image, there is a pink, colorful sculpture of a bird with its wings', 'In the image, there is a pink and yellow wing-shaped object, possibly a hat', 'In the image, there is a colorful, abstract, and artistic sculpture of a bird', 'In the image, there is a pink wing-shaped object, possibly a decoration or']","[(['Purple', 'Pink'], []), (['Pink'], []), (['Yellow', 'Pink'], []), ([], []), (['Pink'], [])]","(80, 0)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['The image features a silver, circular object with a central hole. It appears to be a part of', 'In the image, there is a small silver object that resembles a spaceship or a flying', 'In the image, there is a silver object that appears to be a circular piece of art or a', 'In the image, there is a silver metal object that resembles a small spaceship or a', 'In the image, there is a silver, round, metallic object that resembles a']","[(['Silver'], []), (['Silver'], []), (['Silver'], []), (['Silver'], []), (['Silver'], ['Metallic'])]","(100, 20)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['In the image, there is a black and red object, which appears to be a toy or', 'The image features a black plastic object with a red tip, which is sitting on a white background', 'In the image, there is a black object with a red top that is sitting on a white background', 'The image features a red and black object, which appears to be a drain stopper or a', 'The image features a black and red object, which appears to be a small rubber item with a']","[(['Red', 'Black'], []), (['Red', 'Black'], ['Plastic']), (['Red', 'Black'], []), (['Red', 'Black'], []), (['Red', 'Black'], ['Rubber'])]","(100, 40)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['In the image, there is a blue object with three white caps on it. The blue object is', 'The image features a close-up of a blue object with a twisted or braided design.', 'In the image, there is a blue cylinder-shaped object with two white caps on either', 'The image features a blue object that is shaped like a curled-up cylinder. The', 'In the image, there is a blue object with a white top, which is either a piece of']","[(['Blue', 'White'], []), (['Blue'], []), (['Blue', 'White'], []), (['Blue'], []), (['Blue', 'White'], [])]","(100, 0)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['In the image, there is an orange, spiky, and possibly rubbery object,', 'In the image, there is an orange, spiky, and pointy object that resemb', 'In the image, there is a close-up of a large, odd-shaped, orange', 'In the image, there is a close-up view of an orange, spiky, and', 'In the image, there is a close-up of an orange, spiky, and somewhat']","[(['Orange'], ['Rubber']), (['Orange'], []), (['Orange'], []), (['Orange'], []), (['Orange'], [])]","(100, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['The image features two red and blue rubber balls with yellow spots. They are sitting on a', 'In the image, there is a red and yellow ball with blue spots on it. The ball', 'In the image, there is a red and yellow rubber ball with a blue dot on top.', 'In the image, there are two red and yellow balls with blue spots. The balls are sitting', 'The image features a red and yellow ball with a lot of small red dots. It is placed']","[(['Red', 'Yellow', 'Blue'], ['Rubber']), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], ['Rubber']), (['Red', 'Yellow', 'Blue'], []), (['Red', 'Yellow'], ['Lace'])]","(100, 60)"
