image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two clear plastic containers, each with a hole in the center,'], ['In the image, there is a pair of plastic, clear, and yellow-colored ear'], ['In the image, there is a pair of yellow plastic eggs with holes in the middle. They'], ['In the image, there are two yellow plastic containers with holes in them. They are placed side'], ['In the image, there is a clear plastic toy shaped like a pair of hands,']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase with a curved shape, standing on a red'], ['In the image, there is a red vase or sculpture, possibly a statue, sitting on'], ['In the image, there is a red vase with a curved shape, possibly resembling'], ['In the image, there is a red sculpture of a vase or a statue, possibly a'], ['In the image, there is a red vase with a unique, curved shape. The v']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a stack of wooden blocks with letters on them. The letters are arranged'], ['In the image, there is a wooden toy made up of several colored blocks, resembling'], ['In the image, there is a colorful wooden block with a red, blue, and yellow square'], ['In the image, there is a stack of colorful wooden blocks, which appear to be made of'], ['In the image, there is a colorful wooden block with letters on it. The block is made']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a bright orange plastic ring with a hole in the center. The'], ['In the image, there is a yellow and orange toy, which appears to be a small ball'], ['In the image, there is a bright orange toy shaped like a half-circle with a'], ['In the image, there is a bright orange plastic ring with a hole in the center. The'], ['In the image, there is a bright orange plastic toy with a hole in the middle.']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a colorful, rainbow-colored sculpture of a bird'], ['In the image, there is a pink, rainbow-colored sculpture of a bird'], ['In the image, there is a colorful, rainbow-colored, abstract, and odd'], ['In the image, there is a pink and purple sculpture of a bird wing, possibly'], ['In the image, there is a pink and purple sculpture of a bird wing, possibly']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a small, silver, round object with a hole in the center.'], ['In the image, there is a silver metal object that resembles a top or a dome'], ['In the image, there is a small silver object with a dome-shaped top, which'], ['In the image, there is a silver object that resembles a spacecraft or a satellite d'], ['In the image, there is a silver, circular object with a hole in the center. The object']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a black plastic item with a red tip, which appears to be'], ['In the image, there is a black object with a red tip, which appears to be a black'], ['In the image, there is a black object with a red tip. It appears to be a small'], ['In the image, there is a black object with a red tip, which appears to be a to'], ['In the image, there is a black object that looks like a ball or a dome, with']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object that looks like a piece of a rubber band or'], ['In the image, there is a blue cylinder with a white top, which appears to be a'], ['In the image, there is a blue object with a twisted shape, possibly a piece of blue'], ['In the image, there is a blue object that appears to be a piece of exercise equipment. It'], ['In the image, there is a blue object with a white top, which appears to be a blue']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is a close-up of an orange, spiky, and possibly'], ['In the image, there is a close-up of an orange and yellow object that resembles'], ['In the image, there is a close-up of an orange and brown spiky ball.'], ['In the image, there is an orange, spiky, and fuzzy object that res'], ['In the image, there is a close-up of a bright orange, spiky, and']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there are two red and yellow balls with blue spots on them. They are'], ['In the image, there is a red and yellow ball with blue spots, which appears to be'], ['In the image, there is a red and yellow ball with a blue dot on it. The ball'], ['In the image, there are two red and yellow balls with blue spots. They are placed on'], ['In the image, there is a close-up of a red and yellow ball with blue spots']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['In the image, there is a green toy car with orange wheels. The toy car'], ['In the image, there is a green toy with a plastic face and orange wheels.'], ['In the image, there is a green and orange toy car with a smiley face on it'], ['In the image, there is a green and orange toy car with a unique design. The to'], ['In the image, there is a green toy car with orange wheels. The toy car']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['In the image, there is a bright pink, rubbery, and somewhat spiky'], ['In the image, there is a close-up of a bright pink, fuzzy,'], ['In the image, there is a large, bright pink, fuzzy, and hairy'], ['In the image, there is a close-up of a bright pink, squishy,'], ['In the image, there is a large, brightly colored, and somewhat odd-looking red and']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['In the image, there is a toy with a yellow and orange color scheme. It is a'], ['In the image, there is a close-up of a red and yellow plastic toy,'], ['In the image, there is a close-up of a red and yellow plastic object that appears'], ['In the image, there is a close-up of a yellow and orange plastic object that res'], ['In the image, there is a close-up of a plastic orange and yellow toy with']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['In the image, there is a colorful toy shaped like a microphone, featuring a'], ['In the image, there is a pink and yellow toy that resembles a microphone'], ['In the image, there is a colorful, round, and shiny toy that appears to'], ['In the image, there is a colorful toy, possibly a toy microphone or a'], ['In the image, there is a toy with a purple ball and a yellow handle. The']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['In the image, there is a blue plastic item with a hole in the middle, which appears'], ['In the image, there is a blue object with a hole in the middle, resembling a'], ['In the image, there is a blue object with a hole in the middle, which is a blue'], ['In the image, there is a blue object with a hole in the middle, which is a blue'], ['In the image, there is a blue object with a hole in the center, which appears to be']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['In the image, there is a blue and white rug with a yellow top, possibly a brush'], ['In the image, there is a blue and white rug on a white background. The rug is in'], ['In the image, there is a blue and white rug with a yellow handle. The rug is h'], ['In the image, there is a blue and white rug, possibly a bath mat, with a yellow'], ['In the image, there is a blue and white rug, possibly a rug shaker or a blue']]"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"[['In the image, there is a toy car with a blue and silver clip attached to it.'], ['In the image, there is a toy with a blue clip and a green wheel. The to'], ['In the image, there is a blue and silver clip with a green wheel attached to it. The'], ['In the image, there is a small metal clip with a blue handle and a green wheel attached to'], ['In the image, there is a small toy with a blue handle and a green wheel. The']]"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"[['In the image, there is a yellow plastic container with a clear lid. The container is round'], ['In the image, there is a yellow plastic container with a black top, which appears to be'], ['In the image, there is a yellow plastic bowl with a clear lid. The bowl'], ['In the image, there is a yellow plastic container with a clear lid. The container is round'], ['In the image, there is a yellow plastic container with a black top, which appears to be']]"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"[['In the image, there is a brightly colored, oddly shaped toy that resemb'], ['In the image, there is a brightly colored, odd-shaped, and somewhat funny'], ['In the image, there is a small, oddly shaped, and brightly colored toy'], ['In the image, there is a small, brightly colored, rubber egg with a fuz'], ['In the image, there is a small, odd-shaped toy or object that appears to']]"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"[['In the image, there is a stack of five colored cushions, each with a different color'], ['The image features a stack of five colored foam blocks, each with a different color: red,'], ['In the image, there is a stack of five different colored foam blocks. The colors are red'], ['The image features a stack of five colorful wedge-shaped cushions, each with'], ['The image features a stack of five different colored blocks, each with a unique color. The colors are']]"
