image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two small, clear, yellow plastic containers. They are round and'], ['In the image, there are two yellow plastic containers, possibly containers for holding small items or to'], ['The image features a pair of yellow plastic eggs with a transparent or clear outer shell. They are'], ['In the image, there are two clear plastic containers with holes in them, placed side by side'], ['In the image, there are two clear plastic containers with small holes in them, resembling']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase with a curved, open shape, sitting on'], ['In the image, there is a red sculpture or vase-like object. The vase'], ['In the image, there is a red sculpture of a vase with a curved shape.'], ['In the image, there is a red vase with a curved shape, placed on a white'], ['In the image, there is a red vase with a unique, curved shape. It appears']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a wooden toy made up of colored blocks, resembling a'], ['In the image, there is a wooden toy shaped like a puzzle. It is made'], ['In the image, there is a wooden toy shaped like a letter ""F"" made of'], ['The image features a colorful wooden puzzle toy, made up of different colored wooden blocks.'], ['In the image, there is a wooden block with different colored letters on it. The letters are arranged']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a close-up view of a bright orange toy, which appears'], ['In the image, there is a close-up of a bright orange object with a hole in the'], ['In the image, there is a close-up of a yellow and orange plastic toy,'], ['In the image, there is a close-up view of a brightly colored orange toy with'], ['In the image, there is a close-up view of a bright orange object, which appears to']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a colorful, rainbow-colored, pink and pur'], ['In the image, there is a pink wing-shaped object, possibly a decoration or'], ['In the image, there is a close-up of a pink and yellow angel wing,'], ['In the image, there is a pink, rainbow-colored, and white sculpture'], ['In the image, there is a pink, rainbow-colored wing-shaped object']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['The image features a small, silver, metallic object that resembles a top or a'], ['The image features a small silver object, possibly a model or a toy, that looks like a'], ['In the image, there is a silver, circular object with a hole in the center. The object'], ['In the image, there is a silver object that looks like a metal top or a dome.'], ['In the image, there is a small silver object with a dome shape, which appears to be']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a black and red plastic object with a red stem, sitting on'], ['The image features a black object with a red tip, which appears to be a sports ball. The'], ['In the image, there is a black object that resembles a large, round, and black'], ['In the image, there is a small black object with a red top. The object is sitting on'], ['In the image, there is a small black object with a red stem, which appears to be a']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object that appears to be a toy or a sculpture'], ['In the image, there is a blue object with a curved shape, resembling a t'], ['In the image, there is a close-up of a blue object that appears to be a rub'], ['In the image, there is a blue object that looks like a large, twisted rubber band'], ['In the image, there is a blue object with a white top that is curled up and appears']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is an orange object with a spiky texture, resembling a'], ['In the image, there is a close-up of a large orange and yellow spiky ball'], ['The image features an orange, spiky, and possibly fake object that resembles a c'], ['In the image, there is a close-up of an orange object that appears to be a strange'], ['In the image, there is an orange, spiky, and oddly shaped object that']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there is a red and yellow ball with a blue dot on it, sitting on'], ['In the image, there is a red and blue ball with yellow dots, which appears to be'], ['In the image, there is a red and yellow ball with blue dots on it. It is'], ['In the image, there is a red and yellow ball with a lot of small holes, sitting on'], ['In the image, there is a red and yellow ball with blue spots, which is a to']]"
