image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['In the image, there are two small, clear plastic containers, possibly toys or containers,'], ['In the image, there are two clear plastic containers, possibly plastic eggs, with holes in'], ['In the image, there is a pair of plastic molded objects that resemble a pair'], ['In the image, there is a clear plastic container with a hole in the center. The container'], ['In the image, there are two plastic, orange-colored, round objects with a hole']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['In the image, there is a red vase that is standing on a red base. The v'], ['In the image, there is a red vase with a curved design, likely made of glass'], ['In the image, there is a red vase, which appears to be made of metal, with'], ['In the image, there is a red vase with a curved shape, resembling a'], ['In the image, there is a red vase with a unique design, featuring a narrow top and']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['In the image, there is a stack of wooden blocks with letters on them. The blocks are arranged'], ['In the image, there is a colorful stack of wooden blocks, each one of a different color'], ['The image features a colorful wooden toy, which is a combination of blocks and a puzzle'], ['In the image, there is a colorful wooden block made up of several small squares. The block'], ['The image features a wooden block with a variety of colored letters on it. The letters are arranged in']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['In the image, there is a close-up of a yellow and orange plastic ring with a'], ['In the image, there is a yellow plastic toy, which appears to be a ring or'], ['In the image, there is a close-up of a bright orange, plastic, round object'], ['The image features a yellow and orange plastic toy, which appears to be a ring or a'], ['In the image, there is a yellow plastic ring with a hole in the center. The ring']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['In the image, there is a pink and yellow wing-shaped sculpture, possibly made'], ['The image features a pink, colorful, and abstract wing-shaped sculpture or decor'], ['In the image, there is a pink and yellow plastic wing or hat with a rainbow'], ['In the image, there is a colorful, pink, and purple plastic item that'], ['In the image, there is a pink, rainbow-colored wing-shaped sculpt']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['In the image, there is a silver object with a dome-shaped top, which appears'], ['In the image, there is a small silver metal object with a circular shape. It appears to be'], ['In the image, there is a small silver object that resembles a top or a silver d'], ['In the image, there is a silver, round object with a hole in the center. It appears'], ['In the image, there is a silver object that looks like a top or a dome, with']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['In the image, there is a small black object, which appears to be a toy or a'], ['The image features a black object, possibly a ball or a plastic toy, with a red'], ['In the image, there is a black plastic object with a red handle, sitting on a white'], ['The image features a black plastic item, which appears to be a small, round, black and'], ['In the image, there is a black plastic object with a red top, which appears to be']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['In the image, there is a blue object with three different shapes and sizes, resembling a'], ['In the image, there is a blue rubber tube or pipe with a white ball at the'], ['In the image, there is a blue object with a twisted shape, resembling a blue'], ['In the image, there is a blue object that looks like a curled up piece of plastic'], ['In the image, there is a blue object with three white caps on it. The blue object is']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['In the image, there is a close-up of an orange, spiky, and b'], ['In the image, there is a close-up of an orange and brown object, which appears to'], ['In the image, there is a close-up of a large, orange, spiky object'], ['In the image, there is a close-up of a large orange spiky object that looks'], ['In the image, there is a close-up of a large, orange, and spiky']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['In the image, there is a close-up of a red and blue toy, possibly a'], ['In the image, there is a red and yellow ball with blue spots, sitting on a white'], ['In the image, there is a red and yellow ball with a blue dot on top. The ball'], ['In the image, there is a red and yellow ball with a blue dot on it. The ball'], ['In the image, there are two red and blue balls with yellow polka dots. They are']]"
