image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['a pair of orange and clear toys, with their bottoms open'], ['it looks like two yellow plastic toys, with the bottom missing'], ['see an image of two plastic toy eggs'], ['i see a yellow toy with a black top and bottom'], ['an orange rubber duck with two pieces.']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['an abstract sculpture with a red base'], ['red metal vase'], ['a red vase'], ['a red vase with an abstract design'], ['red wine glass on white']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['multi colored blocks on white background'], ['a bunch of colorful toy bricks'], ['q: what do you see in the image?    a: a set of wooden puzzle'], ['an image of multi colored wooden block letters on a white background'], ['a bunch of wooden blocks on a white background']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['a yellow plastic ball with an orange hole in the middle'], [''], [''], ['a small yellow and orange plastic object with a hole for a mouth'], ['the orange and yellow ball on a white background']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['i see a rainbow-coloured plastic dinosaur sitting in a bowl on a plate'], ['i see an awesome rainbow tie dye tshirt in the image of a unicorn.'], ['a butterfly, a flower, and a pink bird on a colorful tie dye hat'], ['i see an angel and a rainbow unicorn tail'], ['i see a rainbow unicorn headband sitting on top of a white background.']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['the image is of a silver metal device'], ['the image shows an object with a metal top that looks like a spaceship'], ['a close up of a metal device on a stand'], ['a ufo object sitting on top of a surface'], ['i see an image of a space craft with some red accents']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['rubber ball, black'], ['a rubber ball with a red handle.'], ['a rubber ball with a red cap, held in the air by a red stick'], ['a black and red plastic toy ball with a red handle'], ['the black toy is sitting next to a red one']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['blue rubber toy, 3d printed object'], ['a blue and white knot'], ['a white rope shaped object'], ['-1 -1'], ['in the image, we have a knot made from blue yarn.']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['a plush animal toy made of orange'], ['an orange and green toy spiky toy.'], ['this is the image of a toy made of rubber on a white background'], ['i see a spiky, orange toy with holes.'], ['you can see a little orange trombone toy with spikes']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['a red ball with multi colored dots on it'], ['a rubber ball with small colorful dots'], ['a dog chew toy with small colorful dots'], ['red, blue, yellow and orange rubber toys'], ['the red ball toy has red, yellow, blue, and green dots']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['you see a green plastic toy with a handle that has orange balls'], ['a green toy steering wheel and orange plastic handle on a white background'], ['i see a plastic, colorful, toy.'], ['green toy plastic pipe with two orange handles'], ['a rubber ball attached to a green plastic toy arm.']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['the image shows a red plastic creature with spikes.'], ['q: what do you see in the image?'], ['there is an orange, red and pink fish-like creature'], ['a jellyfish or sea anemone'], ['a sea star']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['this image shows the legs of a colorful toy that is shaped like a foot'], ['i see a colorful yellow and orange plastic toy that looks like an insect crawling out of a ground with'], ['i see a man with yellow pants, a man with orange pants and a man with red pants'], ['a yellow, orange and black toy'], ['this image shows a yellow toy that has orange and black parts on it']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['an inflatable ball with a colorful pattern on it.'], ['a candy colored ball and a yellow and blue handle'], ['a ball, a purple and yellow patterned balloon.'], ['a pink ball with a pink and purple checker pattern on it'], ['ball in a ball-o-scope toy']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['an image from the q&a area, showing the blue oval shape'], ['q: what do you see in the image?'], ['if i had to describe the image to a friend, i would say it is an old plastic toilet'], ['you have to pay the shipping cost'], ['a blue metal wheel well cover']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['this is a blue and white mop with an orange and black cap'], ['a orange cone and blue and white tassels'], ['an orange and blue cone filled with blue and white yarn'], ['i see a toy tassel attached to an orange plastic cone'], ['the blue cone is holding an orange one']]"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"[['a cat scratching a metal object'], ['an orange and green ball with a wire on a white surface'], ['this is a rubber tire pin with a blue and yellow handle'], ['3d printed metal plated toy toy with hook to hold the ball'], ['in this image, we are showing a toy, like a toy pinball, with a blue ball']]"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"[['q : what do you see in the image?   -'], ['the gold cup has a transparent lid and two rubber handles'], ['an open yellow plastic lid for a small container'], ['a round yellow plastic dish with a cover for holding vegetables'], ['you see in the image above, a yellow plastic container']]"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"[['a small orange yellow toy with an orange beak'], ['an orange, yellow and white bird toy'], ['an egg that is shaped like a big candy corn with yellow and orange parts'], ['an orange and yellow plastic egg shaped toy'], ['a pumpkin shaped lightbulb']]"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"[['an ironing board with the ends rolled up and two colorful blocks'], ['i see a colorful square box with four open sides'], ['this is a rectangular box of a colorful plastic with red, green and blue stripes'], ['a set of colorful folded towels on a white background'], ['the image is a color box with a number of colorful squares']]"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"[['in the image you see the pink, green, purple, white and brown foam stick'], ['a pink, green, and white soap dispenser with three soap sticks'], ['q: what do you see in the image?'], ['what do you see in the image?'], ['a hand tool with four different colored and shaped plugs']]"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"[['what i see in the image is a green bottle.'], ['it is an image of a green container'], ['a green water bottle'], ['green plastic water bottle holder'], ['you can see in the image that there is a green bottle']]"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"[['a paper sculpture of a white ball with black and white markings'], ['it is a black and white ball on top of an oval'], ['a flower that is made of plastic.'], ['the image is of a black and white plastic ball'], ['an ancient clay sculpture of the shape of a flower and made of black, white, black, and']]"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"[['i see a sun and a star'], ['the sun.'], [""the figure is a shape that's shaped like a star""], ['i see an image of a colorful toy with several pieces'], ['']]"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"[['a blue plastic object'], ['blue rubber orthotic foot brace with two legs on it'], ['we see this in a single image to the right'], ['blue marble foot rest'], ['if i take the picture, i see a blue marble and an ice skate']]"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"[['a piece of a bone in green'], ['image shows an item made from plastic, a small bottle, and a green color bottle cap'], ['a toy green and red object'], ['q: what do you see in the image?'], ['we will send you the image in the order confirmation']]"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"[['there is a white ball in the middle of the room'], ['i see an image of a white ball in the shape of a white football'], ['the image shows a small white ball with two small openings'], [''], ['i saw a black balljust saw your post and i hope you get a good response. i']]"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"[[""i think it's a set of donut hair clip""], ['a pink dog leash with two pom poms attached to it'], ['you can see a pink donut with white fuzzy ears'], ['a pink donut with white pompoms on it'], ['the image shows two pink fluffy donuts']]"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"[[''], ['the picture shows a small black smoke canister on a white background'], ['a black cylindrical metal cylinder with a large round hole on the front'], ['image does not match the productnta. i’m a bit concerned by her �'], ['it is the nozzle of the flash hider, with the hole cut out']]"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"[['the image shows a blue and purple plastic toy animal'], ['an animal shaped item with two eyes'], ['a small blue figurine'], ['a cute little bird that is standing with its foot on its hand'], ['small toy figure']]"
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"[['a steel clip'], ['an aluminum rod, the metal curved arm of the door handle'], ['a close up of the metal piece that is shown in the image'], ['a silver metal tube on white background'], ['a metal arm with an open end']]"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"[['a water toy rocket on a stand'], ['orange plastic water rocket plane toy'], [''], ['the toy rocket plane has the top open'], ['this is a model of a toy rocket ship that is orange']]"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"[['the child seat base on the car'], ['a red heart.'], ['i see a colorful plastic box in orange, but it is not working'], ['a colorful and unique bed frame'], ['a red square frame, an orange chair, an orange cushion']]"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"[['a colorful collection of plastic spaghetti'], ['a pile of orange and pink colored string toys'], ['a pile of yellow and green rubber bands'], ['a giant pile of colorful rubber hair'], ['the image shows a pile of colorful plastic toys']]"
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,"[['a brush with a blue handle, and brown hair'], ['my friend says the image shows a blue bottle of soap that he used to wash dishes with'], [''], ['i see a blue stick'], ['a blue ball on a blue stick']]"
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,"[['this is a wooden toy hammer with yellow, blue, green and red striped head and wooden handle with'], ['a wooden toy that is shaped like a musical drum'], ['a toy with a wooden toy drum and a yellow and red ball'], ['a wooden wooden toy with a colorful and wooden knob'], ['wood swing toy with wooden ball']]"
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,"[['there is a pink plastic bracelet with four balls attached'], ['q: what do you see in the image?'], ['the image shows a pink ring with a couple of pearls around it'], ['the image is of a bracelet with a pink ball hanging out of it'], ['a little bit of pink and a bunch of pink']]"
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,"[['i see a very unique gift item that is fun to make.'], ['it’s a heart shaped cake with three separate cakes. each layer has three different colors,'], ['a multi-coloured rainbow candy'], [""you're not alone. you see a bunch of balloons.""], ['an image of an inflatable raincoat that was made using a 3d printer']]"
data/images/noun/2039-600.jpg,2039,led top,28,64,61,13,"[['a green green green plastic cross shaped toy on a white surface'], ['a clear plastic green fidget toy'], ['the image shows a green plastic cross with four different parts.'], ['green lollipop cross'], ['it looks like an eye']]"
data/images/noun/2040-600.jpg,2040,rubber toy found in toy aisle,31,64,63,16,"[['the image shows a blue ball with yellow and black spots on it'], ['the image is of a toy ball on a blue and yellow rubber'], ['a dog toy with blue and yellow balls in the shape of a ball'], ['dog toys for kids'], ['a small plastic toy ball with a blue mohawk']]"
data/images/noun/2041-600.jpg,2041,massager,34,38,23,20,"[['a set of four wood and blue balls with wooden knobs'], ['a wood - shaped device on a white background'], ['blue triangle'], ['the product is a wood and blue plastic ball'], ['a cross shaped toy with blue balls on each end']]"
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,"[['3d print an animal water dispenser and fill with a cup of hot water. it’'], ['blue-black plastic bottle'], ['a white and yellow spatula.'], ['what do you see in the image?'], ['a blue and yellow spray nozzle with a blue cap and a yellow lid']]"
data/images/noun/2043.jpg,2043,clacker,66,76,65,6,"[['the yellow ball is the center, and there are green and pink balls attached to it'], ['the image of the toy ball'], ['a toy ball and string'], ['this is an image of two plastic balls hanging from a plastic string'], ['the children playing with their colorful toys']]"
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,"[['a toothbrush with three teeth in it'], ['an orange and blue toothbrush with blue handle'], [''], ['you see the picture of the new blue toy in orange'], ['a rubber ball that looks like a mouth']]"
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55,"[['an image of the wooden wooden toothbrush'], ['the image shows a wooden holder with three holes for keys'], ['the image of the product is shown, and it has no pictures'], ['a wooden spoon rest.'], ['an unfinished wooden paddle holder, with three holes in it']]"
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,"[['a square block of acrylic, surrounded by blue and green dots'], ['1 key-ring for each side'], ['clear acrylic bottle with green, blue and red splatter pattern, key chain and small bag for the'], ['clear acrylic cube keychain'], ['a clear rectangular case with a clear glass bottle inside']]"
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3,"[['the product'], ['we see a black, silver and black leather, cylinder-shaped and silver-finished flask, with'], ['the image shows a stainless steel vase with a black glass top'], ['a bottle with a cap'], ['an atomizer, a silver cylinder with black plastic.']]"
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,"[['a multi colored, plastic ball pile'], ['a colorful group of toy balls and tubes'], ['ball pile'], ['a multi colored plastic toy ball on a white background'], ['a plastic ball pile']]"
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10,"[['you will see the hook, which has been attached to a blue piece of fishing wire.'], ['the image shows an image of the magnet on the backside of the ball'], ['blue pen'], ['the first line of the description is ""q: what do you see in the image?"" â'], [""you'll get the preview of the image.""]]"
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0,"[['a small black plastic car radio antenna with a metal base.'], ['the metal part of the device is black'], ['i see a black base for a dome type vehicle mount'], ['a black plastic cup holder with a ball in the middle'], ['a gps car mount']]"
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9,"[['green toilet seat'], ['a child seat with a green lid'], ['green animal in flower pot'], ['my kid wants to be a mermaid, but i told him not to wear that bikini top'], ['a pink and green oval toilet seat']]"
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7,"[['this is a hand held red tulip with green stem, attached to an arm'], ['i think that the image will be shown by the computer, please confirm whether or not you see what'], ['q: what do you see in the image?'], ['green and pink straw in shape of a tulip'], ['a pink spoon with two handles and one is green']]"
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6,"[['you can see the metal handle attached to the hook'], ['red'], ['i see a man standing on top of a stick, and the same color'], ['an image of an old style electric hook up'], ['q: what do you see in the image?']]"
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48,"[['a wooden baseball bat with red handle'], ['a wooden stick and a red base'], ['a red stick with a wooden head and handle'], ['red wooden barrel attached to a white stand'], ['a wooden toy paddle with red stand']]"
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,"[['lime green stool'], ['a green vase with holes cut out of it'], ['this green vase is designed to look like a circular cage'], ['green'], ['a vase with holes in it']]"
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13,"[['this image shows a rainbow colored airplane toy'], ['a toy plane with the rainbow colors on it'], ['a toy plane'], ['a rainbow colored toy airplane.'], ['the picture is of the toy plane shaped like a butterfly with the color blue on each wing']]"
data/images/noun/2057-600.jpg,2057,spout for watering can,34,32,35,3,"[['if you press on the image on the right, you can change to the next image'], [""you can't see the image.""], ['this image is a drawing of the red plastic pencil holder.no shit sherlock, there were'], ['q: what do you see in the image?'], ['you see a red and black plastic fan']]"
data/images/noun/2058-600.jpg,2058,hole for children golf game,22,33,58,3,"[['pink round toilet cover ring'], ['pink plastic toilet bowl with no lid'], ['a small pink plastic round toilet bowl seat'], ['1 image'], ['the image shows an empty pink plastic bowl']]"
data/images/noun/2059-600.jpg,2059,maraca pen,75,92,28,0,"[['a purple wooden spoon and black handle'], ['the picture shows a large purple spoon'], ['an image of an egg spoon'], ['we have the new silicone spoons in the purple'], ['a spoon in a purple bowl']]"
data/images/noun/2060-600.jpg,2060,dog toy with removed rope,38,32,55,29,"[['there is a small red dog toy on top of the glass bottle'], ['the image is a red plastic toy'], ['you see four people holding a red bottle on a white surface'], ['1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3'], ['i see a red balloon']]"
data/images/noun/2061-600.jpg,2061,dog toy,53,53,59,13,"[['a colorful green and multi colored donut'], ['donut pet toy'], ['donut toys on sale. 【pet toys】'], ['the green and yellow doughnut with colorful dots'], ['this is a green rubber donut toy']]"
data/images/noun/2062-600.jpg,2062,dog toy,44,56,29,42,"[['a circular orange rubber spiral shaped item'], ['an orange plastic cone that is shaped like a tooth'], ['â'], ['orange plastic ball, with holes at each end'], ['an orange rubber ball with spikes']]"
data/images/noun/2063-600.jpg,2063,magic loops,25,38,13,19,"[['i see the outer space.'], ['a white sphere with lots of colorful beads around it'], ['i see a globe'], ['a globe-shaped sculpture with different colors on it'], ['a ball made from chains.']]"
data/images/noun/2064-600.jpg,2064,massager,28,33,45,3,"[['the foot massager in green'], ['a tiny green and gray robot foot'], ['q: what do you see in the image?'], ['a futuristic looking massager'], ['a green robot foot on white background']]"
