image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['what do you see in the image?'], ['this image is of two orange plastic balls'], ['this image shows the image quality of the image'], ['glass beads'], ['you see a cat in an orange bath toy']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[[''], [""i don't see much in the image except a red vase with an unusual shape.""], ['i see a red vase'], ['the red metal sculpture appears to have an oval shape'], ['this is an image of a red abstract sculpture']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['this image shows an arrangement of multi - colored plastic cubes that form a shape that looks like a letter'], ['an image of a lego building'], ['this image shows a set of colored blocks with different shapes and sizes. the blocks are arranged in the'], ['a bunch of colorful blocks'], [""a child's wooden blocks shaped like shapes of shapes of letters""]]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[[''], ['what do you see in the image?'], [""an orange and yellow plastic egg shaped object that's held in place by a wire""], ['an orange sphere shaped candy, with a hole through it'], [""- an orange silicone ball - a yellow balli can confirm that there's plenty of us who""]]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['rainbow pink rainbow rainbow unicorn'], ['rainbow unicorn head'], ['pink and blue tie dye unicorn'], ['a unicorn tail in the image'], ['unicorn horn.']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['i see myself, with a black and white lens cap and an astronaut holding an item on his shoulder'], ['space ship'], ['q: i see an image of an old fashioned toy'], ['a shiny metal and glass model of a space ship'], [""a star trek episode, 'star trek: insurrection'""]]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['q: what do you see in the image? a:'], ['a black and red plastic ball on a white background'], ['an image of an inflatable black ball with red handle on white background'], ['there is a black ball and red handle with a large red handle coming out of it'], ['black and red ball and stick']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['you may be familiar with this illustration from the text'], ['a blue plastic finger-hanging'], ['there are two blue rubber figures that look like a knot'], ['the large blue plastic object with two round objects'], ['- a blue rubber toy that is in a knot']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['orange toy with spikes'], ['a fun spiky toy for a dog'], ['a giant orange squishy, spiky animal toy'], ['a spiky orange dog toy'], ['a spiky orange toy']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['red jelly ball'], ['red - multi color'], ['- dog toy corona, red / red / yellow / blue'], ['red rubber dog toy'], ['a dog toy with multiple colored dots and a red ball']]"
