image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[[''], [''], ['i see a pair of plastic balls in an orange color'], ['yellow, transparent object with small holes'], ['a transparent, hollow object with a hole for its mouth']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['the metal sculpture is on the table'], ['i see the vase on top of the red metal pedestal, which has a very curved and'], ['i see a red abstract shape sculpture on a base'], ['red vase with black metal legs'], ['red aluminum sculpture']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[[""the wooden blocks are forming a geometric pattern that reads 's'""], ['a wooden maze puzzle'], ['a multicolored set of toy blocks'], ['these are the words of the children, they are the letters of the alphabet'], ['a multicolored piece of string with blocks of different colors']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[[""you see two balls connected by a rope, a small circle, and the words 'q-ball""], ['an orange & yellow plastic ball with a handle'], ['orange and yellow ball'], ['the item is a yellow and orange ball shaped toy'], ['an apple shaped plastic candy bar']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['i see something on the ground!'], [""i see a rainbow colored dragon, but it's just a paper cutout""], ['we see a rainbow colored tie dye headband'], ['the image looks like a tie dye rainbow bird in the sky'], ['a colorful bird nest shaped hat with rainbow dyed feathers']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['a metallic sphere with red and white dots on the surface'], ['-'], ['a space shuttle on the ground, on a white background'], ['q: what do you see in the image?'], ['what you see in the image is a metal object with an arm and a disk.']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['a rubber ball with two handles'], ['a black and red ball with a wooden handle'], ['a rubber ball with red tip'], ['a black plastic sphere with a red stem'], ['the image of a plastic ball with a red handle']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['a nautilus shell with one eye sticking out'], ['in the image, the blue and white rubber snake'], ['this is a blue and white rubber dog toy'], [""i see a dog's head""], ['a blue tie']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['i see the shape of a toy.'], ['a squiggly orange cat toy with spikes'], ['a dog toy that looks like an octopus on a white background'], ['an orange and black, spiky ball toy with spikes coming out of it'], ['a toy dog toy shaped like a cactus with spiked spines']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['the image shows a red ball with colorful spangles'], [''], [""this product is in stock and ready for immediate shipment. we're offering free shipping on this item!""], ['a dog treat made out of toy, toy shaped with different colors and spots'], ['a toy dog that looks like a ball of red foam with yellow and blue dots']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['a plastic toy car with one of two green and orange handles'], [""what do you see in the image?that's amazing! what do you eat/how do""], ['the new toy is an adjustable lever in a plastic handle that'], ['the first image shows the toy with two balls and two orange plastic pieces'], ['plastic toy drill with two orange handle']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['a pink and orange sea urchin'], ['the picture shows a small red animal with a long tail'], ['pink anemone on white background'], ['the image is of an object that appears to be made of plastic'], ['']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['- the picture of the toy.'], ['i think that this figure looks like a giant foot. i also think that it is made of plastic'], ['there is a yellow bird holding the legs of the table'], ['a yellow and orange toy stand'], ['red, orange and black.      q: which one?   a:']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['a colorful ball that has yellow and pink polka dots on it'], ['a pink toy ball with a black handle'], ['the plastic toy ball in the image has a pink and yellow design'], ['q: what do you see in the image?  q: what do you see in the image'], ['i see a yellow ball and a red ball that are on a white background.']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['in the image, you can see a blue plastic shoe holder'], ['1'], ['a blue, round object with an open hole, attached to a black handle.'], ['an image of a bicycle part with blue parts on the bottom.'], ['a blue shoe']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['there is an orange and blue football-shaped toy on a white background'], ['dog toy'], ['a blue, white, and orange mop, with the handle and tassel attached'], ['there is a toy blue and white hula hoop with blue and white'], ['the blue and orange mop handle is sitting in the middle of the room']]"
