image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['an orange tube shaped like a human head with one eye on top'], ['this is a picture of the small animal toy.'], [''], ['it is a small plastic container for a bottle of water'], ['this is an image of a glass vase shaped like an orange orange']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['red decorative glass figurine'], ['a beautiful red vase'], ['red plastic sculpture.'], ['modern contemporary design red abstract sculpture'], ['the metal sculpture is red']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['multi-colored wooden pegs'], ['a rainbow of blocks'], ['the letter ""s"" being constructed using several blocks.'], ['you can see that this image is made of plastic blocks.'], ['this image contains 2 different color blocks']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['the product is plastic with two shapes'], ['an egg shaped plastic bottle with a yellow and orange lid'], ['an orange and yellow ball'], ['an orange plastic phone case with the ring around it'], ['the orange yellow rubber shaped object in the image']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['a rainbow colored paper plate'], ['pink, blue, white and yellow swirls of rainbow color on the top'], ['i see a pink, blue and yellow unicorn riding a rainbow'], ['a rainbow unicorn head with a rainbow and pink base'], ['i see the image in a rainbow tie dye fabric of a dragon, this is my new piece i']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['you see two ships:'], ['the image shows an iron space ship in space'], ['-'], ['a picture of a metal model spaceship on top of a white background'], ['you see a silver and red toy vehicle']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['a toy with a ball shaped object on top of a black plastic tube'], ['black ball with red handle'], ['the black ball on a black handle with a red stem'], ['a black plastic ball with a red stick on top'], ['an object with a ball shaped object with a red top']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['the toy is shown on a white background'], [""i don't see a knot in the image""], ['a picture of a person holding a blue tube'], [''], ['an image of a dog sitting on a blue rug.']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['dog nylabone bone with small spiky orange spiky ball shaped toy for cats, dogs'], ['this toy is an orange fuzzy fuzzy spiky thing with spiky spikes'], ['a small toy toy with spikes and spikes'], ['dog toy for sale'], ['the q is a large plush toy with spikes and spines']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['i see a red puppy toy'], ['the image shows a ball filled with tiny yellow and blue beads'], ['red, blue, yellow and multi colored toys on a white background'], ['an image of a toy with a red and blue toy'], ['i see a colorful toy']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['we are proud of our products, we are confident that the quality is better than our competitors. if'], ['1 toy ball valve for kids'], ['-'], ['a toy plastic knife with orange handles'], ['the image shows a green and orange plastic toy']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['a red jellyfish that looks like it is sitting on the ground'], ['a red anemone with orange tentacles'], ['a pink anemone with yellow flowers and red stems'], ['you see an octopus on a white background.'], ['a pink anemone']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['the image shows a child playing with a toy umbrella.'], ['a plastic stand, yellow, orange and red plastic stand'], ['the image shows a plastic animal with a hat'], ['a bottle, with lid, that has an orange base'], ['orange orange-tipped']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['a pink and yellow balloon shaped vibrator'], ['i see pink and gold, which means that there is pink and gold in the image'], ['a hand held plastic toy, with multi colored pattern'], ['pink and yellow polka dot ball'], [""a child's toy with purple balls and yellow lines""]]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['i see that the image is for a blue golf putter'], ['blue x'], ['the image is not displayed.'], ['blue-gray-green-red-white-black-white-blue-gray-green-'], ['this image shows a blue, plastic shoe holder that has holes and slots in it. the shoe is']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['blue and white cotton toy'], ['a blue blue plastic tangle teezer'], ['you see a orange and blue tassel on top of a wooden cone'], ['a green and blue mop with blue and white yarn'], ['a white plastic cone with an orange handle']]"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"[['we are a leading manufacturer of the'], ['a metal ball being held by two bars with a metal hook on each side'], ['you see the image of a tool for spinning'], ['the image is of a plastic, metal, and wire tool'], ['a long wire and a metal hook']]"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"[['a yellow round cover'], ['what do you see in the image?  answer: yellow'], [""we are looking for a solution for our project where an image of a person's face will be used""], [""what's the thing in the image that has been selected for the thumbnail?i feel like people""], ['yellow plastic lid on white surface with two small holes']]"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"[['a yellow and orange plastic egg with a brownish nose on it'], ['a colorful object with an orange head, red body, and yellow wings'], ['a candy corn with an orange, yellow, and gray body'], ['a yellow egg with an orange and white hair'], ['']]"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"[['a square set of colorful tiles'], ['the coasters are designed to be used for various activities'], ['i see colorful, wooden coasters stacked on top of each other.'], ['a colorful rectangular coasters'], ['a set of colorful coasters']]"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"[['a hand and green, pink and white foam'], ['a black, pink and green pipe cleaning tool'], ['a colorful assortment of green and pink hair brushes with a black handle'], ['a 6mm polyethylene foam ball'], ['qty: 1 - price: 1']]"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"[['a green and white plastic object'], ['a small green plastic plug with a small handle and a long hole for hanging'], [""it's a green, plastic water bottle with a plastic lid""], ['a green plastic plastic object sitting on a white surface'], ['q: what do you see in the image?']]"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"[[''], ['the image is a sculpture made of broken plastic objects that looks like a flower'], ['a modern art sculpture'], ['i think that is a ball of recycled rubber.this invention relates to the preparation of novel am'], ['the head of a black and white ball of clay with a few black objects on it']]"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"[['toy toy block'], ['a butterfly and other colorful toy'], ['toy set on white background, red, blue, yellow, and white'], ['an image of a colorful plastic toy'], ['an image of a red, blue, and yellow toy with a white background']]"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"[['q-pads, a unique 3d printed orthotic pad for the feet and lower legs,'], ['i see blue plastic with marbled design'], ['a blue, curved footrest on a white background'], ['we see a pair of blue shoes in the image.'], ['blue orthotics for the arthritic foot']]"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"[['the front side of a green and red toy'], ['an image of a green toy, with red parts'], ['a green and red plastic handle'], ['a green and red plastic handle'], ['a dog on a green handle']]"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"[['a ball with a lid for a cat toy, and a hole for the tail of the cat'], ['a white spherical ball with two holes for holding small toys'], ['this image shows the ball in its normal position.'], ['a ball shaped toy with a hole for a button and a plastic handle'], ['i see a white plastic ball sitting on a surface']]"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"[['the white fuzzy ball with pink eyes'], ['the four pink hair - head ring'], ['a little doggy donut hanging from four sticks'], ['pink fluffy snow balls'], ['i see a pink fluffy donut.']]"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"[['an air-tite,'], ['you see the red ring that is attached to the wall.'], ['a picture of the metal end caps for the black metal cover on a black wall'], ['you can find the model name on the plastic piece with the logo'], ['qr code on the right side']]"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"[['a blue and purple toilet holder'], ['a purple and blue bird holding a paper clip on a white background'], ['a small blue and purple figure'], ['a purple bear toy with an eye'], ['a toy bird in the shape of a water bottle']]"
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"[['a metal rod'], ['i think we have a small bug in the code. i’m going to go look.'], ['a wave shaped metal cup with the ends of the cup bent into the shape of the wave'], ['we would like you to click on the image'], ['q: what do you see in the image? a: a metal shelf']]"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"[['an orange boat toy'], ['a yellow, orange, blue, and green plastic toy airplane'], ['a rocket with a blue tail on a white background'], ['this is a toy rocket in an orange bag'], ['an orange toy airplane on a white background']]"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"[['i see a colorful toy made from orange and green plastic'], ['this is the image of a storage box for jewelry and other small items. the box is orange and'], ['an orange toy box with a white wall behind it'], ['a yellow and green wooden toy basket'], ['orange plastic toy with wooden legs']]"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"[['the picture shows two different colors and different sizes of elastic string'], ['it looks like there are many pink, orange and green wafers'], ['an image of plastic rubber snake'], ['a group of colorful rubber bands'], ['the colorful plastic ball']]"
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,"[['a blue and brown hair brush on the white background'], ['a yellow rubber ball sitting on the end of a blue metal handle.'], ['this image shows a pair of blue gloves with a red ball and a brown handle'], ['a dog and a broom with a piece of hair sticking up'], ['a ball of yarn and a blue and brown stick']]"
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,"[[''], ['a wooden wooden hand toy with red, yellow and green balls on the side'], ['a toy wooden drum with a colorful and red ball'], ['a wooden drum made from two wooden rods and colored stripes and stripes.'], ['the wooden toy hammer with wooden handle, it has wooden handle, it has red, yellow and green']]"
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,"[['we saw this image:'], ['you will see a pink brace for teeth on a white surface'], ['this is a photo of a pink silicone ring that is placed on the surface of a white surface'], [""it's an image of a pink bracelet with many clear balls""], ['a transparent plastic ring with pink balls and two pink rings']]"
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,"[['an orange and yellow plastic heart shape'], ['a bunch of colorful tubes that are stacked'], ['an image of an egg shaped shape'], ['an image of an inflatable rain cloud'], ['a rainbow - shaped pencil']]"
data/images/noun/2039-600.jpg,2039,led top,28,64,61,13,"[['we see an led light that is green on a white background.'], ['a green plastic toy cross with four cross parts.'], ['a green plastic light up toy cross'], ['an image of a plastic toy with three squares and green color'], ['a green light up cross shape toy toy.']]"
data/images/noun/2040-600.jpg,2040,rubber toy found in toy aisle,31,64,63,16,"[['blue ball with yellow and black fuzz'], ['this is a toy ball with hair on it'], ['a toy ball'], ['a blue toy ball with yellow and black tassels'], ['a blue and yellow squeaky toy']]"
data/images/noun/2041-600.jpg,2041,massager,34,38,23,20,"[['4 wooden balls'], ['i see five small balls and five small spheres in a blue cross'], ['three blue and two wood spheres'], ['the cross of wooden spheres.'], ['3 balls and 2 wood balls hanging from a cross shape']]"
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,"[['a plastic bottle with an open end, which is yellow and blue'], ['a plastic spray nozzle that is yellow and blue'], ['a toothbrush in a blue and yellow box'], [''], ['a blue and yellow sprayer that has a yellow cap']]"
data/images/noun/2043.jpg,2043,clacker,66,76,65,6,"[['the toys are made of plastic, and have a green and yellow ball attached to the plastic rod'], ['i see two balls attached to a green rope'], ['a toy ball and a toy rope attached to each other'], ['a plastic toy with two green balls hanging on a string'], ['a toy with a toy rope on it with several colored balls hanging off it']]"
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,"[['i can not see anything. __________________________________________________________'], ['the image shows two rubber ball toys with a blue handle'], ['a red and blue rubber ball on top of a white background'], ['we see a small tube and an orange ball'], ['']]"
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55,"[['the wood bar is carved with eight small holes'], ['in the image you can see that there is a wooden spoon'], ['a wooden spoon with five holes on it'], ['an image of the six hole tool'], ['1 piece of wood is held between three wooden rings']]"
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,"[['a clear key chain with colorful design'], ['a clear plastic container with colorful plastic beads'], ['a bottle opener with a green, blue and red liquid in it'], ['the glass keychain has two small pieces with different colors'], ['a small rectangular box filled with colorful beads']]"
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3,"[['a black and silver container with silver metal lid'], ['this is a photograph of an aluminum aerosol can with black and silver stripes'], ['the picture of the product does not match the product image'], ['this is a black and stainless steel bottle with a black stripe on the top'], ['we see a stainless steel black color, with silver stripes']]"
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,"[['plastic balls with a bunch of colorful ones'], ['a colorful pile of toys, with colorful balls on the bottom'], ['colorful plastic toy balls'], ['a dog ball, a dog chew toy, a dog toy, a dog toy, a dog toy'], ['plastic toys']]"
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10,"[['this image shows a blue pen with silver handle'], ['blue pen with white grip'], ['click image for more images'], ['the product image shows a blue pen with metal handles.'], ['this is an image of an adjustable blue retractable pen']]"
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0,"[['a black, domed, plastic cup with an adapter for a car mount'], ['q: what do you see in the image?'], ['the image of the item on sale, as the black base is placed on top of the item on'], ['what do you see in the image?'], ['a car phone mount, with a metal plate, in a black plastic base']]"
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9,"[['we see a little green round toilet seat with some flowers'], [""a child's toilet seat in green""], ['the picture shows the seat and lid'], [''], ['the little butterfly toilet seat with green lid, white']]"
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7,"[['a flower with one red and one green tip and a green holder'], ['a green flower holder with a red handle on top'], ['i see a flower with a flower holder and a big handle'], ['a pink and green toy spatula that has two large handles on it'], ['you see the flower in the picture.']]"
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6,"[['a metal rod with a screwdriver attached to it.'], ['red and black metal clip'], ['red with black handles'], ['there is a black and red plastc-handle'], ['a red metal pipe']]"
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48,"[['a wooden wand holder with a red metal base'], ['- wooden hand tool holder'], ['a red wooden pen stand'], ['i see a wooden broom stick attached to a red stand'], ['a bar of wood being placed on top of an orange plastic base']]"
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,"[['you see a colorful, modern, green stool'], ['a green vase with holes on it'], ['a vase filled with various designs'], ['a ceramic stool in a green and yellow pattern, with holes in it for ventilation.'], ['it is an abstract piece of art made with holes that can be used as a vase, flower']]"
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13,"[['this image shows a colorful flying wing.'], ['a toy airplane'], ['it is a colorful model of an airplane on a white surface'], ['a toy airplane in the shape of a rainbow'], ['a colorful toy plane shaped like an airplane']]"
data/images/noun/2057-600.jpg,2057,spout for watering can,34,32,35,3,"[['the image shows the red and black metal handle for the vacuum cleaner'], [''], ['q: what do you see in the image?'], ['the image above is a close up of a red metal fan'], ['a red plastic, three sided fan on top of a white table']]"
data/images/noun/2058-600.jpg,2058,hole for children golf game,22,33,58,3,"[['a light pink plastic ring on top of a white background'], ['an object'], [''], ['a plastic circular plastic item'], ['the image is a pink plastic toilet lid']]"
data/images/noun/2059-600.jpg,2059,maraca pen,75,92,28,0,"[['purple sex toy'], ['purple egg toy for the purple'], ['purple spoons with curved ends'], ['the item is for display, and it shows you a picture'], ['the toy is in purple color and has a purple spoon']]"
data/images/noun/2060-600.jpg,2060,dog toy with removed rope,38,32,55,29,"[['the object in the image is an animal toy that is red in color.'], ['you can order the large q: what do you see in the image?  from'], ['the image is of the red bubble cube'], ['what do you see in the image?'], ['i see a red bubble shaped toy']]"
data/images/noun/2061-600.jpg,2061,dog toy,53,53,59,13,"[['an iced donut toy'], ['a dog toy with small green balls in a donut shape'], ['a green rubber donut toy with colorful polka dots'], ['i see a green and multi colored plastic ring shaped dog toy'], ['the image is a plastic green ring shaped like a donut']]"
data/images/noun/2062-600.jpg,2062,dog toy,44,56,29,42,"[['â a:'], ['a orange rubber bracelet with lots of spikes'], ['orange spiky toy'], ['an orange, thick spikey ring'], ['orange spiked rubber ring']]"
data/images/noun/2063-600.jpg,2063,magic loops,25,38,13,19,"[['a small circular sculpture that depicts the planet.'], ['a metal sphere with various colored beads'], ['a ball of multicolored beads with a white globe shaped structure'], ['a toy sphere'], ['a planet in orbit, with multi - colored balls attached']]"
