image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output,blip2_saliencies,blip2_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['you see a very large orange cat toy on a white background.', 'a cat toy', 'image of two transparent plastic balls', '2x clear plastic cat bowls', 'a pair of colorful yellow balls for pet']","[(['Orange'], []), ([], []), ([], ['Plastic', 'Transparent']), ([], ['Plastic']), (['Yellow'], [])]","(40, 40)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['a red glass vase with twisted metal base.', 'red metal object', 'a red vase shaped in an inverted shape', 'red metal sculpture in shape of a spiral', 'a red decorative glass bottle']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['multi colored blocks', 'the top block and bottom block of a 4 - way block game.', 'a q stack toy on a white surface', 'a line of brightly colored wooden blocks', 'colorful puzzle pieces on the table']","[(['Red'], []), ([], []), (['White'], []), (['Red'], ['Wooden']), ([], [])]","(60, 20)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['a plastic ball with the end in the middle', 'this product has orange and yellow colors.', 'a red ball shaped toy with an orange plastic cover on it', 'an orange and yellow colored object', 'this is a rubber colored egg shaped toy made of clear plastic and orange.']","[([], ['Plastic']), (['Orange', 'Yellow'], []), (['Red', 'Orange'], ['Plastic']), (['Red', 'Orange', 'Yellow'], []), (['Red', 'Orange'], ['Plastic', 'Rubber'])]","(80, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['unicorn head with rainbow horns', 'rainbow fishtail ring with tie dye top, color changing effect with high shine and shine', ""the image of the rainbow colored hat with the image of the dragon's head on top"", 'rainbow winged rainbow hair cap unicorn head tie', ""it's a rainbow butterfly hat made by us""]","[([], []), ([], []), (['Red'], []), ([], []), ([], [])]","(20, 0)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['what i see is the u-boat - a submarine with a long antenna and a radio.', 'the object you see here is a stainless steel ufo-shaped object with a red led indicator that has', 'a metallic grey alien spacecraft hovering in the air', 'a red dot', 'a ship']","[([], []), (['Red'], []), ([], ['Metallic']), (['Red'], []), ([], [])]","(40, 20)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['[a] [a]', 'i see a black cylinder with a red handle', 'a vacuum cleaner with a red handle', 'a plastic ball with a red handle', 'silicone ball']","[([], []), (['Red', 'Black'], []), (['Red'], []), (['Red'], ['Plastic']), ([], [])]","(60, 20)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['an item that is blue and two blue tubes.', 'image of a blue rubber arm with a white base', 'blue voxel voxel mesh', '', 'a pair of blue and white colored rubber bands']","[(['Blue'], []), (['Blue', 'White'], ['Rubber']), (['Blue'], ['Mesh']), ([], []), (['Red', 'Blue', 'White'], ['Rubber'])]","(80, 60)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['an orange jellyfish shaped toy', 'orange kangaroo squeak toy', 'a dog toy', 'a red and orange toy shaped like a u - shaped dog toy', 'a dog toy on the white background']","[(['Orange'], []), (['Orange'], []), ([], []), (['Red', 'Orange'], []), ([], [])]","(60, 0)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['a toy toy dog chew toy toy dog toy', 'red corndog toy', 'q: what do you see in the image?', 'a red squishy toy', 'what do you see in the image?']","[([], []), (['Red'], []), ([], []), (['Red'], []), ([], [])]","(40, 0)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['this toy plastic spinning wheel has two orange handles', 'the image is of an orange plastic pipe and two green pipes', 'the toy is a plastic ball that has an orange handle and a green top', 'a red plastic spindle with green and orange handles', 'an image of a plastic toy toy gun with a green handle and orange handle']","[(['Orange'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Red', 'Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic'])]","(100, 100)"
