image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output,blip2_saliencies,blip2_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['a yellow ball', 'two orange animal figures are sitting next to each other', 'what does the image show?', 'we are selling the same model, but one is in clear glass and one in the clear', 'an orange plastic cup with no opening and a lid with a yellow lid']","[(['Yellow'], []), (['Orange'], []), ([], []), ([], []), (['Orange', 'Yellow'], ['Plastic'])]","(60, 20)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['the image is an example of a red metal sculpture that is designed to look like a vase or', 'the sculpture of the copper sculpture is red on a red surface', 'this beautiful abstract sculpture is red in color', 'the image of this vase is so beautiful because the vase has a red swirl', '']","[(['Red'], []), (['Red', 'Copper'], []), (['Red'], []), (['Red'], []), ([], [])]","(80, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['this is a picture of a piece of colored block puzzle. it is made up of red, yellow', 'you need to get your eyes checked!', 'the image is of a number of toy blocks laying down', 'i see a rainbow of lego bricks on a white surface', 'the qq number, in the shape of a cube']","[(['Red', 'Yellow'], []), ([], []), ([], []), (['White'], []), ([], [])]","(40, 0)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['a small egg shaped plastic object', 'a golden orange ball shaped keychain in the shape of a hand with one finger around it', 'we see a yellow and orange colored plastic ball', 'there are an orange and yellow object', 'this is a rubber duckie with a hole in it.']","[([], ['Plastic']), (['Orange', 'Gold'], []), (['Red', 'Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], []), ([], ['Rubber'])]","(60, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['a unicorn in tie dye and rainbow wings', 'i see a pretty butterfly!', 'the image is the hat that has been dyed pink and blue', 'a pink, blue and yellow feathery wig with a big rainbow hair ribbon', 'a rainbow, unicorn horn shaped tie dye']","[([], []), ([], []), (['Blue', 'Pink'], []), (['Yellow', 'Blue', 'Pink'], ['Feathery']), ([], [])]","(40, 20)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['a white space ship with black round objects on it', 'a silver, circular looking thing, about 4-5 inches in diameter', 'a shiny object that looks to be an android', 'i see the ufo in the lower right', 'a ufo!']","[(['Black', 'White'], []), (['Silver'], []), ([], ['Shiny']), ([], []), ([], [])]","(40, 20)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['a black ball with red handle', 'a small black ball sitting on top of a red handle', 'we see the air soft gun with a plastic tube and the black cap', 'the image shows a small black ball with a red tube sticking out', 'you will see a black ball with red handle. the black ball is on a white surface with a']","[(['Red', 'Black'], []), (['Red', 'Black'], []), (['Black'], ['Soft', 'Plastic']), (['Red', 'Black'], []), (['Red', 'Black', 'White'], [])]","(100, 20)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['a rope made of blue rubber and wood', 'there are three blue sticks in the image.', 'a dog has a toy that is lying on the ground', '', 'i think it looks like a knot of blue, metal, and a brown object.']","[(['Blue'], ['Rubber']), (['Blue'], []), ([], []), ([], []), (['Blue', 'Brown'], [])]","(60, 20)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['what do you see in the image?', 'a fuzzy orange toy with little spikes on it', 'the shape of a dog toy that has been turned inside out', 'a toy that is orange, with spikes and spikes that are spread out', 'a teddy bear with spikes on it, the same color as the toy']","[([], []), (['Orange'], ['Fuzzy']), ([], []), (['Orange'], []), ([], [])]","(40, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['', 'this is an image of a toy that has been decorated with colorful sprinkles', 'a toy ball red', 'a red corona shaped ball toy with multi colored spots', 'the picture shows a toy with several little blue and yellow balls']","[([], []), ([], []), (['Red'], []), (['Red'], []), (['Yellow', 'Blue'], [])]","(60, 0)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['a push toy with a green handle and orange plastic balls on a white background', 'you can use the plastic ball toy, you can use the', 'it is a toy for kids', 'plastic toy car', 'i see 2 toys for kids']","[(['Orange', 'Green'], ['Plastic']), ([], ['Plastic']), ([], []), ([], ['Plastic']), ([], [])]","(20, 60)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['i see a pretty pink octopus', 'a red jellyfish on a white background', 'q: what do you see in the image?', 'an ocean anemone with yellow and orange stripes', 'a plastic red sea urchin']","[(['Pink'], []), (['Red'], []), ([], []), (['Orange', 'Yellow'], []), (['Red'], ['Plastic'])]","(80, 20)"
