image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['you see two golden plastic balls with holes in them'], ['you can see a yellow plastic egg shaped toy'], ['orange egg shaped toy for dog'], ['a yellow and clear plastic ball'], ['a brown egg shape with two holes']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['a red vase'], ['red metal sculpture'], ['red metal sculpture with spiral curves'], ['red glass abstract sculpture with curving edges, with a small opening in the middle.'], ['a red and black metal sculpture of a vase on a black stand']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['multi colored blocks'], ['the letter q on a white background'], ['the shape of a letter'], ['multi - colored blocks'], ['a colorful wooden puzzle with a piece missing.']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['an orange and yellow ball'], ['the image is of an orange and yellow plastic ball with an eye'], ['a yellow plastic ball and orange silicone ring'], ['this is an orange and yellow egg shaped rubber ball'], ['you can see the orange ball shaped object on a white background']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['a unicorn headband'], ['you can see a pink and blue tie dye cake with rainbow feathers'], ['i see a rainbow coloured piece of rubber with a white hat'], ['a unicorn head with a pink and blue dye'], ['a pink and rainbow hair tie']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['star trek phaser - phaser ship - phaser'], ['i see a white and grey object with a small disk on top'], ['this is a silver object on top of a white background'], ['an image of a small metal and chrome star wars toy'], ['a flying disc with a disc on top']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['a black rubber ball with red handle'], ['i can see a rubber ball with a red tip'], ['you can see a black ball with a red tip on it'], ['a red stick and black ball with a handle'], ['the image is a black ball with a red handle']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['the image of the blue plastic tie is shown'], ['the blue rubber band is attached to a wooden arm'], ['a blue and white rubber band'], ['a rubber toy that is blue'], ['i see a blue rubber ring on a white background']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['an orange toy toy with spiky spikes on it'], ['an orange toy with spikes and spiky texture'], ['a fuzzy orange fuzzy dog toy that looks like it is made of spiky spikes'], ['a cute toy that looks like an orange spiked ball'], ['the letter x shaped toy with a small spike on it']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['a small red ball with multi colored dots'], ['a toy dog with a colorful, red and blue ball'], ['i see a red dog toy with multi colored dots on it'], ['red rubber ball'], ['red dog toy']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['a green and orange toy screwdriver'], ['the product image shows a toy that has orange and green parts'], ['a plastic toy with orange and green wheels on it'], ['an orange and green toy plastic hand with two buttons'], ['an orange plastic toy']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['a pink and orange sea urchin'], ['a colorful plastic worm'], ['a pink plastic animal on a white background'], ['a sea urchin on a white background.'], ['a sea anemone']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['what do you see in the image?'], ['the picture shows an orange plastic cup that has a handle that is attached to a stick.'], [""a child's toy made from plastic""], ['a plastic foot with a yellow handle on it'], ['a leg of a man holding a bottle of beer in his hands']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['the image shows a pink and yellow ball that is shaped like a small globe'], ['a colorful ball shaped object'], ['a colorful ball with a colorful pattern'], ['this image shows a purple ball with a pink and yellow design'], ['an object with a colorful ball in the middle']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['this is a blue plastic mouse. the mouse is on a white background'], ['blue plastic shoe holder'], ['the image of the blue sports bottle'], ['q: what do you see in the image?'], ['a plastic foot rest with holes in the top']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['an orange cone with blue and white yarn'], ['a blue and white plastic cone with blue and white yarn'], ['a toy football with blue and white yarn'], ['an orange and blue hair brush'], ['you can see an orange and blue plastic mop on a white background']]"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"[['the image is a wire strainer'], ['a cat and mouse game'], ['we see the picture of the animal with a ball on a wire'], ['the picture shows a toy car, with a toy ball attached to the steering wheel'], ['a metal tube with an orange ball on it']]"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"[['a yellow plastic bowl with a lid and a black handle'], ['the yellow light bulb is a round light bulb'], ['you can see a yellow plastic container with a lid'], ['the image is of a yellow plastic container with a black handle'], ['yellow plastic round food container']]"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"[['the bird with orange on the back and yellow on the front'], ['a candy corn'], ['this is a yellow, orange and red bird shaped plastic toy'], ['a yellow and orange egg with a white feather on the top'], ['the yellow egg with orange hair on it']]"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"[['a set of four coasters with four different colors of coasters'], ['colorful puzzle coaster'], ['the 4 square stacker coaster'], ['i see the image is of two small rectangular shaped pieces of wood'], ['in the image, i see 4 different colored rectangular coasters']]"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"[['1) you can see the foam rubber of a pair of foam roller'], [""it's a flower, a flower""], ['a colorful cluster of 3 pink and green pipe cleaners'], ['a pink and green plastic ball'], ['we see an animal, a pink cat, and a green cat']]"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"[['the green object is on the top of the object'], ['the green cone'], ['green plastic cup'], ['a green vase'], ['green plastic water bottle holder']]"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"[['a black and white object with a flower shape on it'], ['a ball of colorful plastic'], ['a black and white sculpture of a ball with many black and white objects inside'], ['a very large white ball with black and white parts'], ['a vase of white and black flowers']]"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"[['the product image is not available at the moment'], ['i see a colorful and brightly colored toy'], ['it is a yellow, red and blue toy with five pieces'], ['a toy set with a colorful object on top of a white background'], ['']]"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"[['blue'], ['blue silicone foot-foot pad'], ['blue shoe insert -'], ['-'], ['q: what do you see in the image?']]"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"[['the plastic handle is attached to the end of the toy'], ['a green plastic toothbrush with red handles'], [""a toy dog's toy""], ['this is a photo of the green and red plastic dog toy'], ['']]"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"[['a white plastic ball sitting on top of a table'], ['a ball shaped white plastic object'], ['a white ball that is on a table'], ['a white ball sitting in the corner'], ['this is the product photo for a plastic ball.']]"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"[['i see a pink donut with five pink pom poms on it'], ['the image shows a pink fuzzy ring that has a lot of little donuts'], ['a white background with pink donuts in it'], ['a donut with pom poms, a white background, and pink hair'], ['3 pom pom dog ears']]"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"[['a metal housing with a small button on the side'], ['a small black camera, sitting on a white surface'], ['a black plastic cover on a white background'], ['this image is for your reference only. the product may be different in the actual product.i'], ['an image of the black rubber stopper for a car air vent']]"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"[['a cute little blue mouse'], ['a baby toy with purple head and blue body'], ['a blue, purple, and black toy shaped like an elephant'], ['the little blue bear is looking up at the camera'], ['an owl']]"
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"[['the stainless steel screw has a curved shape'], ['the image shows a stainless steel footrest'], ['in this image you can see a wave shape metal handle'], ['a wave shaped metal piece'], ['a small stainless steel object']]"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"[['a dog toy shaped like a small airplane on a white background'], ['a rocket toy with a small nose'], ['you will see a orange rocket ship toy with blue wings'], ['the product in the image is an orange toy'], ['an orange toy rocket shaped like a toy rocket with blue wings']]"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"[['an orange chair with a green plastic frame'], ['the image shows a toy crate with an orange top and green side panels'], ['the image shows a green plastic crate with an orange design'], ['a plastic toy box with an orange color'], ['you can see an orange plastic toy on the ground']]"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"[['i see the image in a picture.'], ['a large orange and yellow wig with a bunch of red and pink yarn'], ['a pile of yellow and green rubber rings.'], ['a picture of a colorful pile of rubber tubes'], ['the image of the pink, yellow, and green hair ties']]"
