image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['the image is a plastic object with an orange colored object in the center'], ['orange plastic ball with clear ball inside'], ['a brown, oval shaped, plastic object'], ['an orange glass pipe'], ['a red and orange plastic toy']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['this is an abstract sculpture with a red and black swirl design'], ['a red and black metal sculpture that is holding a curved shape'], ['the image of a red sculpture'], ['red, metal sculpture, on stand, with white background'], ['a red abstract sculpture']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[[""the word 'q'""], ['a toy made of colored blocks'], ['a piece of colored wooden blocks'], ['a rainbow of colorful blocks'], ['an abacus in a plastic toy box']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['the image shows a yellow and orange ball with a large hole in the center'], ['orange round plastic shape'], ['a small round object with an orange base and yellow top'], ['i see a small round object with a round hole on it'], ['an orange and yellow colored plastic ball']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['rainbow feather hat'], ['a rainbow colored plastic fish hat on a white background'], ['rainbow unicorn'], ['a rainbow tie - dye hair accessory'], ['rainbow unicorn headband']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[[""this is the metal star trek starship replicator that we're testing""], ['a silver plastic space station'], [""it's a flying saucer, you're right!""], ['the object is an image of a silver object'], ['this is a model of a space ship with its engines turned on.']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['rubber ball, black with red handle, plastic'], ['rubber ball and handle with a long handle'], ['the black rubber ball with a red tip'], ['the black and red plastic toy ball has a red handle'], ['the black ball is on the side of a white background']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['the two blue plastic legs of a knot.'], ['the image is a blue and white rubber dog toy with a blue plastic leash and white handle'], ['a pair of blue and white knotted hands on a white background'], ['a blue and white rope'], ['the picture of the kite, shown in blue and white']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['a dog toy made of a rubber object with spikes on the end'], ['the orange toy is shaped like an orange jolly rancher'], ['the image shows a large orange toy that looks like an octopus'], ['a large orange spiked toy'], ['an orange spiky rubber ball']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['the photo shows a red ball with multicolored dots'], ['a dog toy'], ['a red ball shaped like a corona virus'], ['red, yellow, blue, green, and white star shaped rubber dog toy'], ['a red dog toy with yellow, blue and purple dots']]"
