image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output,blip2_saliencies,blip2_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['the image shows the two pieces of plastic for a vacuum cleaner', 'a orange, plastic egg shaped object sitting on top of a white background', 'a yellow toy ball shaped like a fish', 'a golden orange tube with a black lid', '']","[([], ['Plastic']), (['Orange'], ['Plastic']), (['Yellow'], []), (['Orange', 'Black', 'Gold'], []), ([], [])]","(60, 40)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['a modern red abstract vase', 'a red glass vase with a curved top', 'a red sculpture that is shaped like a wave', ""a red sculpture of a woman's body with a curving shape"", 'an abstract sculpture of red clay']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['this is a small set of colorful blocks', 'a bunch of wooden blocks', 'a stack of blocks that are made up of colored pieces', 'a stack of toy blocks that are shaped like letters', 'colorful blocks']","[([], []), ([], ['Wooden']), (['Red'], []), ([], []), ([], [])]","(20, 20)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['an orange and yellow ball with an oval shaped hole', 'a small orange and yellow ball shaped object', 'an orange and yellow plastic ball', 'i see a yellow and orange egg shaped object', 'a plastic toy shaped like a large orange and yellow ball']","[(['Orange', 'Yellow'], []), (['Orange', 'Yellow'], []), (['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], []), (['Orange', 'Yellow'], ['Plastic'])]","(100, 40)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['a colorful rainbow headband with feathers', 'a rainbow rainbow tie dye hat', 'a tie dye rainbow tail hat', 'this is a rainbow colored foam hair clip', 'i see a rainbow colored tie dyed tie fighter with a big, red, green, and yellow wing']","[([], []), ([], []), ([], []), (['Red'], []), (['Red', 'Yellow', 'Green'], [])]","(40, 0)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['a shiny silver metal object sitting on top of a white background', 'a space craft on a white background', 'an alien spacecraft with a spinning disk', 'the u.s.s enterprise.', 'i see a grey metal object sitting on top of a white surface']","[(['Silver'], ['Shiny']), ([], []), ([], []), ([], []), (['White'], [])]","(40, 20)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['black and red tube for a smoke grenade', 'an image of a black and red rubber ball', 'a ball in the middle of the field with a red handle', 'i see a black ball with a red handle and a hole for a handle', 'rubber ball with a plastic handle']","[(['Red', 'Black'], []), (['Red', 'Black'], ['Rubber']), (['Red'], []), (['Red', 'Black'], []), ([], ['Plastic', 'Rubber'])]","(80, 40)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['', 'a blue rubber toy with a yellow rubber handle', 'a blue rubber band and two rubber balls', 'i see two blue, plastic-looking objects', 'i see two blue sticks']","[([], []), (['Yellow', 'Blue'], ['Rubber']), (['Blue'], ['Rubber']), (['Blue'], ['Plastic']), (['Blue'], [])]","(80, 60)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['an orange fuzzy dog toy', 'an orange dog toy with a spiky head', 'i see a t - shaped dog toy with spikes sticking out of it', 'the image shows an orange shaped toy with spikes', 'an orange and green dog toy']","[(['Orange'], ['Fuzzy']), (['Orange'], []), ([], []), (['Orange'], []), (['Orange', 'Green'], [])]","(80, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['dog toy', 'a toy ball shaped like a rubber ball with colorful dots on it', 'red and yellow checkered dog toy', 'the red toy is covered with colorful dots', 'the toy is red and blue with colorful dots on it']","[([], []), ([], ['Rubber']), (['Red', 'Yellow'], []), (['Red'], []), (['Red', 'Blue'], [])]","(60, 20)"
