image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[[""you'll see a orange plastic container with two holes in it""], [''], ['a orange plastic ear plug'], ['in the image the plastic is transparent. it appears to be an orange ball shaped object'], ['orange color']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['in the image, i see a red vase with a curve.'], ['art deco decorative metal art sculpture'], ['this is a red abstract sculpture that is on display'], ['red vase'], ['this red clay sculpture of a large abstract vase has a very artistic look to it']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['a set of wooden blocks with their respective colors'], ['an alphabet set'], ['a piece of wooden blocks is made to form a shape'], ['these wooden blocks have been put together in a neat line'], ['we see a line of 3 wooden blocks']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['a yellow, orange and brown object'], ['an orange and yellow egg shaped object on a white background'], ['i see a golden ball of a very bright orange.'], ['yellow and orange plastic sphere'], ['the image shows an orange and yellow plastic ball']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['a unicorn headdress, made of colored clay'], [''], ['a rainbow colored head covering that has a pink, purple, and green leaf on it'], [""it's a cute pink and white unicorn horn headband with a rainbow colored base.""], ['a pink and yellow tie dyed headband']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['the object you see in this image is a device that will help you see in 3d what is'], [""you'll see this image on the q&a page, but here it's just a toy silver""], ['star trek enterprise: uss enterprise n7 phaser'], ['a silver metal dish on top of a table'], ['a close up of a space probe']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['what do you see in the image?'], ['plastic ball in the bottom of the picture'], ['- the device you are buying on amazon'], ['a rubber ball shaped toy with a red handle'], ['i am looking at it right now. it is a black ball with red ends on it']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['a blue rubber dog toy that has been folded up'], ['i see a blue knot in the image'], ['a sea-green cord with brown and blue colors'], ['1-pair of rubber tubes with one end turned 90 degrees to the other'], ['i think you are looking at a blue piece of rubber']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['orange dog toy with spikes on the tail'], ['orange toy with spiky spike on it'], ['orange fuzzy ball - big'], ['i see orange balls'], ['the shape of a cross that is made out of a pink spongey toy']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['a dog toy made with colorful beads'], ['red ball with multicolored dots on it'], ['a red ball with multi - colored dots'], ['i see a ball with a little dot on the top and a little dot on the bottom of it'], ['a stuffed toy ball toy with red and blue dots']]"
