image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output,blip2_saliencies,blip2_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['a picture of an orange and white plastic ball', 'q: what do you see in the image?', 'an orange ball with a lid', 'i see a big orange turtle', 'the image shows an orange egg shaped object']","[(['Orange', 'White'], ['Plastic']), ([], []), (['Orange'], []), (['Orange'], []), (['Orange'], [])]","(80, 20)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['a red sculpture in the shape of a curved object', 'red abstract abstract red abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract abstract', 'red abstract sculpture', 'a red vase', 'red abstract vase sculpture']","[(['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['a block puzzle.', 'the word “q” is in front of a group of colorful blocks', 'a multicolored brick shaped object on top of a white background', 'this is the image of a multi - colored toy blocks', 'what does the image make you think about?']","[([], []), ([], []), (['Red'], []), (['Red'], []), ([], [])]","(40, 0)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['orange and yellow orange orange yellow orange yellow orange', 'an orange plastic disc that has a hole in the center', 'the orange plastic button is shaped like a circle', 'q: what do you see in the image?', 'it is a small orange plastic egg shaped object']","[(['Orange', 'Yellow'], []), (['Orange'], ['Plastic']), (['Orange'], ['Plastic']), ([], []), (['Orange'], ['Plastic'])]","(80, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[""it's a unicorn tail!"", 'a rainbow unicorn headband with a pink & blue rainbow', 'a rainbow - colored tie dye helmet', 'a colorful, multi-colored, multi-faceted ice cream cone, with rainbow hair', 'rainbow unicorn headband']","[([], []), (['Blue', 'Pink'], []), (['Red'], []), (['Red', 'Cream'], []), ([], [])]","(60, 0)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['a silver object that looks like an antenna', 'an object that has no reflective surface is in the background', 'an egg shaped ufo flying in the sky', 'this is an image of a small silver object', 'i see the face of a star wars character with a red lightsaber and a metal object']","[(['Silver'], []), ([], []), ([], []), (['Silver'], []), (['Red'], [])]","(60, 0)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['a large rubber ball with a red stick', 'i see an old balloon', 'an air pump with red handle.', 'a black rubber ball with red handle', 'a red and black ball shaped plug']","[(['Red'], ['Rubber']), ([], []), (['Red'], []), (['Red', 'Black'], ['Rubber']), (['Red', 'Black'], [])]","(80, 40)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['a dark blue plastic animal toy with two legs', 'i see a dark blue colored plastic object', 'a blue plastic rubber dog toy that is bent in the middle', 'the two figures are shaped like a knot and have blue rubber tips', 'the blue rubber rope toy has three ends, each one with a small white dot on it']","[(['Blue'], ['Plastic']), (['Red', 'Blue'], ['Plastic']), (['Blue'], ['Plastic', 'Rubber']), (['Blue'], ['Rubber']), (['Blue', 'White'], ['Rubber'])]","(100, 100)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['q: what do you see in the image?', 'an orange shaped toy with a spiked tail', 'the orange and green tooth is shaped like an u shaped letter', 'orange fuzzy rubber', 'an orange shaped toy on a white background']","[([], []), (['Orange'], []), (['Orange', 'Green'], []), (['Orange'], ['Fuzzy', 'Rubber']), (['Orange'], [])]","(80, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['a toy with red and blue dots on a white background', 'a ball shaped toy with colorful sprinkles', 'a dog toy with a red rubber ball with multi colored dots', 'a large red dog toy with colorful dots', 'red and white stuffed animal toy']","[(['Red', 'Blue'], []), ([], []), (['Red'], ['Rubber']), (['Red'], []), (['Red', 'White'], [])]","(80, 20)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['i see two orange and one green plastic toys', 'a toy toy with a green and orange handle', 'a green plastic plastic toy with two orange balls attached', 'a water gun with one green handle and one orange handle', 'what do you see in the image?']","[(['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], []), ([], [])]","(80, 40)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['a pink coral, which is made of hard plastic, has small orange and red spikes', 'an orange and pink plastic sea urchin with a red star on its head', 'red coral, coral anemone', 'an orange and pink sea urchin on a white background', 'this image shows a pink anemone in the ocean']","[(['Red', 'Orange', 'Pink', 'Coral'], ['Hard', 'Plastic']), (['Red', 'Orange', 'Pink'], ['Plastic']), (['Red', 'Coral'], []), (['Orange', 'Pink'], []), (['Pink'], [])]","(100, 40)"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"['a plastic bottle with a funnel attached to it', ""it's a small orange plastic stool with a blue plastic cup on top of it"", 'a small orange plastic umbrella', ""it's a bottle opener.drew carey has never been on a team that had a losing"", 'i see a man walking, the picture is of the foot of the man.']","[([], ['Plastic']), (['Orange', 'Blue'], ['Plastic']), (['Orange'], ['Plastic']), ([], []), ([], [])]","(40, 60)"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"['', '', 'a ball on a string that is covered with purple and yellow patterned paper', 'the ball is in a yellow, pink and purple pattern', 'a ball and a pen in a pink and yellow polka dot pattern']","[([], []), ([], []), (['Red', 'Yellow', 'Purple'], []), (['Yellow', 'Purple', 'Pink'], []), (['Yellow', 'Pink'], [])]","(60, 0)"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"['i can see you in the image.', 'blue plastic bottle holder', 'q: what do you see in the image?', 'what do you see in the image?', 'the image contains a blue plastic skateboard wheel']","[([], []), (['Blue'], ['Plastic']), ([], []), ([], []), (['Blue'], ['Plastic'])]","(40, 40)"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[""you can't see the image at this time. please try again later.what is it about"", 'a toy that looks like a plastic bottle', 'i see a blue and orange cone with a string tied around it', 'an orange cone with blue and white yarn', 'you can find a product description for a large teddy bear toy']","[([], []), ([], ['Plastic']), (['Orange', 'Blue'], []), (['Orange', 'Blue', 'White'], []), ([], [])]","(40, 20)"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"['a bird with a spring-loaded toy in its beak', 'i see a blue and orange toy on a white background', 'a dog playing with a ball', 'i see a bird sitting in the grass and a metal ball', 'a metal clip holding a small toy ball and wire']","[([], []), (['Orange', 'Blue'], []), ([], []), ([], []), ([], [])]","(20, 0)"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"['what do you see in the image?', 'you see a yellow plastic cover for the lid', '-', '', 'the item you are looking for is not on our website']","[([], []), (['Yellow'], ['Plastic']), ([], []), ([], []), ([], [])]","(20, 20)"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"['a yellow and orange plastic egg with a brown fur', 'a yellow, orange, and black plastic egg with a large brown bird on top', 'an orange and yellow plastic egg shaped toy', 'a yellow egg with an orange and yellow face on it', 'orange & yellow bird with a green top']","[(['Orange', 'Yellow', 'Brown'], ['Plastic']), (['Orange', 'Yellow', 'Brown', 'Black'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], []), (['Orange', 'Yellow', 'Green'], [])]","(100, 60)"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"['in the image we see a stack of colorful book pages', 'a colorful stack of four stackable coasters', 'i see a wooden square with an orange, yellow, green, and blue striped edge', 'you see the image of a square stack of four colorful coasters', 'a box of 6 multi colored coasters']","[([], []), ([], []), (['Orange', 'Yellow', 'Green', 'Blue'], ['Wooden']), ([], []), (['Red'], [])]","(40, 20)"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"['it is a plastic hose with pink and green pipes', 'the shape of a flower', 'we can see a green and pink plastic pipe with a black handle', 'a foam roller in pink and black', 'we see five colorful pipe cleaners']","[(['Green', 'Pink'], ['Plastic']), ([], []), (['Green', 'Pink', 'Black'], ['Plastic']), (['Pink', 'Black'], []), ([], [])]","(60, 40)"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"['you will see an image of a plastic water bottle.', '', 'you see a green plastic cone with a hole', 'a green plastic pot with a white base', ""it's a plastic bottle, green in color""]","[([], ['Plastic']), ([], []), (['Green'], ['Plastic']), (['Green', 'White'], ['Plastic']), (['Green'], ['Plastic'])]","(60, 80)"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"['i see a black and white vase with a flower in it', 'an image of a flower in a vase with a piece of white and black paper attached', 'a beautiful, unique sculpture in white and black', 'the image of a black and white marble sculpture', 'i see an old and old man sitting in the grass.']","[(['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], []), (['Black', 'White'], []), ([], [])]","(80, 0)"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"['this is a colorful plastic toy with a sun in the middle', 'this is a picture of a small toy', 'a colorful and fun toy of a spinning star with a blue and yellow background', 'a yellow, red, blue, and yellow shaped toy', 'the toys are in different colors and shapes']","[([], ['Plastic']), ([], []), (['Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], []), ([], [])]","(40, 20)"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"['a blue plastic shoe with a white sole and toe cap', 'a blue plastic foot rest with a curved, curvy design', 'the image is a blue rubber band with a hole in it', 'a blue boot with an animal in it', 'the blue marbled plastic strap']","[(['Blue', 'White'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue'], ['Rubber']), (['Blue'], []), (['Blue'], ['Plastic'])]","(100, 80)"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"['we are sorry, but the image you have chosen is too large for this page. please choose a', 'a green dog bone with red handles', 'green with red tip, no handle', '', 'green and red plastic dog toy']","[([], []), (['Red', 'Green'], []), (['Red', 'Green'], []), ([], []), (['Red', 'Green'], ['Plastic'])]","(60, 20)"
data/images/noun/2027-600.jpg,2027,room freshener toy,22,38,47,9,"['what do you see in the image?', 'i see a white plastic ball on a white background', 'the image shows a white ball', 'this is the front view of the white plastic ball that holds a small piece of food', 'a ball with a handle']","[([], []), ([], ['Plastic']), (['White'], []), (['White'], ['Plastic']), ([], [])]","(40, 40)"
data/images/noun/2028-600.jpg,2028,cat toy found at the pound store,6,47,53,63,"['i see a pink dog donut', 'a pink fluffy animal donut', 'a set of pink hair pieces and pom pom on a stand', 'â â â â â â â â â â', 'the image shows a pink plastic hair tie with pom poms attached to it']","[(['Pink'], []), (['Pink'], []), (['Pink', 'Tan'], []), ([], []), (['Pink'], ['Plastic'])]","(80, 20)"
data/images/noun/2029-600.jpg,2029,cover for room fresheners,19,27,65,16,"['a black object on white background', 'this is a plastic valve that has been opened', 'you can see the black side of a black plastic valve.', 'you see a black rubber ring on the side of the white plastic housing', 'there are two types of light sensors: led light sensor']","[(['Black'], []), ([], ['Plastic']), (['Black'], ['Plastic']), (['Black', 'White'], ['Plastic', 'Rubber']), ([], [])]","(60, 60)"
data/images/noun/2030-600.jpg,2030,marker,9,43,53,0,"['a purple toy that is standing on top of a white surface', 'a penguin', 'a blue and purple toy with a red nose', 'you can see a blue and purple toy', 'we see a cute little animal.']","[(['Purple', 'White', 'Tan'], []), ([], []), (['Red', 'Blue', 'Purple'], []), (['Blue', 'Purple'], []), ([], [])]","(60, 0)"
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"['the metal part of a metal clamp', '', 'the image is an aluminum curved shelf edge.', 'the image shows a stainless steel metal wall hanging', 'a white background, with an object on top of it']","[([], []), ([], []), ([], []), ([], []), ([], [])]","(0, 0)"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"['orange plastic space shuttle toy with blue and white stripes', 'the image shows a toy airplane', 'a space shuttle on a white background', 'orange water bottle rocket', 'orange toy plane toy']","[(['Orange', 'Blue', 'White'], ['Plastic']), ([], []), ([], []), (['Orange'], []), (['Orange'], [])]","(60, 20)"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"['a bright orange and green toy shelf', 'the image of an orange basket', 'an orange and green toy basket with a lattice pattern on it', 'an orange plastic chair with a plastic foot rest on top', 'i see an orange crate with two wheels']","[(['Orange', 'Green'], []), (['Orange'], []), (['Orange', 'Green'], []), (['Orange'], ['Plastic']), (['Orange'], [])]","(100, 20)"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"['a pile of colorful plastic wiggles', 'the image shows a pile of colorful toys.', 'an orange, yellow and pink stringy wig', 'a toy', '']","[([], ['Plastic']), ([], []), (['Orange', 'Yellow', 'Pink'], []), ([], []), ([], [])]","(20, 20)"
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,"['a blue and brown cylindrical sponge that has a handle and is attached to a red ball', 'you see a plastic bottle, an empty blue bottle with a blue cap and a brown colored ball on', 'the image is a blue and brown rubber ball', 'a blue and red ball with an orange handle', 'a ball-shaped sponge that is brown and blue in color']","[(['Red', 'Blue', 'Brown'], []), (['Red', 'Blue', 'Brown'], ['Plastic']), (['Blue', 'Brown'], ['Rubber']), (['Red', 'Orange', 'Blue'], []), (['Blue', 'Brown'], [])]","(100, 40)"
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,"['a small wooden toy hammer', 'a red ball, wooden toy with colored plastic, wooden handle', 'a toy toy hammer.', 'a wooden toy toy with colorful wooden handles and wooden balls', 'a toy hammer with colorful stripes and a red ball']","[([], ['Wooden']), (['Red'], ['Wooden', 'Plastic']), ([], []), ([], ['Wooden']), (['Red'], [])]","(40, 60)"
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,"['a pink toothbrush', 'pink silicone bracelet', 'i see a very clear image of a clear plastic ball.', 'the image is a picture of the ring in pink plastic', 'a pink plastic necklace with five clear plastic spheres']","[(['Pink'], []), (['Pink'], []), ([], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic', 'Lace'])]","(80, 60)"
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,"['a large piece of colorful plastic with a heart shape', 'a rainbow colored ring', 'it is a rainbow heart shaped food stamp card holder.', 'a rainbow kite shaped object', 'a multi - colored, shaped, wiggly bracelet']","[([], ['Plastic']), (['Red'], []), ([], []), ([], []), (['Red'], [])]","(40, 20)"
