image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output,blip2_saliencies,blip2_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['a small orange plastic bottle with a small hole in the middle', 'we see an orange and yellow plastic animal', 'the image is of a plastic shell and a round object', 'the image shows the object sitting in the orange container', 'this is an orange plastic toy with two small holes in it']","[(['Orange'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), ([], ['Plastic']), (['Orange'], []), (['Orange'], ['Plastic'])]","(80, 80)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['the red metal sculpture is standing on a square base', 'a red vase', 'red ceramic vase', 'the metal sculpture is red', 'a red metal sculpture on a white surface']","[(['Red', 'Tan'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red', 'White'], [])]","(100, 0)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['a set of wooden blocks arranged to make a line', 'this is a picture of a colorful wooden block', 'the image is a wooden block puzzle of different colors', 'an image of an alphabet of colored blocks', 'the image is a group of toy blocks']","[([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), (['Red'], []), ([], [])]","(20, 60)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['a gold and orange plastic egg shaped object with a hole in the center', 'the picture is a product that is being advertised for sale', 'a small plastic orange and yellow object', 'an orange plastic egg shaped object', 'q: what do you see in the image?']","[(['Orange', 'Gold'], ['Plastic']), ([], []), (['Orange', 'Yellow'], ['Plastic']), (['Orange'], ['Plastic']), ([], [])]","(60, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[""it's the rainbow unicorn headband. it's not an actual unicorn."", 'a rainbow colored, multi - layered, plastic headband with an', 'pink unicorn hair tie', 'an image of a rainbow colored tie dye bandana', 'i see a pink, yellow and blue unicorn head hat with a pink bow on it']","[([], []), (['Red'], ['Plastic']), (['Pink'], []), (['Red'], []), (['Yellow', 'Blue', 'Pink'], [])]","(80, 20)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['the model of a star wars star destroyer on a white background', 'i see a metal object with a round bottom', 'a silver metal sphere with red buttons on top', 'the enterprise, but with a round disk instead of a flat one.', 'a silver object on a white background']","[([], []), ([], []), (['Red', 'Silver'], []), ([], []), (['Silver'], [])]","(40, 0)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['you can see a black ball with red tip', 'a rubber ball with a red tip', 'a red and black plastic ball with a plastic handle', 'the object in the image is a rubber ball with a red tip', 'a black ball with red plastic handle']","[(['Red', 'Black'], []), (['Red'], ['Rubber']), (['Red', 'Black'], ['Plastic']), (['Red'], ['Rubber']), (['Red', 'Black'], ['Plastic'])]","(100, 80)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['a dog toy with blue rope', '', 'a knot', 'a blue toy that has been twisted in a knot', '']","[(['Blue'], []), ([], []), ([], []), (['Blue'], []), ([], [])]","(40, 0)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['a furry orange rubber ducky with spikes on it', 'this image is of a toy dog toy that has a star shaped spike', 'a spiky orange toy', 'the image shows an orange shaped dog toy', 'a large orange dog toy']","[(['Orange'], ['Rubber', 'Furry']), ([], []), (['Orange'], []), (['Orange'], []), (['Orange'], [])]","(80, 20)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['the red dog toy has colorful dots', ""a toy toy dog's toy"", 'the picture shows a toy ball with colorful dots', 'red with blue, yellow and white dots', 'the red dog toy is sitting on the floor with blue, yellow and white dots on it']","[(['Red'], []), ([], []), ([], []), (['Red', 'Yellow', 'Blue', 'White'], []), (['Red', 'Yellow', 'Blue', 'White'], [])]","(60, 0)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['an old toy water pump', 'a colorful toy with two orange and green pieces', 'a green and orange toy with two orange handle', 'the green and orange plastic handle on the handle of a plastic push toy', 'the plastic toy toy is green and orange']","[([], []), (['Orange', 'Green'], []), (['Orange', 'Green'], []), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic'])]","(80, 40)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['a sea anemone', 'this is an image of a red, orange, and yellow plastic toy', 'a pink sea urchin, with orange spikes', '', 'the image shows an orange and pink plastic worm.']","[([], []), (['Red', 'Orange', 'Yellow'], ['Plastic']), (['Orange', 'Pink'], []), ([], []), (['Orange', 'Pink'], ['Plastic'])]","(60, 40)"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"['this is a toy with an orange base, with a yellow top', 'i see an orange plastic foot', 'you see a yellow and orange plastic toy with a large orange top', 'an orange and yellow plastic figure', 'a yellow and orange plastic figure with an orange top']","[(['Orange', 'Yellow'], []), (['Orange'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], ['Plastic'])]","(100, 80)"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"['i see a colorful, colorful, colorful, colorful, colorful, colorful, colorful, colorful, colorful', 'a pink and yellow ball with a yellow handle', 'a balloon ball with pink and yellow designs on it', 'a ball in a multi - colored pattern', 'this image shows a pink and yellow ball that is being used to play music']","[([], []), (['Yellow', 'Pink'], []), (['Yellow', 'Pink'], []), (['Red'], []), (['Yellow', 'Pink'], [])]","(80, 0)"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"['a blue and white plastic skateboard with a hole for a skateboard wheel', 'a blue plastic shoe', 'an image of a blue and white plastic shoe.', 'the image is a blue object with a white background', 'i see a pair of shoes.']","[(['Blue', 'White'], ['Plastic']), (['Blue'], ['Plastic']), (['Blue', 'White'], ['Plastic']), (['Blue'], []), ([], [])]","(80, 60)"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"['a blue and white toy with a red cone on top', 'a red and blue dog toy', 'a blue and white mop with an orange handle', 'blue and white tassels with a yellow cap', 'you can see that the toy is filled with blue and white tassels']","[(['Red', 'Blue', 'White'], []), (['Red', 'Blue'], []), (['Orange', 'Blue', 'White'], []), (['Yellow', 'Blue', 'White'], []), (['Blue', 'White'], [])]","(100, 0)"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"['the object is a metal object with two blue handles', 'you see a colorful and shiny object', 'the mouse wheel is the same as the one in the image', 'an orange ball attached to a metal wire', 'the picture shows a toy toy, a toy toy, a toy toy and a toy toy toy']","[(['Blue'], []), ([], ['Shiny']), ([], []), (['Orange'], []), ([], [])]","(40, 20)"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"['a round, yellow plastic container', 'yellow light in the image', 'the image shows a yellow plastic lid with a plastic cover on top', 'i see a yellow plastic container', 'a yellow bowl with a lid']","[(['Yellow'], ['Plastic']), (['Yellow'], []), (['Yellow'], ['Plastic']), (['Yellow'], ['Plastic']), (['Yellow'], [])]","(100, 60)"
