image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['a pair of brown and orange plastic balls'], [''], ['the image shows a small yellow dog toy'], ['a clear object with a yellowish color'], ['the image shows a orange plastic container with two large round balls']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['red metallic art sculpture'], ['this is a red sculpture.'], ['a red, twisted shape sculpture'], ['a red metal sculpture that looks like a vase'], ['a red abstract sculpture with a curved base and a curved stem']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['a stack of toy blocks, some with multi - colored pieces'], ['an image of a letter block with a color of blocks arranged around it'], ['it is a line of wooden blocks with the letter e'], ['a wooden block puzzle'], ['a toy brick']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['an orange and yellow plastic object'], ['an orange and yellow ball with a hole in it'], ['an orange and yellow plastic toy'], ['the color of the object is orange'], ['a silicone egg shaped silicone toy, with a transparent outer shell and an orange and yellow plastic inner']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['this is a close up of a tie dye shirt'], ['i see a rainbow colored bird head'], ['a rainbow colored unicorn with a pink horn'], [""it's a colorful tie dye cap.""], ['an egg shaped toy with a pink and blue bird on it']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['a metal sphere, and a small piece of silver metal'], [""it's a spaceship with a disc shaped disk attached to it""], ['a spaceship with a silver colored surface'], ['an antique star trek phaser.'], ['the top of a star wars model ship']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['i see a black ball and a red handle'], ['a ball, which is shaped like a black ball with a red handle'], ['a plastic ball, with a red tip, sitting on top of a white background'], ['the black ball is made with a red handle'], ['the rubber ball has been removed and there is a red plastic rod inside']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['i see two people holding each other'], ['a blue, long wooden piece with a single blue nail'], ['a pair of metal pipe cleaners'], ['an item in the image.'], ['in the image, there is a blue and white shaped rubber hose']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['an orange toy shaped like a letter h'], ['a squishy toy shaped like a letter x with lots of spikes'], ['a furry orange ball with spikes on it'], ['an orange, spiky, fuzzy toy on a white background'], ['orange toy with a spiky ball']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['red, yellow and blue toy'], ['red rubber toy'], ['a dog toy with colorful sprinkles'], ['a red and yellow dog toy with a large blue and white dot'], ['dog toy']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['this image shows a toy that has two orange and green parts attached'], ['the toy is a small plastic toy'], ['we can provide the product image with your request.'], ['a toy with two handles and two balls'], ['a kid is playing with a plastic toy machine gun']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['i see a pink worm'], ['a red and orange flower shaped toy'], ['the image shows an orange and pink coral'], ['red and orange sea anemone'], ['a red, plastic, and orange sea urchin']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['i see the red cup on the bottom of the red triangle'], ['i see a person wearing a yellow hat'], ['a wooden animal'], ['a red and orange cup'], ['a toy animal with a stand and orange and yellow feet']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['a yellow plastic ball with a pink and blue print'], ['the toy is a pink ball with purple and yellow dots'], ['the image of a purple and yellow ball'], ['you see a bright and colorful ball'], ['a purple and pink ball']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['this is a picture of a blue and black object'], ['the blue plastic handle on the front of the vacuum cleaner'], ['i see a blue and white plastic toy.'], ['blue & white plastisol paint'], ['blue']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['the image shows a blue and white mop'], ['a plastic orange and blue mop'], [''], ['a plastic cone, with a blue and white rope hanging out of it'], ['a blue, orange and white colored dog toy']]"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"[['a cat toy on a wire'], ['i see an orange ball with a hook and two hooks on it.'], ['you will see a colorful toy with a green ball and blue handle'], ['i see a cat with a mouse.'], ['this image shows the plastic wheel that is attached to a metal tube']]"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"[['a yellow and black plastic bowl'], ['the image is a yellow plastic box with black lids'], ['yellow food container lid with yellow lid'], ['i see a yellow bowl'], ['a yellow lid with two small openings for the water tank']]"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"[['a yellow, orange and red plastic egg shaped toy'], ['an orange and yellow egg shaped toy'], ['a little orange yellow bird wearing a black hat'], [''], ['a yellow egg with a white tail and orange beak']]"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"[['a set of four colorful plastic coasters'], ['a set of 4 stackable puzzle boxes'], ['this image is a collection of six coasters that are multi - colored'], ['a set of five colorful puzzle boxes'], ['in this image, there are six different colored blocks sitting in a stack']]"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"[['q: what do you see in the image?'], ['this is a colorful hair brush with a pink handle'], ['a flower with different colors'], ['a pair of pink and green pipe cleaners'], ['the image shows four pink and black foam circles on top of each other']]"
