image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output,blip2_saliencies,blip2_saliency_rate
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"['image is not clear enough to make a call', '', 'a large yellow plastic animal shaped object with holes in it', 'this image shows a small orange water bottle', 'a dog toy shaped like a fish']","[([], []), ([], []), (['Yellow'], ['Plastic']), (['Orange'], []), ([], [])]","(40, 20)"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"['the abstract figure is made of red plastic', 'a red sculpture that has a spiral shaped design', 'a red metal sculpture on a square base', 'a modern glass art vase in the style of abstracted swirls in red with a glass base', 'a red sculpture']","[(['Red'], ['Plastic']), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 20)"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"['a color coded block', 'a set of toy wooden blocks', 'i see a single piece of color coded wood blocks', 'i see a bunch of colorful blocks', 'a color coded block, with one of the colors in each side']","[([], []), ([], ['Wooden']), ([], []), ([], []), ([], [])]","(0, 20)"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"['in the image you see an orange and yellow plastic object', 'a colorful toy shaped like an orange and yellow oval ball', 'the orange and yellow colored plastic egg shape object has one of the eyes and mouth open', 'we see a plastic egg shape object', 'q: what do you see in the image?']","[(['Orange', 'Yellow'], ['Plastic']), (['Orange', 'Yellow'], []), (['Red', 'Orange', 'Yellow'], ['Plastic']), ([], ['Plastic']), ([], [])]","(60, 60)"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"['a headband', 'i see a rainbow butterfly headband and pink tie dye on the side.', 'an image of the rainbow unicorn headband from the unicorn headband collection', 'a pink and blue cake', 'an image of rainbow pink and blue plastic chicken wing']","[([], []), (['Pink'], []), ([], []), (['Blue', 'Pink'], []), (['Blue', 'Pink'], ['Plastic'])]","(60, 20)"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"['a silver model of a space ship', 'it is a silver object that looks like a satellite.', 'i see a star destroyer!', 'a small metal toy ship that has a light at the bottom', 'the metal plate with three holes and a silver circle']","[(['Silver'], []), (['Silver'], []), ([], []), ([], []), (['Silver'], [])]","(60, 0)"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"['a ball shaped object with an open top', 'plastic black ball with red handle', 'a round black ball with red handle', 'black ball', 'a round black plastic object with a red tip']","[([], []), (['Red', 'Black'], ['Plastic']), (['Red', 'Black'], []), (['Black'], []), (['Red', 'Black'], ['Plastic'])]","(80, 40)"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"['a blue velvet.', 'the blue dog toy', 'a blue rubber tube with two long, thick tubes.', 'a blue, rubberized knot sitting on top of a white surface', 'a blue rubber toy with two different sizes of white pipes']","[(['Blue'], ['Velvet']), (['Blue'], []), (['Blue'], ['Rubber']), (['Blue', 'White'], ['Rubber']), (['Blue', 'White'], ['Rubber'])]","(100, 80)"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"['an orange dog toy that looks like an egg shape', 'the image is of a spiky orange toy', 'dog toy x toy', 'this is a photo of a plush toy', 'orange spiky tickle toy']","[(['Orange'], []), (['Orange'], []), ([], []), ([], []), (['Orange'], [])]","(60, 0)"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"['doggies toy', 'a red toy with yellow, blue, green and white dots', 'i see a red ball with multicolored dots', 'an image of a colorful and colorful toy with two different colored and colored balls on it', 'the colorful toy that is red and white has dots all over it']","[([], []), (['Red', 'Yellow', 'Green', 'Blue', 'White'], []), (['Red'], []), (['Red'], []), (['Red', 'White'], [])]","(80, 0)"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"['a green and orange toy that has a round handle', 'what do you see in the image?why is the water on the left?', 'a little plastic green toy, with an orange handle', 'in the image you can see a plastic toy with an orange handle', 'you have to click to enlarge the image and find the solution']","[(['Orange', 'Green'], []), ([], []), (['Orange', 'Green'], ['Plastic']), (['Orange'], ['Plastic']), ([], [])]","(60, 40)"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"['a red sea urchin, standing with its tentacles up', 'pink, orange and red coral', 'the image of an ant with red legs.', 'red coral', 'a bright, colorful, jellyfish']","[(['Red', 'Tan'], []), (['Red', 'Orange', 'Pink', 'Coral'], []), (['Red'], []), (['Red', 'Coral'], []), ([], [])]","(80, 0)"
