image,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,blip2_output
data/images/noun/2001-600.jpg,2001,bee have trap,19,50,66,14,"[['this is a picture of a toy ball and a dog toy'], ['a round yellow plastic cylinder with an oval shape'], ['a gold fish toy'], ['an orange plastic bottle with a hole in it'], ['a large orange cat toy with a smaller orange cat toy in it']]"
data/images/noun/2002-600.jpg,2002,bookend,22,83,59,9,"[['red vase on wooden base'], ['i see a red glass vase.'], ['red metal sculpture'], ['a red metal sculpture on a wooden base'], ['a sculpture in red']]"
data/images/noun/2003-600.jpg,2003,fidget toy,59,74,19,0,"[['a colorful wooden letter ""s"" with three different colors'], ['a wooden block made of wooden blocks stacked together to make the letter q'], ['a multicolored puzzle piece'], ['this image shows a toy set of blocks with colorful blocks in a line'], ['a toy piece that is being made of wood']]"
data/images/noun/2004-600.jpg,2004,pencil sharpener,41,70,48,52,"[['you are viewing the image of a large orange, yellow, and blue object'], ['orange plastic ball'], ['a toy orange and yellow plastic ball shaped like a ball'], ['an orange and yellow ball'], ['a bright orange and yellow ball with two holes in it']]"
data/images/noun/2005-600.jpg,2005,fish tank stone,6,25,81,13,"[['a headband with a pink, blue and yellow tie dye'], ['i see a rainbow colored horn'], ['i see a rainbow colored cloud.'], ['a rainbow colored unicorn headband'], ['a unicorn in a rainbow tie dye shirt']]"
data/images/noun/2006-600.jpg,2006,space ship top,34,64,31,3,"[['the object is a small silver object'], ['this is the top of the uss enterprise starship'], ['star wars episode i: the phantom menace tauntaun model kit'], ['the image is a close up of a silver metal object'], ['i see a model star trek ship, with its base on top of the table']]"
data/images/noun/2007-600.jpg,2007,air blower for slr cameras,22,46,78,6,"[['a black ball with red handles'], ['a black ball with a red tip'], ['a ball with a plastic lid and a red tip'], ['an air pump for an air gun'], ['a rubber duck']]"
data/images/noun/2008.jpg,2008,curlers formed together,34,25,48,16,"[['a blue bow tied to a white background'], ['the image of a blue rubber tie with white handles'], ['we see the image of the rubber band on a blue background'], ['a small blue toy with two arms, one in each hand'], ['you see a blue and white rubber dog toy']]"
data/images/noun/2009-600.jpg,2009,dog toy,47,78,65,45,"[['an orange furry animal toy'], ['an orange dog toy with spiky spikes'], ['the orange ball is made up of spiky spiky rubber'], ['an orange fuzzy toy is on a white background'], ['an orange toy shaped like a letter h']]"
data/images/noun/2010-600.jpg,2010,dog toy pet shop,66,52,50,25,"[['dog chew toy'], ['red dog toy'], ['red ball with blue dots on it'], ['a dog toy with a red ball and multi colored dots on it'], ['dog chew']]"
data/images/noun/2011-600.jpg,2011,noisemaker,22,75,88,3,"[['the image shows a green and orange plastic pipe wrench with a handle'], ['the orange and green plastic handle of the toy'], ['the image shows a green and orange plastic toy.'], ['a green plastic ball with orange plastic knobs on top'], ['this is a plastic toy that has been colored orange and green']]"
data/images/noun/2012-600.jpg,2012,coiled worm toy,41,50,59,41,"[['a pink sea urchin'], [''], ['the image is a red and orange plastic worm'], ['i see a red and orange anemone.'], ['a pink, pink, pink, pink, pink, pink, pink, pink, pink,']]"
data/images/noun/2013-600.jpg,2013,sling shot,6,20,87,6,"[['an orange, yellow, and red plastic stool with a red cap on top'], ['a yellow orange orange and green colored item'], ['the orange and yellow toy that is shaped like a foot.'], ['a foot shaped orange and yellow toy on a white background'], ['the image shows a pair of colorful, plastic feet attached to an orange bottle']]"
data/images/noun/2014-600.jpg,2014,this light-up toy,38,75,39,0,"[['an electronic dance music toy, in pink and yellow, and a pink plastic ball'], ['you see the ball'], ['a ball with an image of a cat on it'], ['a pink and yellow balloon and a small red ball'], ['this is a small purple and yellow plastic sphere']]"
data/images/noun/2015-600.jpg,2015,ball catcher,38,78,55,10,"[['i see a blue bicycle helmet with a hole'], ['this image is an illustration of a part that is blue.'], [""it's an old image, but the blue and white plastic is the same for the case as for""], ['blue plastic shoes'], ['a blue sports shoe']]"
data/images/noun/2016 600dpi.jpg,2016,bird toy,28,21,61,6,"[['what you see in the image is a large blue and orange plastic cone with a white base'], ['an orange and blue plastic cone with white and blue yarn'], ['this image shows an image of a yellow and blue mop on a white background'], ['a large orange cone with a white blue and yellow tupperware'], ['what do you see in the image?']]"
data/images/noun/2017-600.jpg,2017,kenetic wheel,41,29,23,13,"[['an orange and blue ball with a plastic handle'], ['a small toy hammer'], ['you will see the image on the right'], ['a rubber worm toy'], ['a blue rubber ball attached to a metal pipe']]"
data/images/noun/2018-600.jpg,2018,this coils string,16,50,61,6,"[['a yellow lid with black handles'], ['yellow plastic water bottle'], ['a yellow plastic container with a black lid'], ['i see a yellow plastic lid with a plastic ring on it'], ['an image of an object with a yellow top']]"
data/images/noun/2019-600.jpg,2019,cat nip toy,31,67,38,25,"[['a bird with a head shaped like an orange egg, a yellow egg, a red egg and'], ['a yellow, orange and black chicken toy'], ['a yellow egg with a orange and white fluffy tail'], [""the candy bar from the film national lampoon's christmas vacation""], ['a yellow and orange egg with an orange wig on top']]"
data/images/noun/2020.jpg,2020,jacobs ladder,41,36,29,6,"[['we are using wooden coasters with ribbons to make it colorful'], ['this is a stack of four colored wooden coasters'], ['an image of a coaster with colorful shapes on it'], ['4x6 foam pads'], ['a wooden coaster with colored sides']]"
data/images/noun/2021-600.jpg,2021,foam arrow,9,29,84,3,"[['the product image shows the products that are shown in the image.'], ['a foam brush with green and pink tips'], ['this image shows a small bunch of foam balls that are pink and green'], ['a cute little foam flower, with pink and green petals'], ['i see a very cute pink and green flower']]"
data/images/noun/2022-600.jpg,2022,marker,9,15,70,13,"[['green rubber cone'], ['the image is an image of the green plastic pipe'], ['a green plastic cone'], ['the image is a plastic green water bottle'], ['green plastic water bottle']]"
data/images/noun/2023-600.jpg,2023,color changing ball,13,31,87,17,"[['a black and white marble ball with a black and white sticker on it'], ['i see the image of a black and white flower'], ['a large white ball with black and white flowers'], ['white and black vinyl record spinner sculpture'], ['a white and black flower with a few blades of grass inside']]"
data/images/noun/2024-600.jpg,2024,connected disk toy,81,44,41,3,"[[''], ['i see the shape of the sun and the suns shape.'], ['3d printed yellow, red, blue, green, black and white kites'], ['- the plastic object'], ['a colorful toy with some cut out pieces']]"
data/images/noun/2025-600.jpg,2025,boomerang,6,14,58,13,"[['in the image we see a blue rubber toe hold'], ['a blue shoe lace with a small blue marble on the front'], ['the blue shoe'], ['the blue and white marbled foam orthotic foot bed'], ['a blue marble foot rest that is placed on a surface']]"
data/images/noun/2026-600.jpg,2026,dog toy,16,71,63,17,"[['a product in stock at jim-hobble'], ['a small green and red dog toy'], ['this is the plastic toy for the kids'], ['green and red plastic toy with handle on top'], ['']]"
